open_time,GROWTH_BLEND,SVRPO
2016-09-12 00:00:00+00:00,0.5,0.5
2016-09-13 00:00:00+00:00,0.5,0.5
2016-09-14 00:00:00+00:00,0.5005670220004537,0.49943297799954645
2016-09-15 00:00:00+00:00,0.5003022517757293,0.4996977482242709
2016-09-16 00:00:00+00:00,0.49996224420448543,0.5000377557955147
2016-09-19 00:00:00+00:00,0.4997861258586418,0.5002138741413583
2016-09-20 00:00:00+00:00,0.4996981132075472,0.5003018867924529
2016-09-21 00:00:00+00:00,0.49972325651605115,0.5002767434839489
2016-09-22 00:00:00+00:00,0.4995598702245919,0.5004401297754081
2016-09-23 00:00:00+00:00,0.49954102483495755,0.5004589751650426
2016-09-26 00:00:00+00:00,0.4995347433543747,0.5004652566456255
2016-09-27 00:00:00+00:00,0.4995284620317628,0.5004715379682374
2016-09-28 00:00:00+00:00,0.499522180867116,0.5004778191328841
2016-09-29 00:00:00+00:00,0.49951589986042827,0.5004841001395719
2016-09-30 00:00:00+00:00,0.49954102483495755,0.5004589751650427
2016-10-03 00:00:00+00:00,0.49951589986042827,0.500484100139572
2016-10-04 00:00:00+00:00,0.49942798234916963,0.5005720176508306
2016-10-05 00:00:00+00:00,0.49940286874426437,0.5005971312557357
2016-10-06 00:00:00+00:00,0.49922714420358155,0.5007728557964185
2016-10-07 00:00:00+00:00,0.4991142437148996,0.5008857562851005
2016-10-10 00:00:00+00:00,0.4990954319312529,0.5009045680687472
2016-10-11 00:00:00+00:00,0.5,0.5
2016-10-12 00:00:00+00:00,0.5001378929950359,0.49986210700496414
2016-10-13 00:00:00+00:00,0.5000564015792442,0.49994359842075586
2016-10-14 00:00:00+00:00,0.5000814730324263,0.49991852696757383
2016-10-17 00:00:00+00:00,0.4999812023008385,0.5000187976991617
2016-10-18 00:00:00+00:00,0.49991855351034375,0.5000814464896564
2016-10-19 00:00:00+00:00,0.4998371335504887,0.5001628664495115
2016-10-20 00:00:00+00:00,0.49982460975670884,0.5001753902432914
2016-10-21 00:00:00+00:00,0.49983087157514955,0.5001691284248507
2016-10-24 00:00:00+00:00,0.49979956405181286,0.5002004359481875
2016-10-25 00:00:00+00:00,0.4997870421406025,0.5002129578593978
2016-10-26 00:00:00+00:00,0.4997870421406025,0.5002129578593978
2016-10-27 00:00:00+00:00,0.4997870421406025,0.5002129578593978
2016-10-28 00:00:00+00:00,0.49979956405181286,0.5002004359481874
2016-10-31 00:00:00+00:00,0.49978078142028604,0.5002192185797143
2016-11-01 00:00:00+00:00,0.49977452085682095,0.5002254791431794
2016-11-02 00:00:00+00:00,0.5001316234816293,0.499868376518371
2016-11-03 00:00:00+00:00,0.5003888024883361,0.4996111975116642
2016-11-04 00:00:00+00:00,0.5012878664137005,0.4987121335862998
2016-11-07 00:00:00+00:00,0.5017985611510792,0.498201438848921
2016-11-08 00:00:00+00:00,0.49959928873750914,0.500400711262491
2016-11-09 00:00:00+00:00,0.5,0.5
2016-11-10 00:00:00+00:00,0.4989329439514771,0.5010670560485231
2016-11-11 00:00:00+00:00,0.49906997066350417,0.500930029336496
2016-11-14 00:00:00+00:00,0.4988769092542678,0.5011230907457324
2016-11-15 00:00:00+00:00,0.4987648776105996,0.5012351223894005
2016-11-16 00:00:00+00:00,0.4987524327561256,0.5012475672438745
2016-11-17 00:00:00+00:00,0.49867155633723753,0.5013284436627625
2016-11-18 00:00:00+00:00,0.49866533616065856,0.5013346638393416
2016-11-21 00:00:00+00:00,0.4986404570060119,0.5013595429939882
2016-11-22 00:00:00+00:00,0.4986404570060119,0.5013595429939882
2016-11-23 00:00:00+00:00,0.4986466765619348,0.5013533234380653
2016-11-25 00:00:00+00:00,0.4986342376052385,0.5013657623947616
2016-11-28 00:00:00+00:00,0.49862801835960885,0.5013719816403914
2016-11-29 00:00:00+00:00,0.4986217992691171,0.5013782007308832
2016-11-30 00:00:00+00:00,0.4986217992691171,0.5013782007308832
2016-12-01 00:00:00+00:00,0.49861558033375747,0.501384419666243
2016-12-02 00:00:00+00:00,0.49859692445841297,0.5014030755415875
2016-12-05 00:00:00+00:00,0.4984477276977746,0.501552272302226
2016-12-06 00:00:00+00:00,0.49822409989905425,0.5017759001009463
2016-12-07 00:00:00+00:00,0.4982054733064155,0.5017945266935849
2016-12-08 00:00:00+00:00,0.5030132874221026,0.4969867125778979
2016-12-09 00:00:00+00:00,0.5,0.5
2016-12-12 00:00:00+00:00,0.5029241586055707,0.4970758413944294
2016-12-13 00:00:00+00:00,0.5026786413262063,0.4973213586737938
2016-12-14 00:00:00+00:00,0.5076674621114833,0.4923325378885168
2016-12-15 00:00:00+00:00,0.506229362875353,0.4937706371246472
2016-12-16 00:00:00+00:00,0.5061214193701782,0.49387858062982204
2016-12-19 00:00:00+00:00,0.5057643265534737,0.4942356734465265
2016-12-20 00:00:00+00:00,0.5082028268612016,0.4917971731387988
2016-12-21 00:00:00+00:00,0.5110988587654872,0.4889011412345131
2016-12-22 00:00:00+00:00,0.5163799273405929,0.48362007265940754
2016-12-23 00:00:00+00:00,0.5206570965864998,0.4793429034135006
2016-12-27 00:00:00+00:00,0.5305797454143146,0.4694202545856857
2016-12-28 00:00:00+00:00,0.5338297763707858,0.4661702236292146
2016-12-29 00:00:00+00:00,0.5380428886842016,0.4619571113157988
2016-12-30 00:00:00+00:00,0.5371626466103926,0.46283735338960785
2017-01-03 00:00:00+00:00,0.5322496585021866,0.46775034149781386
2017-01-04 00:00:00+00:00,0.5462952768724988,0.45370472312750176
2017-01-05 00:00:00+00:00,0.5628848033612055,0.437115196638795
2017-01-06 00:00:00+00:00,0.5462515170344856,0.45374848296551495
2017-01-09 00:00:00+00:00,0.5325087855492685,0.46749121445073205
2017-01-10 00:00:00+00:00,0.5337762076907793,0.46622379230922134
2017-01-11 00:00:00+00:00,0.5,0.5
2017-01-12 00:00:00+00:00,0.49384183446612223,0.5061581655338777
2017-01-13 00:00:00+00:00,0.49298517434818684,0.5070148256518132
2017-01-17 00:00:00+00:00,0.4959073051403134,0.5040926948596866
2017-01-18 00:00:00+00:00,0.49936351498080817,0.5006364850191917
2017-01-19 00:00:00+00:00,0.49928054187823767,0.5007194581217621
2017-01-20 00:00:00+00:00,0.49957089028072454,0.5004291097192752
2017-01-23 00:00:00+00:00,0.5001690654435942,0.4998309345564055
2017-01-24 00:00:00+00:00,0.5019723559386361,0.4980276440613635
2017-01-25 00:00:00+00:00,0.5035194864810576,0.4964805135189421
2017-01-26 00:00:00+00:00,0.5078548294123446,0.492145170587655
2017-01-27 00:00:00+00:00,0.508386074979781,0.49161392502021867
2017-01-30 00:00:00+00:00,0.5091062758685703,0.4908937241314295
2017-01-31 00:00:00+00:00,0.5056332074220438,0.49436679257795596
2017-02-01 00:00:00+00:00,0.5047838095339537,0.495216190466046
2017-02-02 00:00:00+00:00,0.5076835720575344,0.4923164279424652
2017-02-03 00:00:00+00:00,0.5071807861748162,0.49281921382518334
2017-02-06 00:00:00+00:00,0.50827510417674,0.4917248958232596
2017-02-07 00:00:00+00:00,0.5081250433421363,0.4918749566578633
2017-02-08 00:00:00+00:00,0.5116915436302595,0.48830845636973996
2017-02-09 00:00:00+00:00,0.5128255636068269,0.48717443639317254
2017-02-10 00:00:00+00:00,0.5,0.5
2017-02-13 00:00:00+00:00,0.5010788599997097,0.49892114000029025
2017-02-14 00:00:00+00:00,0.5040649322741669,0.495935067725833
2017-02-15 00:00:00+00:00,0.506934030786158,0.49306596921384205
2017-02-16 00:00:00+00:00,0.510035025067361,0.489964974932639
2017-02-17 00:00:00+00:00,0.511646239405623,0.4883537605943768
2017-02-21 00:00:00+00:00,0.514961323004383,0.4850386769956168
2017-02-22 00:00:00+00:00,0.5234625049938846,0.4765374950061152
2017-02-23 00:00:00+00:00,0.5235873889407839,0.4764126110592158
2017-02-24 00:00:00+00:00,0.5256864383292476,0.474313561670752
2017-02-27 00:00:00+00:00,0.5269377766185562,0.4730622233814434
