open_time,GROWTH_BLEND,SVRPO
2016-09-12 00:00:00+00:00,1.0,397.26
2016-09-13 00:00:00+00:00,1.0,396.36
2016-09-14 00:00:00+00:00,1.0,396.78
2016-09-15 00:00:00+00:00,1.0,397.32
2016-09-16 00:00:00+00:00,1.0,397.6
2016-09-19 00:00:00+00:00,1.0,397.74
2016-09-20 00:00:00+00:00,1.0,397.7
2016-09-21 00:00:00+00:00,1.0,397.96
2016-09-22 00:00:00+00:00,1.0,397.99
2016-09-23 00:00:00+00:00,1.0,398.0
2016-09-26 00:00:00+00:00,1.0,398.01
2016-09-27 00:00:00+00:00,1.0,398.02
2016-09-28 00:00:00+00:00,1.0,398.03
2016-09-29 00:00:00+00:00,1.0,397.99
2016-09-30 00:00:00+00:00,1.0,398.03
2016-10-03 00:00:00+00:00,1.0,398.17
2016-10-04 00:00:00+00:00,1.0,398.21
2016-10-05 00:00:00+00:00,1.0,398.49
2016-10-06 00:00:00+00:00,1.0,398.67
2016-10-07 00:00:00+00:00,1.0,398.7
2016-10-10 00:00:00+00:00,1.0,398.97
2016-10-11 00:00:00+00:00,1.0,398.75
2016-10-12 00:00:00+00:00,1.0,398.88
2016-10-13 00:00:00+00:00,1.0,398.84
2016-10-14 00:00:00+00:00,1.0,399.0
2016-10-17 00:00:00+00:00,1.0,399.1
2016-10-18 00:00:00+00:00,1.0,399.23
2016-10-19 00:00:00+00:00,1.0,399.25
2016-10-20 00:00:00+00:00,1.0,399.24
2016-10-21 00:00:00+00:00,1.0,399.29
2016-10-24 00:00:00+00:00,1.0,399.31
2016-10-25 00:00:00+00:00,1.0,399.31
2016-10-26 00:00:00+00:00,1.0,399.31
2016-10-27 00:00:00+00:00,1.0,399.29
2016-10-28 00:00:00+00:00,1.0,399.32
2016-10-31 00:00:00+00:00,1.0,399.33
2016-11-01 00:00:00+00:00,1.0,398.76
2016-11-02 00:00:00+00:00,1.0,398.35
2016-11-03 00:00:00+00:00,1.0,396.92
2016-11-04 00:00:00+00:00,1.0,396.11
2016-11-07 00:00:00+00:00,1.0,399.61
2016-11-08 00:00:00+00:00,1.0,399.78
2016-11-09 00:00:00+00:00,1.0,401.49
2016-11-10 00:00:00+00:00,1.0,401.27
2016-11-11 00:00:00+00:00,1.0,401.58
2016-11-14 00:00:00+00:00,1.0,401.76
2016-11-15 00:00:00+00:00,1.0,401.78
2016-11-16 00:00:00+00:00,1.0,401.91
2016-11-17 00:00:00+00:00,1.0,401.92
2016-11-18 00:00:00+00:00,1.0,401.96
2016-11-21 00:00:00+00:00,1.0,401.96
2016-11-22 00:00:00+00:00,1.0,401.95
2016-11-23 00:00:00+00:00,1.0,401.97
2016-11-25 00:00:00+00:00,1.0,401.98
