date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
1998-12-22 14:30:00+00:00,5.696743011474609,5.695552825927734,11.124486923217772,14.396681785583496,11.909103393554688,13.889654159545898,5.795297145843506,16.716148376464844,9.360785484313965
1998-12-23 14:30:00+00:00,5.7565741539001465,5.814133644104004,11.28852081298828,14.64789581298828,12.193623542785645,14.225428581237791,5.771012783050537,17.091787338256836,9.400982856750488
1998-12-24 14:30:00+00:00,5.889057159423828,5.783532619476318,11.363081932067873,14.841140747070312,12.147171020507812,14.2008638381958,5.877265453338623,17.196136474609375,9.573274612426758
1998-12-28 14:30:00+00:00,5.837767124176025,5.752930164337158,11.213958740234377,14.91843318939209,12.182008743286133,14.118969917297363,5.8469061851501465,16.94570541381836,9.487130165100098
1998-12-29 14:30:00+00:00,5.944612503051758,5.810305595397949,11.333259582519531,15.131010055541992,12.216846466064451,14.430170059204102,5.944050312042236,17.32135009765625,9.693869590759276
1998-12-30 14:30:00+00:00,5.927517890930176,5.722330093383789,11.28852081298828,15.063364028930664,12.17039394378662,14.340086936950684,5.895478248596191,17.175273895263672,9.613468170166016
1998-12-31 14:30:00+00:00,5.995898246765137,5.71467924118042,11.184130668640137,15.18898582458496,12.123947143554688,14.23362922668457,5.874228000640869,17.363086700439453,9.60197639465332
1999-01-04 14:30:00+00:00,5.923242568969727,5.710854530334473,11.184130668640137,14.976412773132324,12.263304710388184,14.118969917297363,5.780120372772217,17.32135009765625,9.544551849365234
1999-01-05 14:30:00+00:00,6.068548202514648,5.680253982543945,11.28852081298828,15.285601615905762,12.576848030090332,14.225428581237791,5.849942684173584,17.59264373779297,9.705354690551758
1999-01-06 14:30:00+00:00,6.175391674041748,5.867681980133057,11.646414756774902,15.614112854003906,12.94847011566162,14.39741325378418,5.910659313201904,17.884811401367188,9.981005668640137
1999-01-07 14:30:00+00:00,6.128380298614502,5.840907096862793,11.825364112854004,15.478846549987791,12.90782070159912,14.23362922668457,5.889407157897949,17.801342010498047,9.969522476196287
1999-01-08 14:30:00+00:00,6.337784290313721,5.867681980133057,11.89991855621338,15.594789505004885,12.960078239440918,14.176284790039062,5.922800064086914,18.02046012878418,9.981005668640137
1999-01-11 14:30:00+00:00,6.350606441497803,5.756753921508789,11.720976829528809,15.449854850769045,13.087817192077637,13.889654159545898,5.76494026184082,18.062196731567383,9.929323196411133
1999-01-12 14:30:00+00:00,6.18820858001709,5.668778419494629,11.392901420593262,15.266277313232422,12.733627319335938,13.783190727233888,5.767975807189941,17.989164352416992,9.6708984375
1999-01-13 14:30:00+00:00,6.051451206207275,5.584624290466309,11.243779182434082,14.879779815673828,12.727819442749023,13.807753562927246,5.807440280914307,17.82221031188965,9.716841697692873
1999-01-14 14:30:00+00:00,5.948885917663574,5.477524757385254,10.960451126098633,14.81215763092041,12.553627967834473,13.545692443847656,5.710294246673584,17.67612075805664,9.498612403869627
1999-01-15 14:30:00+00:00,6.038630485534668,5.561675548553467,11.273603439331056,15.063364028930664,12.925244331359863,13.693099975585938,5.737617015838623,17.916122436523438,9.61921501159668
1999-01-19 14:30:00+00:00,5.927517890930176,5.561675548553467,11.213958740234377,15.034377098083496,13.372343063354492,13.53750228881836,5.931908130645752,18.427412033081055,9.613468170166016
1999-01-20 14:30:00+00:00,5.906150817871094,5.515776634216309,11.295971870422363,14.96674633026123,13.494277954101562,13.578444480895996,5.907618045806885,18.53175163269043,9.77426815032959
1999-01-21 14:30:00+00:00,5.880506992340088,5.561675548553467,11.0946626663208,14.841140747070312,13.145889282226562,13.373703002929688,5.886370658874512,17.884811401367188,9.682380676269531
1999-01-22 14:30:00+00:00,5.765121936798096,5.531075477600098,11.020102500915527,14.55126953125,12.913631439208984,13.30819034576416,5.925838947296143,17.811769485473633,9.72831916809082
1999-01-25 14:30:00+00:00,5.880506992340088,5.523425579071045,11.109573364257812,14.792832374572754,13.1400785446167,13.275431632995604,5.704224586486816,17.957855224609375,9.705354690551758
1999-01-26 14:30:00+00:00,5.863410949707031,5.469874858856201,11.117032051086426,14.792832374572754,13.66847038269043,13.586637496948242,5.816546440124512,18.04132843017578,9.935064315795898
1999-01-27 14:30:00+00:00,5.816404342651367,5.370420932769775,10.975366592407228,14.908778190612791,13.378146171569824,13.766809463500977,5.728509902954102,17.863948822021484,9.923580169677734
1999-01-28 14:30:00+00:00,5.743753910064697,5.339820384979248,11.139396667480469,14.92809772491455,13.848475456237791,14.01250457763672,5.737617015838623,18.19784164428711,10.026948928833008
1999-01-29 14:30:00+00:00,5.7736687660217285,5.339820384979248,11.3779935836792,15.024730682373049,14.051701545715332,14.045251846313477,5.728509902954102,18.19784164428711,10.095868110656738
1999-02-01 14:30:00+00:00,5.820675373077393,5.286271572113037,11.184130668640137,15.044045448303224,14.063313484191896,13.987929344177246,5.716366291046143,18.302202224731445,10.118834495544434
1999-02-02 14:30:00+00:00,5.824949741363525,5.293920993804932,11.064837455749512,14.92809772491455,13.825254440307615,14.10258674621582,5.640472888946533,18.030902862548828,9.992497444152832
1999-02-03 14:30:00+00:00,5.829224109649658,5.416322708129883,11.146854400634766,15.073037147521973,13.923956871032717,14.05345058441162,5.670834064483643,18.375232696533203,10.153286933898926
1999-02-04 14:30:00+00:00,6.00016975402832,5.446924209594727,10.885889053344728,15.092354774475098,13.447821617126465,13.987929344177246,5.585831165313721,18.239587783813477,10.095868110656738
1999-02-05 14:30:00+00:00,6.081367015838623,5.599925994873047,10.796414375305176,15.044045448303224,13.122660636901855,13.77499771118164,5.588865756988525,18.030902862548828,9.843177795410156
