symbol,alpha_name,fold,start_time,end_time,observations,active_observations,fold_ic,fold_ic_observations,fold_sharpe,fold_return,fold_pnl_sum,fold_turnover,fold_max_drawdown
SPY,A01_ts_momentum_12,1,2020-09-08 13:30:00+00:00,2021-09-07 13:30:00+00:00,252,252,-0.1673054259905012,250,-0.8836359439199652,-0.05173047784764673,-0.05071772738687254,0.14856510704526021,-0.0764580742597053
SPY,A01_ts_momentum_12,2,2021-09-07 13:30:00+00:00,2022-09-07 13:30:00+00:00,253,253,-0.0027817827284879167,251,-0.8877841929724787,-0.05427230559472962,-0.05319005451559725,0.10428287729011991,-0.0951445163226724
SPY,A01_ts_momentum_12,3,2022-09-07 13:30:00+00:00,2023-09-07 13:30:00+00:00,252,252,-0.016945465002793474,250,-0.288353909463077,-0.020479463448919377,-0.017892403628446088,0.11702703490777491,-0.061797568417853554
SPY,A01_ts_momentum_12,4,2023-09-07 13:30:00+00:00,2024-09-09 13:30:00+00:00,253,253,0.0018047355793567206,251,0.7987188609827082,0.03926168402001973,0.040357745999815176,0.12103610780184396,-0.03445654040279811
SPY,A01_ts_momentum_12,5,2024-09-09 13:30:00+00:00,2025-09-10 13:30:00+00:00,252,252,-0.04820206741830478,250,0.3463998391142843,0.01656433037674976,0.018501225496731284,0.13202225993154823,-0.05674548667082302
SPY,A01_ts_momentum_12,6,2025-09-10 13:30:00+00:00,2026-09-11 13:30:00+00:00,251,251,-0.030620927262699677,251,0.385348982923533,0.014213190091588723,0.015254485592524722,0.12029910891436152,-0.048585996626938854
SPY,A01_ts_momentum_24,1,2020-09-08 13:30:00+00:00,2021-09-07 13:30:00+00:00,252,252,-0.19759194455832013,250,-0.14274057110167065,-0.015232664845587052,-0.01102365773196192,0.13937405999127714,-0.08141704168159847
SPY,A01_ts_momentum_24,2,2021-09-07 13:30:00+00:00,2022-09-07 13:30:00+00:00,253,253,-0.03841274266894289,251,-1.1197798206995841,-0.07383547502643861,-0.07355548169109842,0.07457566736630993,-0.1016916480330553
SPY,A01_ts_momentum_24,3,2022-09-07 13:30:00+00:00,2023-09-07 13:30:00+00:00,252,252,-0.030343261233590556,250,-0.23382406938792044,-0.022484174113565403,-0.01830365326767655,0.08476765850826062,-0.08401803003190667
SPY,A01_ts_momentum_24,4,2023-09-07 13:30:00+00:00,2024-09-09 13:30:00+00:00,253,253,-0.02720761380898388,251,1.973556836963132,0.12772942700998025,0.12304017547199271,0.0614646240870387,-0.07000874855332817
SPY,A01_ts_momentum_24,5,2024-09-09 13:30:00+00:00,2025-09-10 13:30:00+00:00,252,252,0.014682066616694156,250,1.5532862054762697,0.09067430763503714,0.08920325967576698,0.0884767049381951,-0.052428725915675045
SPY,A01_ts_momentum_24,6,2025-09-10 13:30:00+00:00,2026-09-11 13:30:00+00:00,251,251,-0.05981767966158879,251,0.22293016515571454,0.009584705215498035,0.01146686787912922,0.11250182893482046,-0.0659359218119101
SPY,A01_ts_momentum_48,1,2020-09-08 13:30:00+00:00,2021-09-07 13:30:00+00:00,252,252,-0.18998523850938198,250,1.5533088459495885,0.1558866763732818,0.15186643453817814,0.0499376994006866,-0.0586020696718762
SPY,A01_ts_momentum_48,2,2021-09-07 13:30:00+00:00,2022-09-07 13:30:00+00:00,253,253,-0.05864763009695012,251,-1.5061895636801361,-0.11220871519382769,-0.11476514656543764,0.06466612900817431,-0.13710526952501068
SPY,A01_ts_momentum_48,3,2022-09-07 13:30:00+00:00,2023-09-07 13:30:00+00:00,252,252,-0.10399143341439553,250,-1.0066388409214826,-0.09361942743867224,-0.09220345442335211,0.11826631097190625,-0.16874341663075687
SPY,A01_ts_momentum_48,4,2023-09-07 13:30:00+00:00,2024-09-09 13:30:00+00:00,253,253,-0.04805764626400481,251,0.8669307834693386,0.0674131215343019,0.06997779931682796,0.06665651268890097,-0.08607848747838254
SPY,A01_ts_momentum_48,5,2024-09-09 13:30:00+00:00,2025-09-10 13:30:00+00:00,252,252,0.0032386412350214277,250,1.3542580922422462,0.09081670740156245,0.09016152945364947,0.06330597044138882,-0.06642521463888951
SPY,A01_ts_momentum_48,6,2025-09-10 13:30:00+00:00,2026-09-11 13:30:00+00:00,251,251,-0.08463647202849194,251,0.17738409321762955,0.009053772455752007,0.012824476228341763,0.0789545060549924,-0.07831267442076217
SPY,A01_ts_momentum_72,1,2020-09-08 13:30:00+00:00,2021-09-07 13:30:00+00:00,252,252,-0.1513231947527325,250,2.1226582992598226,0.2707574072119223,0.24977607085055736,0.016863323482102517,-0.06846844030759025
SPY,A01_ts_momentum_72,2,2021-09-07 13:30:00+00:00,2022-09-07 13:30:00+00:00,253,253,-0.04795915915759278,251,-1.5867558671420658,-0.11722372053723717,-0.12045642875661595,0.05313060501655879,-0.14325632139640354
SPY,A01_ts_momentum_72,3,2022-09-07 13:30:00+00:00,2023-09-07 13:30:00+00:00,252,252,-0.01267439559463944,250,0.6325624886584532,0.04466804532188151,0.04784889454340613,0.053037796451118474,-0.07043415052744972
SPY,A01_ts_momentum_72,4,2023-09-07 13:30:00+00:00,2024-09-09 13:30:00+00:00,253,253,-0.030203832775785942,251,1.6120702119783639,0.15609763070883487,0.15151239055183038,0.018342302459842127,-0.09128269593530192
SPY,A01_ts_momentum_72,5,2024-09-09 13:30:00+00:00,2025-09-10 13:30:00+00:00,252,252,0.007444244265643267,250,1.8441190697461538,0.15052007268702572,0.14472278286267182,0.02738330259536357,-0.05302959948021979
SPY,A01_ts_momentum_72,6,2025-09-10 13:30:00+00:00,2026-09-11 13:30:00+00:00,251,251,-0.042471625950065546,251,1.0270222992007199,0.08577917897413001,0.08761581792555578,0.04636698153826181,-0.04829094119405608
SPY,A01_ts_momentum_120,1,2020-09-08 13:30:00+00:00,2021-09-07 13:30:00+00:00,252,252,-0.06518115723788852,250,2.4328014363875368,0.3348999201606937,0.3000598184647671,0.00017347261254724034,-0.07201343128567606
SPY,A01_ts_momentum_120,2,2021-09-07 13:30:00+00:00,2022-09-07 13:30:00+00:00,253,253,-0.0003006047821445154,251,-0.6746170713138994,-0.0549565101888817,-0.05218704143827323,0.02892536241504814,-0.10861795071704705
SPY,A01_ts_momentum_120,3,2022-09-07 13:30:00+00:00,2023-09-07 13:30:00+00:00,252,252,-0.019613323466796253,250,0.7258872143611557,0.05337403121899276,0.05636336984999053,0.048013809224130836,-0.0780053003335196
SPY,A01_ts_momentum_120,4,2023-09-07 13:30:00+00:00,2024-09-09 13:30:00+00:00,253,253,-0.10215057807441051,251,1.7835356381609706,0.1910475029391865,0.1824950746990841,0.01786101590683951,-0.09099157599922036
SPY,A01_ts_momentum_120,5,2024-09-09 13:30:00+00:00,2025-09-10 13:30:00+00:00,252,252,-0.06341580838935718,250,1.0288945369342326,0.08834717941061321,0.09026548675746535,0.017500021860602077,-0.08764797177810957
SPY,A01_ts_momentum_120,6,2025-09-10 13:30:00+00:00,2026-09-11 13:30:00+00:00,251,251,-0.01225963206453112,251,1.4286080537904033,0.13557531320602467,0.13353893948506845,0.01870730729306152,-0.052138728113290234
