correlation_dbmf_gold,check__sample_at_least_5y,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,strict_oos_passed,combined__initial_capital,combined__final_value,combined__total_return,combined__cagr,combined__annualized_volatility,combined__sharpe_ratio,combined__sortino_ratio,combined__calmar_ratio,combined__max_drawdown,combined__average_drawdown,combined__longest_drawdown_days,combined__profit_factor,combined__win_rate,combined__turnover_per_bar,combined__annualized_turnover,combined__total_fees,combined__rebalance_count,combined__exposure_pct,combined__average_exposure,combined__best_year,combined__worst_year,combined__monthly_hit_rate,combined__elapsed_days,combined__positive_complete_year_ratio,combined__complete_year_count,combined__worst_rolling_3y_sharpe,dbmf_standalone__initial_capital,dbmf_standalone__final_value,dbmf_standalone__total_return,dbmf_standalone__cagr,dbmf_standalone__annualized_volatility,dbmf_standalone__sharpe_ratio,dbmf_standalone__sortino_ratio,dbmf_standalone__calmar_ratio,dbmf_standalone__max_drawdown,dbmf_standalone__average_drawdown,dbmf_standalone__longest_drawdown_days,dbmf_standalone__profit_factor,dbmf_standalone__win_rate,dbmf_standalone__turnover_per_bar,dbmf_standalone__annualized_turnover,dbmf_standalone__total_fees,dbmf_standalone__rebalance_count,dbmf_standalone__exposure_pct,dbmf_standalone__average_exposure,dbmf_standalone__best_year,dbmf_standalone__worst_year,dbmf_standalone__monthly_hit_rate,dbmf_standalone__elapsed_days,dbmf_standalone__positive_complete_year_ratio,dbmf_standalone__complete_year_count,dbmf_standalone__worst_rolling_3y_sharpe,gld_standalone__initial_capital,gld_standalone__final_value,gld_standalone__total_return,gld_standalone__cagr,gld_standalone__annualized_volatility,gld_standalone__sharpe_ratio,gld_standalone__sortino_ratio,gld_standalone__calmar_ratio,gld_standalone__max_drawdown,gld_standalone__average_drawdown,gld_standalone__longest_drawdown_days,gld_standalone__profit_factor,gld_standalone__win_rate,gld_standalone__turnover_per_bar,gld_standalone__annualized_turnover,gld_standalone__total_fees,gld_standalone__rebalance_count,gld_standalone__exposure_pct,gld_standalone__average_exposure,gld_standalone__best_year,gld_standalone__worst_year,gld_standalone__monthly_hit_rate,gld_standalone__elapsed_days,gld_standalone__positive_complete_year_ratio,gld_standalone__complete_year_count,gld_standalone__worst_rolling_3y_sharpe
0.17962215046552013,True,True,True,False,False,True,False,True,False,10000.0,26144.87719427494,1.614487719427494,0.13983523985648527,0.14225442374362096,1.4084506506602557,1.7784942235083396,0.9727146383206572,-0.14375772127569064,-0.03452801731666354,339.0,1.232343152475153,0.5601300108342362,,,,,,,0.3692004455963842,0.01778205924416154,0.5681818181818182,2682.0,1.0,6,0.36052536637584554,10000.0,19415.280356209172,0.9415280356209172,0.09456370159539973,0.14849189169449575,0.9586793194335111,1.2171884076243458,0.46302023950049437,-0.2042323283695221,-0.06859458492214919,793.0,1.1490282847941407,0.5498374864572048,,,,,,,0.21484386707138148,-0.08993111885778915,0.6136363636363636,2682.0,0.8333333333333334,6,-0.2324915997800834,10000.0,32717.925839919066,2.2717925839919064,0.17518557088550457,0.21747273103064416,1.1880136165417718,1.5477222379398676,0.6618061547094847,-0.2647082829902154,-0.082108480067442,897.0,1.1907173619317255,0.5465872156013001,,,,,,,0.6348584900439613,-0.04225118848633125,0.5454545454545454,2682.0,0.6666666666666666,6,-0.1228771263721618
