correlation_gld_cwb,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,check__sample_at_least_15y,strict_oos_passed,combined__initial_capital,combined__final_value,combined__total_return,combined__cagr,combined__annualized_volatility,combined__sharpe_ratio,combined__sortino_ratio,combined__calmar_ratio,combined__max_drawdown,combined__average_drawdown,combined__longest_drawdown_days,combined__profit_factor,combined__win_rate,combined__turnover_per_bar,combined__annualized_turnover,combined__total_fees,combined__rebalance_count,combined__exposure_pct,combined__average_exposure,combined__best_year,combined__worst_year,combined__monthly_hit_rate,combined__elapsed_days,combined__positive_complete_year_ratio,combined__complete_year_count,combined__worst_rolling_3y_sharpe,gld_standalone__initial_capital,gld_standalone__final_value,gld_standalone__total_return,gld_standalone__cagr,gld_standalone__annualized_volatility,gld_standalone__sharpe_ratio,gld_standalone__sortino_ratio,gld_standalone__calmar_ratio,gld_standalone__max_drawdown,gld_standalone__average_drawdown,gld_standalone__longest_drawdown_days,gld_standalone__profit_factor,gld_standalone__win_rate,gld_standalone__turnover_per_bar,gld_standalone__annualized_turnover,gld_standalone__total_fees,gld_standalone__rebalance_count,gld_standalone__exposure_pct,gld_standalone__average_exposure,gld_standalone__best_year,gld_standalone__worst_year,gld_standalone__monthly_hit_rate,gld_standalone__elapsed_days,gld_standalone__positive_complete_year_ratio,gld_standalone__complete_year_count,gld_standalone__worst_rolling_3y_sharpe,cwb_standalone__initial_capital,cwb_standalone__final_value,cwb_standalone__total_return,cwb_standalone__cagr,cwb_standalone__annualized_volatility,cwb_standalone__sharpe_ratio,cwb_standalone__sortino_ratio,cwb_standalone__calmar_ratio,cwb_standalone__max_drawdown,cwb_standalone__average_drawdown,cwb_standalone__longest_drawdown_days,cwb_standalone__profit_factor,cwb_standalone__win_rate,cwb_standalone__turnover_per_bar,cwb_standalone__annualized_turnover,cwb_standalone__total_fees,cwb_standalone__rebalance_count,cwb_standalone__exposure_pct,cwb_standalone__average_exposure,cwb_standalone__best_year,cwb_standalone__worst_year,cwb_standalone__monthly_hit_rate,cwb_standalone__elapsed_days,cwb_standalone__positive_complete_year_ratio,cwb_standalone__complete_year_count,cwb_standalone__worst_rolling_3y_sharpe
0.12034580671206975,True,True,False,False,False,False,False,True,False,10000.0,59683.2030938708,4.96832030938708,0.10811451210201817,0.13603453898169907,1.1640486673360864,1.5066368401538905,0.508160353706292,-0.21275668460453434,-0.044468204910097744,770.0,1.1864809464938184,0.5507080858839652,,,,,,,0.39761219592604946,-0.10951119748108895,0.6076555023923444,6356.0,0.6875,16,-0.3908686096474648,10000.0,45687.192347534496,3.5687192347534493,0.09122760672830377,0.20216691335815848,0.7285315933675254,0.9656965401629505,0.19923320804601746,-0.4578935792030848,-0.19305437139070342,2251.0,1.1129817650793385,0.5306075833714025,,,,,,,0.6348584900439613,-0.28414805513389485,0.5167464114832536,6356.0,0.625,16,-0.9205778817297561,10000.0,65360.05319836667,5.536005319836668,0.11391548796040807,0.1593602018658715,1.0631052303399469,1.3051546467138961,0.35507794171082724,-0.32081826151053894,-0.07010585253837565,1108.0,1.1740125255579943,0.5481955230698949,,,,,,,0.5317410812846766,-0.20894438875228205,0.6602870813397129,6356.0,0.75,16,-0.3933445897117747
