scenario,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,average_position,max_position,total_overlay_cost,bootstrap_p,bootstrap_bh_q,check__sharpe_1_5,check__cagr_40pct,check__max_drawdown_20pct,check__positive_years_80pct,check__worst_rolling_3y_sharpe_1,check__mean_fdr_5pct,passed
VOL_BARBELL_1x,10000.0,30815.102721627805,2.0815102721627805,0.11920550834819776,0.14828355241946814,1.1765702623688088,1.5211835002329899,0.661418223998354,-0.18022713016219283,-0.01693883186798544,328.0,1.3048278515373213,0.5665338645418326,,,,,,,0.5506381515527423,-0.03968083420314206,0.7166666666666667,3650.0,0.7777777777777778,9,0.32114184990694566,,,,0.0006,0.0007199999999999999,False,False,True,False,False,True,False
VOL_BARBELL_RISK_OVERLAY,10000.0,21814.795583989086,1.1814795583989084,0.08118078051824984,0.19322190850425838,0.685484983149545,0.6996777034395754,0.314936304632133,-0.2577688863564793,-0.11436104887797278,719.0,1.1345784519250162,0.5470119521912351,,,,,,,0.36107316730486216,-0.1844643022682858,0.625,3650.0,0.6666666666666666,9,-0.12969175527659474,1.9002341763411439,3.0,4417.018892168791,0.0156,0.015599999999999998,False,False,False,False,False,True,False
FULL_1x,10000.0,136046.75837172658,12.604675837172659,0.2985135016765399,0.21315397919236248,1.8893510080428944,2.55215361277599,1.4796654654591361,-0.20174391350271326,-0.062468530654507234,400.0,1.3411884392281708,0.5629482071713148,,,,,,,1.02405226233294,-0.15608117218213258,0.6416666666666667,3650.0,0.7777777777777778,9,0.8328311383974912,,,,0.0002,0.0004,True,False,False,False,False,True,False
FULL_2x,10000.0,909420.6689696952,89.94206689696952,0.5704012924539326,0.42630795838472496,1.7533549766859817,2.3703310195587206,1.4748429295727974,-0.386753925463205,-0.1377022196014811,491.0,1.3132549083478005,0.5593625498007968,,,,,,,2.6716946250380813,-0.32503864955757455,0.6083333333333333,3650.0,0.7777777777777778,9,0.6954364242684998,,,,0.0002,0.0004,True,True,False,False,False,True,False
FULL_3x,10000.0,4448840.416702763,443.8840416702763,0.8407977275350387,0.6394619375770875,1.7080229662336777,2.3100492071578778,1.5301004946518513,-0.5495049053796615,-0.21236382067860937,504.0,1.3040689009312276,0.5573705179282868,,,,,,,5.225966448688343,-0.46768248875732177,0.6,3650.0,0.7777777777777778,9,0.649638186225505,,,,0.0004,0.0006000000000000001,True,True,False,False,False,True,False
FULL_RISK_OVERLAY,10000.0,222046.2250430348,21.20462250430348,0.3637556459300615,0.2692230465800068,1.8112286506882493,2.3810495017691555,1.5351462399667455,-0.23695178769283975,-0.10965971523160017,419.0,1.3344415601843571,0.5482071713147411,,,,,,,1.8155444096315456,-0.1789515777798828,0.5833333333333334,3650.0,0.7777777777777778,9,0.8660506280876734,1.2784549573475477,3.0,2077.4348771606387,0.0002,0.0004,True,False,False,False,False,True,False
