open_time,SVRPO,VXTH
2016-09-12 00:00:00+00:00,0.5,0.5
2016-09-13 00:00:00+00:00,0.5,0.5
2016-09-14 00:00:00+00:00,0.5002811217590988,0.4997188782409012
2016-09-15 00:00:00+00:00,0.5015543491715163,0.49844565082848374
2016-09-16 00:00:00+00:00,0.5011081958022535,0.49889180419774676
2016-09-19 00:00:00+00:00,0.5027011700640174,0.49729882993598284
2016-09-20 00:00:00+00:00,0.5031182978907168,0.4968817021092834
2016-09-21 00:00:00+00:00,0.5031722079907633,0.496827792009237
2016-09-22 00:00:00+00:00,0.5015890716206662,0.4984109283793341
2016-09-23 00:00:00+00:00,0.5003027089741494,0.4996972910258509
2016-09-26 00:00:00+00:00,0.5017320010672295,0.49826799893277085
2016-09-27 00:00:00+00:00,0.5033669942544778,0.49663300574552255
2016-09-28 00:00:00+00:00,0.5024525437449878,0.4975474562550125
2016-09-29 00:00:00+00:00,0.5012799648788929,0.4987200351211075
2016-09-30 00:00:00+00:00,0.5028804917186844,0.497119508281316
2016-10-03 00:00:00+00:00,0.5015676194739267,0.4984323805260737
2016-10-04 00:00:00+00:00,0.5025598695773754,0.49744013042262497
2016-10-05 00:00:00+00:00,0.5039146109233686,0.49608538907663163
2016-10-06 00:00:00+00:00,0.5030497251961769,0.49695027480382337
2016-10-07 00:00:00+00:00,0.503162621638239,0.4968373783617612
2016-10-10 00:00:00+00:00,0.5040504951163745,0.4959495048836257
2016-10-11 00:00:00+00:00,0.5,0.5
2016-10-12 00:00:00+00:00,0.5027425088041111,0.49725749119588886
2016-10-13 00:00:00+00:00,0.5026380209880035,0.4973619790119965
2016-10-14 00:00:00+00:00,0.5031846028719683,0.4968153971280318
2016-10-17 00:00:00+00:00,0.5035511969358771,0.496448803064123
2016-10-18 00:00:00+00:00,0.5044947249425152,0.4955052750574848
2016-10-19 00:00:00+00:00,0.5031761822698263,0.4968238177301738
2016-10-20 00:00:00+00:00,0.5028034191993791,0.4971965808006211
2016-10-21 00:00:00+00:00,0.5033952686769295,0.4966047313230706
2016-10-24 00:00:00+00:00,0.5037994511307494,0.4962005488692507
2016-10-25 00:00:00+00:00,0.5030534842271269,0.49694651577287324
2016-10-26 00:00:00+00:00,0.5038519561082431,0.49614804389175715
2016-10-27 00:00:00+00:00,0.5041453645967847,0.49585463540321545
2016-10-28 00:00:00+00:00,0.5046538176988907,0.49534618230110955
2016-10-31 00:00:00+00:00,0.5044453752333099,0.4955546247666903
2016-11-01 00:00:00+00:00,0.5040644907517158,0.4959355092482845
2016-11-02 00:00:00+00:00,0.5045358322387357,0.4954641677612647
2016-11-03 00:00:00+00:00,0.5052307134274486,0.49476928657255165
2016-11-04 00:00:00+00:00,0.5031388605211794,0.4968611394788208
2016-11-07 00:00:00+00:00,0.5033780977036575,0.4966219022963426
2016-11-08 00:00:00+00:00,0.5036268401704118,0.49637315982958835
2016-11-09 00:00:00+00:00,0.5,0.5
2016-11-10 00:00:00+00:00,0.5000600069610337,0.49993999303896625
2016-11-11 00:00:00+00:00,0.49913079612803035,0.5008692038719698
2016-11-14 00:00:00+00:00,0.5003012466829696,0.4996987533170304
2016-11-15 00:00:00+00:00,0.5006780950777971,0.49932190492220296
2016-11-16 00:00:00+00:00,0.4989084504982523,0.5010915495017478
2016-11-17 00:00:00+00:00,0.49952921177111165,0.5004707882288885
2016-11-18 00:00:00+00:00,0.49873261215619613,0.501267387843804
2016-11-21 00:00:00+00:00,0.4996130455373742,0.5003869544626259
2016-11-22 00:00:00+00:00,0.4981931178756103,0.50180688212439
2016-11-23 00:00:00+00:00,0.49763688159020486,0.5023631184097956
2016-11-25 00:00:00+00:00,0.4974401094351098,0.5025598905648908
2016-11-28 00:00:00+00:00,0.4966242675000445,0.5033757324999562
2016-11-29 00:00:00+00:00,0.49783187205721696,0.5021681279427838
2016-11-30 00:00:00+00:00,0.49751790707322324,0.5024820929267775
2016-12-01 00:00:00+00:00,0.4981262404954124,0.5018737595045883
2016-12-02 00:00:00+00:00,0.4983546692353301,0.5016453307646707
2016-12-05 00:00:00+00:00,0.49855633677642086,0.50144366322358
2016-12-06 00:00:00+00:00,0.49811178515935545,0.5018882148406453
2016-12-07 00:00:00+00:00,0.4974901184890757,0.502509881510925
2016-12-08 00:00:00+00:00,0.49385781844673815,0.5061421815532625
2016-12-09 00:00:00+00:00,0.5,0.5
2016-12-12 00:00:00+00:00,0.4984467936377888,0.5015532063622112
2016-12-13 00:00:00+00:00,0.4990617257199949,0.5009382742800051
2016-12-14 00:00:00+00:00,0.49639687723096276,0.5036031227690375
2016-12-15 00:00:00+00:00,0.49921069999968043,0.50078930000032
2016-12-16 00:00:00+00:00,0.49847232389720386,0.5015276761027965
2016-12-19 00:00:00+00:00,0.4992921600134608,0.5007078399865396
2016-12-20 00:00:00+00:00,0.49921389827352736,0.5007861017264729
2016-12-21 00:00:00+00:00,0.49811487943251576,0.5018851205674845
2016-12-22 00:00:00+00:00,0.49921860440040106,0.5007813955995992
2016-12-23 00:00:00+00:00,0.4997769391569852,0.5002230608430152
2016-12-27 00:00:00+00:00,0.4994078932218347,0.5005921067781658
2016-12-28 00:00:00+00:00,0.4988400684974303,0.5011599315025702
2016-12-29 00:00:00+00:00,0.5009866465726145,0.499013353427386
2016-12-30 00:00:00+00:00,0.5010694731694382,0.49893052683056227
2017-01-03 00:00:00+00:00,0.5022467193658978,0.49775328063410257
2017-01-04 00:00:00+00:00,0.5006887357320561,0.49931126426794425
2017-01-05 00:00:00+00:00,0.4992268486599799,0.5007731513400203
2017-01-06 00:00:00+00:00,0.49951046376031816,0.5004895362396821
2017-01-09 00:00:00+00:00,0.49846454095192144,0.5015354590480787
2017-01-10 00:00:00+00:00,0.49952091463488296,0.5004790853651171
2017-01-11 00:00:00+00:00,0.5,0.5
2017-01-12 00:00:00+00:00,0.4993305519441093,0.5006694480558908
2017-01-13 00:00:00+00:00,0.4998950927794806,0.5001049072205195
2017-01-17 00:00:00+00:00,0.4993512002652941,0.5006487997347059
2017-01-18 00:00:00+00:00,0.5002799384363822,0.49972006156361776
2017-01-19 00:00:00+00:00,0.4997224822721859,0.5002775177278139
2017-01-20 00:00:00+00:00,0.500638884015793,0.4993611159842068
2017-01-23 00:00:00+00:00,0.4999336247765148,0.500066375223485
2017-01-24 00:00:00+00:00,0.500589829585769,0.49941017041423075
2017-01-25 00:00:00+00:00,0.49898163103493054,0.5010183689650693
2017-01-26 00:00:00+00:00,0.49691452160047955,0.5030854783995204
2017-01-27 00:00:00+00:00,0.497189312967126,0.502810687032874
2017-01-30 00:00:00+00:00,0.49738438242622635,0.5026156175737736
2017-01-31 00:00:00+00:00,0.49742109441789817,0.5025789055821017
2017-02-01 00:00:00+00:00,0.4991692293068002,0.5008307706931997
2017-02-02 00:00:00+00:00,0.498962130168946,0.5010378698310538
2017-02-03 00:00:00+00:00,0.4989334510381416,0.5010665489618583
2017-02-06 00:00:00+00:00,0.49730847011902496,0.502691529880975
2017-02-07 00:00:00+00:00,0.49795968340699187,0.502040316593008
2017-02-08 00:00:00+00:00,0.4980686352164298,0.50193136478357
2017-02-09 00:00:00+00:00,0.4977125503139134,0.5022874496860865
2017-02-10 00:00:00+00:00,0.5,0.5
2017-02-13 00:00:00+00:00,0.49906470754721044,0.5009352924527896
2017-02-14 00:00:00+00:00,0.4976740738870809,0.502325926112919
2017-02-15 00:00:00+00:00,0.4964820983841692,0.5035179016158308
2017-02-16 00:00:00+00:00,0.4950922294975943,0.5049077705024055
2017-02-17 00:00:00+00:00,0.4953316607849839,0.5046683392150159
2017-02-21 00:00:00+00:00,0.49521591538704085,0.504784084612959
2017-02-22 00:00:00+00:00,0.49357776371104245,0.5064222362889574
2017-02-23 00:00:00+00:00,0.4938891384265782,0.5061108615734216
2017-02-24 00:00:00+00:00,0.4939209358096052,0.5060790641903944
2017-02-27 00:00:00+00:00,0.49363597399803344,0.5063640260019661
