year,return
2016,0.2585422200650678
2017,5.140181877772543
2018,-0.31842585960545766
2019,0.9195251564959892
2020,5.225966448688343
2021,1.371279143789291
2022,-0.46768248875732177
2023,1.5503818510242424
2024,0.9565691253770487
2025,0.2245540772835597
2026,-0.08366915563845057
