open_time,net_pnl,equity,turnover
2016-09-12 00:00:00+00:00,-0.0011587301587301588,0.9988412698412699,2.0
2016-09-13 00:00:00+00:00,-0.0029849034831007874,0.9958598250558559,0.0
2016-09-14 00:00:00+00:00,-0.001638243970820306,0.9942283637016759,0.0
2016-09-15 00:00:00+00:00,0.002088913270606286,0.9963052205246256,0.0
2016-09-16 00:00:00+00:00,-0.002622527169573582,0.9936923830146117,0.0
2016-09-19 00:00:00+00:00,-0.0006349128482077023,0.9930614749534696,0.0
2016-09-20 00:00:00+00:00,-0.00036590780162037593,0.9926981060122955,0.0
2016-09-21 00:00:00+00:00,0.003643389618632066,0.9963148919861764,0.0
2016-09-22 00:00:00+00:00,0.0024861474135930827,0.9987918776780121,0.0
2016-09-23 00:00:00+00:00,-0.0029841291964304746,0.9958113536746757,0.0
2016-09-26 00:00:00+00:00,-0.003379226153135703,0.9924462819047487,0.0
2016-09-27 00:00:00+00:00,0.0016819628064523237,0.9941155396383144,0.0
2016-09-28 00:00:00+00:00,0.0022020975651772714,0.996304679047657,0.0
2016-09-29 00:00:00+00:00,-0.00344060522298499,0.9928767879652413,0.0
2016-09-30 00:00:00+00:00,0.0025542635252312797,0.9954128569297898,0.0
2016-10-03 00:00:00+00:00,-0.0017811150823113867,0.9936399120771855,0.0
2016-10-04 00:00:00+00:00,-0.002743327359090667,0.9909140325212997,0.0
2016-10-05 00:00:00+00:00,0.0022583539127182103,0.9931518671038115,0.0
2016-10-06 00:00:00+00:00,6.816035963932908e-05,0.9932195606922498,0.0
2016-10-07 00:00:00+00:00,-0.001842760640584164,0.9913892947783478,0.0
2016-10-10 00:00:00+00:00,0.00221847198364083,0.9935886641536951,0.0
2016-10-11 00:00:00+00:00,-0.0061659456011474946,0.9874622505006067,0.0074145518812482325
2016-10-12 00:00:00+00:00,0.00037362761839263925,0.9878311936695138,0.0
2016-10-13 00:00:00+00:00,-0.0013418918747401772,0.9865056310171137,0.0
2016-10-14 00:00:00+00:00,-0.0004847844700823768,0.9860273884075479,0.0
2016-10-17 00:00:00+00:00,-0.0017731438997970652,0.9842790199587602,0.0
2016-10-18 00:00:00+00:00,0.002775588904039339,0.9870109738850364,0.0
2016-10-19 00:00:00+00:00,0.0006305246373567446,0.9876333086214125,0.0
2016-10-20 00:00:00+00:00,-0.0013565273346003875,0.9862935570417058,0.0
2016-10-21 00:00:00+00:00,-0.0008337990078544238,0.9854711864523913,0.0
2016-10-24 00:00:00+00:00,0.0013691228208167893,0.9868204175430206,0.0
2016-10-25 00:00:00+00:00,-0.0017393159861402619,0.9851040250153384,0.0
2016-10-26 00:00:00+00:00,-0.0007387366704833642,0.9843762925478188,0.0
2016-10-27 00:00:00+00:00,-0.001212379125099244,0.9831828552794912,0.0
2016-10-28 00:00:00+00:00,0.0003275789121922334,0.9835049252497097,0.0
2016-10-31 00:00:00+00:00,0.0006188450106361995,0.9841135623656365,0.0
2016-11-01 00:00:00+00:00,-0.0025105056316540187,0.9816429397251305,0.0
2016-11-02 00:00:00+00:00,-0.0025493985171712915,0.9791403406702036,0.0
2016-11-03 00:00:00+00:00,0.0003908356299691053,0.9795230236020777,0.0
2016-11-04 00:00:00+00:00,-0.002659389743558109,0.9769180901195313,0.0
2016-11-07 00:00:00+00:00,0.008120871339464819,0.9848515162385879,0.0
2016-11-08 00:00:00+00:00,0.0011878900070641531,0.9860214115131697,0.0
2016-11-09 00:00:00+00:00,0.003993885945627368,0.9899594685706998,0.008447277666566444
