date,BLNDX
2020-01-02 14:30:00+00:00,8.190250396728516
2020-01-03 14:30:00+00:00,8.190250396728516
2020-01-06 14:30:00+00:00,8.190250396728516
2020-01-07 14:30:00+00:00,8.190250396728516
2020-01-08 14:30:00+00:00,8.190250396728516
2020-01-09 14:30:00+00:00,8.190250396728516
2020-01-10 14:30:00+00:00,8.190250396728516
2020-01-13 14:30:00+00:00,8.190250396728516
2020-01-14 14:30:00+00:00,8.190250396728516
2020-01-15 14:30:00+00:00,8.190250396728516
2020-01-16 14:30:00+00:00,8.190250396728516
2020-01-17 14:30:00+00:00,8.190250396728516
2020-01-21 14:30:00+00:00,8.190250396728516
2020-01-22 14:30:00+00:00,8.190250396728516
2020-01-23 14:30:00+00:00,8.190250396728516
2020-01-24 14:30:00+00:00,8.182060241699219
2020-01-27 14:30:00+00:00,8.149298667907715
2020-01-28 14:30:00+00:00,8.190250396728516
2020-01-29 14:30:00+00:00,8.198441505432129
2020-01-30 14:30:00+00:00,8.223011016845703
2020-01-31 14:30:00+00:00,8.10015869140625
2020-02-03 14:30:00+00:00,8.157490730285645
2020-02-04 14:30:00+00:00,8.263964653015137
2020-02-05 14:30:00+00:00,8.329484939575195
2020-02-06 14:30:00+00:00,8.3622465133667
2020-02-07 14:30:00+00:00,8.337676048278809
2020-02-10 14:30:00+00:00,8.411388397216797
2020-02-11 14:30:00+00:00,8.411388397216797
2020-02-12 14:30:00+00:00,8.427767753601074
2020-02-13 14:30:00+00:00,8.403196334838867
2020-02-14 14:30:00+00:00,8.403196334838867
2020-02-18 14:30:00+00:00,8.378625869750977
2020-02-19 14:30:00+00:00,8.395007133483887
2020-02-20 14:30:00+00:00,8.378625869750977
2020-02-21 14:30:00+00:00,8.337676048278809
2020-02-24 14:30:00+00:00,8.173870086669922
2020-02-25 14:30:00+00:00,7.993685722351074
2020-02-26 14:30:00+00:00,7.985494613647461
2020-02-27 14:30:00+00:00,7.747976779937744
2020-02-28 14:30:00+00:00,7.772547721862793
2020-03-02 14:30:00+00:00,7.846259117126465
