date,RLY
2012-04-26 13:30:00+00:00,18.634765625
2012-04-27 13:30:00+00:00,18.67801856994629
2012-04-30 13:30:00+00:00,18.61005210876465
2012-05-01 13:30:00+00:00,18.801589965820312
2012-05-02 13:30:00+00:00,18.634765625
2012-05-03 13:30:00+00:00,18.486480712890625
2012-05-04 13:30:00+00:00,18.257869720458984
2012-05-07 13:30:00+00:00,18.140472412109375
2012-05-08 13:30:00+00:00,18.140472412109375
2012-05-09 13:30:00+00:00,18.10340690612793
2012-05-10 13:30:00+00:00,18.078689575195312
2012-05-11 13:30:00+00:00,18.029260635375977
2012-05-14 13:30:00+00:00,17.825368881225586
2012-05-15 13:30:00+00:00,17.683259963989258
2012-05-16 13:30:00+00:00,17.609115600585938
2012-05-17 13:30:00+00:00,17.417572021484375
2012-05-18 13:30:00+00:00,17.300182342529297
2012-05-21 13:30:00+00:00,17.300182342529297
2012-05-22 13:30:00+00:00,17.300182342529297
2012-05-23 13:30:00+00:00,17.151897430419922
2012-05-24 13:30:00+00:00,17.411401748657227
2012-05-25 13:30:00+00:00,17.417572021484375
2012-05-29 13:30:00+00:00,17.417572021484375
2012-05-30 13:30:00+00:00,17.244577407836914
2012-05-31 13:30:00+00:00,17.244577407836914
2012-06-01 13:30:00+00:00,17.096290588378906
2012-06-04 13:30:00+00:00,17.06539535522461
2012-06-05 13:30:00+00:00,17.083927154541016
2012-06-06 13:30:00+00:00,17.38668441772461
2012-06-07 13:30:00+00:00,17.38668441772461
2012-06-08 13:30:00+00:00,17.429935455322266
2012-06-11 13:30:00+00:00,17.429935455322266
2012-06-12 13:30:00+00:00,17.32489585876465
2012-06-13 13:30:00+00:00,17.32489585876465
2012-06-14 13:30:00+00:00,17.44229507446289
2012-06-15 13:30:00+00:00,17.578218460083008
2012-06-18 13:30:00+00:00,17.578218460083008
2012-06-19 13:30:00+00:00,17.806833267211914
2012-06-20 13:30:00+00:00,17.775941848754883
2012-06-21 13:30:00+00:00,17.417572021484375
2012-06-22 13:30:00+00:00,17.38668441772461
2012-06-25 13:30:00+00:00,17.22603416442871
2012-06-26 13:30:00+00:00,17.281646728515625
2012-06-27 13:30:00+00:00,17.4793643951416
2012-06-28 13:30:00+00:00,17.392858505249023
2012-06-29 13:30:00+00:00,17.888769149780273
2012-07-02 13:30:00+00:00,17.888769149780273
2012-07-03 13:30:00+00:00,18.243436813354492
2012-07-05 13:30:00+00:00,18.18743324279785
2012-07-06 13:30:00+00:00,18.18743324279785
2012-07-09 13:30:00+00:00,17.963438034057617
2012-07-10 13:30:00+00:00,17.764318466186523
2012-07-11 13:30:00+00:00,17.913660049438477
2012-07-12 13:30:00+00:00,17.913660049438477
2012-07-13 13:30:00+00:00,17.913660049438477
2012-07-16 13:30:00+00:00,18.062990188598633
2012-07-17 13:30:00+00:00,18.19988441467285
2012-07-18 13:30:00+00:00,18.21854591369629
2012-07-19 13:30:00+00:00,18.311874389648438
2012-07-20 13:30:00+00:00,18.162546157836914
2012-07-23 13:30:00+00:00,17.969654083251953
2012-07-24 13:30:00+00:00,17.77676773071289
2012-07-25 13:30:00+00:00,17.919879913330078
2012-07-26 13:30:00+00:00,18.006990432739258
2012-07-27 13:30:00+00:00,18.174985885620117
2012-07-30 13:30:00+00:00,18.174985885620117
2012-07-31 13:30:00+00:00,18.324321746826172
2012-08-01 13:30:00+00:00,18.305662155151367
2012-08-02 13:30:00+00:00,18.143875122070312
2012-08-03 13:30:00+00:00,18.461210250854492
2012-08-06 13:30:00+00:00,18.498538970947266
2012-08-07 13:30:00+00:00,18.579429626464844
2012-08-08 13:30:00+00:00,18.554546356201172
2012-08-09 13:30:00+00:00,18.59809684753418
2012-08-10 13:30:00+00:00,18.59809684753418
2012-08-13 13:30:00+00:00,18.517202377319336
2012-08-14 13:30:00+00:00,18.473655700683594
2012-08-15 13:30:00+00:00,18.461210250854492
2012-08-16 13:30:00+00:00,18.641653060913086
2012-08-17 13:30:00+00:00,18.61676788330078
2012-08-20 13:30:00+00:00,18.57320785522461
2012-08-21 13:30:00+00:00,18.75365447998047
2012-08-22 13:30:00+00:00,18.7349853515625
2012-08-23 13:30:00+00:00,18.666545867919922
2012-08-24 13:30:00+00:00,18.62921142578125
2012-08-27 13:30:00+00:00,18.63543128967285
2012-08-28 13:30:00+00:00,18.61676788330078
2012-08-29 13:30:00+00:00,18.517202377319336
2012-08-30 13:30:00+00:00,18.436325073242188
2012-08-31 13:30:00+00:00,18.436325073242188
2012-09-04 13:30:00+00:00,18.498538970947266
2012-09-05 13:30:00+00:00,18.517202377319336
2012-09-06 13:30:00+00:00,18.803428649902344
