year,return
2016,1.8128321898177902
2017,-0.3999237239985317
2018,-0.9705156156709309
2019,-0.3787607836008543
2020,9.31005152343423
2021,-0.11846876455133437
2022,-0.9182724456062537
2023,5.841008823609857
2024,-0.8364436303851852
2025,-0.6614903669417175
2026,-0.7803611298922384
