date,MERFX
1989-01-31 14:30:00+00:00,2.903986930847168
1989-02-01 14:30:00+00:00,2.90153169631958
1989-02-02 14:30:00+00:00,2.90153169631958
1989-02-03 14:30:00+00:00,2.9088969230651855
1989-02-06 14:30:00+00:00,2.9162611961364746
1989-02-07 14:30:00+00:00,2.9260802268981934
1989-02-08 14:30:00+00:00,2.921170949935913
1989-02-09 14:30:00+00:00,2.918715715408325
1989-02-10 14:30:00+00:00,2.928535223007202
1989-02-13 14:30:00+00:00,2.928535223007202
1989-02-14 14:30:00+00:00,2.935899496078491
1989-02-15 14:30:00+00:00,2.938354253768921
1989-02-16 14:30:00+00:00,2.945718765258789
1989-02-17 14:30:00+00:00,2.943263053894043
1989-02-21 14:30:00+00:00,2.948172092437744
1989-02-22 14:30:00+00:00,2.940047025680542
1989-02-23 14:30:00+00:00,2.949896812438965
1989-02-24 14:30:00+00:00,2.949896812438965
1989-02-27 14:30:00+00:00,2.949896812438965
1989-02-28 14:30:00+00:00,2.9326601028442383
1989-03-01 14:30:00+00:00,2.944972038269043
1989-03-02 14:30:00+00:00,2.9622087478637695
1989-03-03 14:30:00+00:00,2.979445457458496
1989-03-06 14:30:00+00:00,2.9966819286346436
1989-03-07 14:30:00+00:00,2.98929500579834
1989-03-08 14:30:00+00:00,2.98929500579834
1989-03-09 14:30:00+00:00,2.991757392883301
1989-03-10 14:30:00+00:00,2.9991440773010254
1989-03-13 14:30:00+00:00,2.9991440773010254
1989-03-14 14:30:00+00:00,3.004068374633789
1989-03-15 14:30:00+00:00,3.01145601272583
1989-03-16 14:30:00+00:00,3.0311548709869385
1989-03-17 14:30:00+00:00,3.006530523300171
1989-03-20 14:30:00+00:00,3.004068374633789
1989-03-21 14:30:00+00:00,3.018843412399292
1989-03-22 14:30:00+00:00,3.0139174461364746
1989-03-23 14:30:00+00:00,3.006530523300171
1989-03-27 14:30:00+00:00,3.006530523300171
1989-03-28 14:30:00+00:00,3.006530523300171
1989-03-29 14:30:00+00:00,3.0163803100585938
1989-03-30 14:30:00+00:00,3.0139174461364746
1989-03-31 14:30:00+00:00,3.018843412399292
1989-04-03 13:30:00+00:00,3.0286924839019775
1989-04-04 13:30:00+00:00,3.0262300968170166
1989-04-05 13:30:00+00:00,3.0262300968170166
1989-04-06 13:30:00+00:00,3.0213050842285156
1989-04-07 13:30:00+00:00,3.0286924839019775
1989-04-10 13:30:00+00:00,3.0311548709869385
1989-04-11 13:30:00+00:00,3.0385420322418213
1989-04-12 13:30:00+00:00,3.033616781234741
1989-04-13 13:30:00+00:00,3.0262300968170166
1989-04-14 13:30:00+00:00,3.033616781234741
1989-04-17 13:30:00+00:00,3.0410048961639404
1989-04-18 13:30:00+00:00,3.0410048961639404
1989-04-19 13:30:00+00:00,3.0557777881622314
1989-04-20 13:30:00+00:00,3.0533154010772705
1989-04-21 13:30:00+00:00,3.0533154010772705
1989-04-24 13:30:00+00:00,3.0483920574188232
1989-04-25 13:30:00+00:00,3.0385420322418213
1989-04-26 13:30:00+00:00,3.043466567993164
1989-04-27 13:30:00+00:00,3.0508532524108887
1989-04-28 13:30:00+00:00,3.0410048961639404
1989-05-01 13:30:00+00:00,3.043466567993164
1989-05-02 13:30:00+00:00,3.043466567993164
1989-05-03 13:30:00+00:00,3.043466567993164
1989-05-04 13:30:00+00:00,3.043466567993164
1989-05-05 13:30:00+00:00,3.033616781234741
1989-05-08 13:30:00+00:00,3.0508532524108887
1989-05-09 13:30:00+00:00,3.0459277629852295
1989-05-10 13:30:00+00:00,3.0459277629852295
1989-05-11 13:30:00+00:00,3.0459277629852295
1989-05-12 13:30:00+00:00,3.043466567993164
1989-05-15 13:30:00+00:00,3.043466567993164
1989-05-16 13:30:00+00:00,3.0508532524108887
1989-05-17 13:30:00+00:00,3.0410048961639404
1989-05-18 13:30:00+00:00,3.033616781234741
1989-05-19 13:30:00+00:00,3.036078453063965
1989-05-22 13:30:00+00:00,3.0557777881622314
1989-05-23 13:30:00+00:00,3.060701847076416
1989-05-24 13:30:00+00:00,3.0533154010772705
1989-05-25 13:30:00+00:00,3.060701847076416
1989-05-26 13:30:00+00:00,3.0631651878356934
1989-05-30 13:30:00+00:00,3.0582406520843506
1989-05-31 13:30:00+00:00,3.060701847076416
1989-06-01 13:30:00+00:00,3.0557777881622314
1989-06-02 13:30:00+00:00,3.060701847076416
1989-06-05 13:30:00+00:00,3.060701847076416
1989-06-06 13:30:00+00:00,3.0656275749206543
1989-06-07 13:30:00+00:00,3.0656275749206543
1989-06-08 13:30:00+00:00,3.0754764080047607
1989-06-09 13:30:00+00:00,3.0754764080047607
1989-06-12 13:30:00+00:00,3.08286452293396
1989-06-13 13:30:00+00:00,3.073014974594116
1989-06-14 13:30:00+00:00,3.077939510345459
1989-06-15 13:30:00+00:00,3.070551872253418
1989-06-16 13:30:00+00:00,3.070551872253418
1989-06-19 13:30:00+00:00,3.077939510345459
1989-06-20 13:30:00+00:00,3.0853254795074463
1989-06-21 13:30:00+00:00,3.0927135944366455
1989-06-22 13:30:00+00:00,3.105025291442871
1989-06-23 13:30:00+00:00,3.109949827194214
1989-06-26 13:30:00+00:00,3.112412214279175
1989-06-27 13:30:00+00:00,3.112412214279175
1989-06-28 13:30:00+00:00,3.1148746013641357
1989-06-29 13:30:00+00:00,3.1025619506835938
1989-06-30 13:30:00+00:00,3.100100040435791
1989-07-03 13:30:00+00:00,3.1025619506835938
1989-07-05 13:30:00+00:00,3.09763765335083
1989-07-06 13:30:00+00:00,3.1148746013641357
1989-07-07 13:30:00+00:00,3.1173362731933594
1989-07-10 13:30:00+00:00,3.144423007965088
1989-07-11 13:30:00+00:00,3.1468844413757324
1989-07-12 13:30:00+00:00,3.1493473052978516
1989-07-13 13:30:00+00:00,3.1493473052978516
1989-07-14 13:30:00+00:00,3.1468844413757324
1989-07-17 13:30:00+00:00,3.1542723178863525
1989-07-18 13:30:00+00:00,3.1542723178863525
1989-07-19 13:30:00+00:00,3.1493473052978516
1989-07-20 13:30:00+00:00,3.1518096923828125
1989-07-21 13:30:00+00:00,3.144423007965088
1989-07-24 13:30:00+00:00,3.1419591903686523
1989-07-25 13:30:00+00:00,3.1567344665527344
1989-07-26 13:30:00+00:00,3.1567344665527344
1989-07-27 13:30:00+00:00,3.1616594791412354
1989-07-28 13:30:00+00:00,3.164121627807617
1989-07-31 13:30:00+00:00,3.1690456867218018
1989-08-01 13:30:00+00:00,3.1591970920562744
1989-08-02 13:30:00+00:00,3.176433563232422
1989-08-03 13:30:00+00:00,3.176433563232422
1989-08-04 13:30:00+00:00,3.1961324214935303
1989-08-07 13:30:00+00:00,3.193669557571411
1989-08-08 13:30:00+00:00,3.193669557571411
1989-08-09 13:30:00+00:00,3.2084426879882812
1989-08-10 13:30:00+00:00,3.2182936668395996
1989-08-11 13:30:00+00:00,3.2158315181732178
1989-08-14 13:30:00+00:00,3.2158315181732178
1989-08-15 13:30:00+00:00,3.2232189178466797
1989-08-16 13:30:00+00:00,3.233067274093628
1989-08-17 13:30:00+00:00,3.235529661178589
1989-08-18 13:30:00+00:00,3.242917537689209
1989-08-21 13:30:00+00:00,3.233067274093628
1989-08-22 13:30:00+00:00,3.2379918098449707
1989-08-23 13:30:00+00:00,3.240454912185669
1989-08-24 13:30:00+00:00,3.242917537689209
1989-08-25 13:30:00+00:00,3.24537992477417
1989-08-28 13:30:00+00:00,3.252765655517578
1989-08-29 13:30:00+00:00,3.2379918098449707
1989-08-30 13:30:00+00:00,3.2379918098449707
1989-08-31 13:30:00+00:00,3.242917537689209
1989-09-01 13:30:00+00:00,3.2478413581848145
1989-09-05 13:30:00+00:00,3.24537992477417
1989-09-06 13:30:00+00:00,3.240454912185669
1989-09-07 13:30:00+00:00,3.205981731414795
1989-09-08 13:30:00+00:00,3.201057195663452
1989-09-11 13:30:00+00:00,3.1887452602386475
1989-09-12 13:30:00+00:00,3.1961324214935303
1989-09-13 13:30:00+00:00,3.19120717048645
1989-09-14 13:30:00+00:00,3.1542723178863525
1989-09-15 13:30:00+00:00,3.134573221206665
1989-09-18 13:30:00+00:00,3.109949827194214
1989-09-19 13:30:00+00:00,3.109949827194214
1989-09-20 13:30:00+00:00,3.1197996139526367
1989-09-21 13:30:00+00:00,3.1173362731933594
1989-09-22 13:30:00+00:00,3.1197996139526367
1989-09-25 13:30:00+00:00,3.1025619506835938
1989-09-26 13:30:00+00:00,3.1074869632720947
1989-09-27 13:30:00+00:00,3.09763765335083
1989-09-28 13:30:00+00:00,3.08286452293396
1989-09-29 13:30:00+00:00,3.0853254795074463
1989-10-02 13:30:00+00:00,3.0804014205932617
1989-10-03 13:30:00+00:00,3.0927135944366455
1989-10-04 13:30:00+00:00,3.100100040435791
1989-10-05 13:30:00+00:00,3.109949827194214
1989-10-06 13:30:00+00:00,3.1222615242004395
1989-10-09 13:30:00+00:00,3.1222615242004395
1989-10-10 13:30:00+00:00,3.1222615242004395
1989-10-11 13:30:00+00:00,3.1197996139526367
1989-10-12 13:30:00+00:00,3.1148746013641357
