scenario,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,average_position,max_position,total_overlay_cost,bootstrap_p,bootstrap_bh_q,check__sharpe_1_5,check__cagr_40pct,check__max_drawdown_20pct,check__positive_years_80pct,check__worst_rolling_3y_sharpe_1,check__mean_fdr_5pct,passed
1x,10000.0,65946.5890240529,5.59465890240529,0.2077452630471157,0.1654126148453971,1.7424144611775656,2.5989996408726284,0.6855143034173692,-0.3030502237684629,-0.08168134830957684,573.0,1.307481875384211,0.5191235059760956,,,,,,,1.3020180862583577,-0.2803635518535519,0.5916666666666667,3650.0,0.7777777777777778,9,0.29791699514662584,,,,0.0006,0.0012,True,False,False,False,False,True,False
2x,10000.0,244580.27380241925,23.458027380241926,0.37701046253677717,0.3308188379170178,1.571456632421278,2.3448767794768988,0.6894199188034852,-0.5468517114955038,-0.1724112234650377,585.0,1.2734290979101426,0.5139442231075697,,,,,,,3.8433923147286118,-0.5136829711397377,0.575,3650.0,0.7777777777777778,9,0.14766863290418178,,,,0.0012,0.0014,True,False,False,False,False,True,False
3x,10000.0,753538.3251500832,74.35383251500832,0.5411293925117224,0.4962252808202781,1.5144685505323203,2.260158581961369,0.7595258052848806,-0.7124568892149192,-0.2557383893356502,665.0,1.2622770014251203,0.5115537848605578,,,,,,,8.707709229770494,-0.6789337958798438,0.55,3650.0,0.7777777777777778,9,0.09758584549003393,,,,0.0014,0.0014,True,True,False,False,False,True,False
RISK_OVERLAY,10000.0,148323.8692503503,13.832386925035031,0.30978895710979915,0.23771415411577151,1.770026435068719,2.4298942444340326,1.0769389928842554,-0.28765692314670777,-0.14411750281208227,566.0,1.3550991198449567,0.5159362549800797,,,,,,,1.8965504295315117,-0.24074789056374968,0.5666666666666667,3650.0,0.6666666666666666,9,0.3895169333218799,1.2849458647114615,3.0,2181.0285115099787,0.0006,0.0012,True,False,False,False,False,True,False
