funding_time,spot,perp_mark,funding_rate
2020-09-01 00:00:00+00:00,23.1481,23.16258099,0.00052251
2020-09-01 08:00:00+00:00,23.331,23.357,0.00068999
2020-09-01 16:00:00+00:00,23.5332,23.565,0.00106256
2020-09-02 00:00:00+00:00,24.7101,24.75571848,0.0020059
2020-09-02 08:00:00+00:00,24.976,25.009,0.00070794
2020-09-02 16:00:00+00:00,24.6458,24.63285879,0.00037792
2020-09-03 00:00:00+00:00,24.7653,24.73741702,0.00048099
2020-09-03 08:00:00+00:00,24.7942,24.80394964,0.00015812
2020-09-03 16:00:00+00:00,22.3112,22.320714,0.00032226
2020-09-04 00:00:00+00:00,20.4027,20.41394237,0.0
2020-09-04 08:00:00+00:00,20.3053,20.30143503,0.0
2020-09-04 16:00:00+00:00,20.524,20.53935433,-9.235e-05
2020-09-05 00:00:00+00:00,20.9995,20.97601516,-0.00035671
2020-09-05 08:00:00+00:00,20.617,20.601,0.0
2020-09-05 16:00:00+00:00,19.65,19.608,-0.00098128
2020-09-06 00:00:00+00:00,19.4737,19.43,-0.00227287
2020-09-06 08:00:00+00:00,20.0117,19.996,-0.00038531
2020-09-06 16:00:00+00:00,22.5923,22.584,0.0
2020-09-07 00:00:00+00:00,23.1612,23.14455531,0.0
2020-09-07 08:00:00+00:00,22.0275,22.02434268,0.0
2020-09-07 16:00:00+00:00,21.821,21.785,-0.00145349
2020-09-08 00:00:00+00:00,22.4428,22.40058923,-0.00081396
2020-09-08 08:00:00+00:00,22.5944,22.56155112,-0.00186081
2020-09-08 16:00:00+00:00,23.1866,23.14125502,-0.00095672
2020-09-09 00:00:00+00:00,23.2745,23.18,-0.00112424
2020-09-09 08:00:00+00:00,23.9335,23.88,-0.00151416
2020-09-09 16:00:00+00:00,23.569,23.56663042,-7.669e-05
2020-09-10 00:00:00+00:00,24.4847,24.42651655,-0.00014308
2020-09-10 08:00:00+00:00,24.2554,24.24731473,0.0
2020-09-10 16:00:00+00:00,25.1179,25.1139779,-5.155e-05
2020-09-11 00:00:00+00:00,24.5579,24.509,-0.00055362
2020-09-11 08:00:00+00:00,23.7889,23.748,-0.00055812
2020-09-11 16:00:00+00:00,24.2627,24.24489748,-0.00015613
2020-09-12 00:00:00+00:00,25.4,25.366,-0.00044648
2020-09-12 08:00:00+00:00,26.6563,26.63040575,-0.00091674
2020-09-12 16:00:00+00:00,27.5146,27.46,-0.00171385
2020-09-13 00:00:00+00:00,28.5044,28.41034284,-0.00136262
2020-09-13 08:00:00+00:00,31.235,31.19295535,-0.00046387
2020-09-13 16:00:00+00:00,29.7827,29.75390816,-0.00218179
2020-09-14 00:00:00+00:00,31.1656,31.143,-0.00170488
2020-09-14 08:00:00+00:00,30.2914,30.256,-0.00177477
2020-09-14 16:00:00+00:00,33.2673,33.09670498,-0.0025029
2020-09-15 00:00:00+00:00,31.2546,30.89351508,-0.00162444
2020-09-15 08:00:00+00:00,28.4193,28.36801032,-0.00050242
2020-09-15 16:00:00+00:00,28.2396,28.218,-0.0021692
2020-09-16 00:00:00+00:00,27.1148,27.09335488,-0.00066392
2020-09-16 08:00:00+00:00,27.2877,27.215,-0.00044773
2020-09-16 16:00:00+00:00,27.8876,27.89578365,-0.00158392
2020-09-17 00:00:00+00:00,27.8539,27.816,-0.00065281
2020-09-17 08:00:00+00:00,26.9785,26.92431185,-7.914e-05
2020-09-17 16:00:00+00:00,26.4866,26.44394805,0.0
2020-09-18 00:00:00+00:00,27.1106,27.05360617,-0.00013131
2020-09-18 08:00:00+00:00,27.622,27.58523256,-0.00116222
2020-09-18 16:00:00+00:00,27.5207,27.52231835,0.0
2020-09-19 00:00:00+00:00,27.6414,27.653,0.0
2020-09-19 08:00:00+00:00,26.754,26.77424834,9.9e-07
2020-09-19 16:00:00+00:00,27.3494,27.376,0.00036939
2020-09-20 00:00:00+00:00,27.2035,27.226,0.00046118
2020-09-20 08:00:00+00:00,27.1507,27.174,0.00042487
2020-09-20 16:00:00+00:00,26.2537,26.279,0.0
2020-09-21 00:00:00+00:00,26.3167,26.33378864,6.052e-05
2020-09-21 08:00:00+00:00,25.8746,25.89166108,0.0
2020-09-21 16:00:00+00:00,23.3112,23.32844453,0.0
2020-09-22 00:00:00+00:00,23.1273,23.09865145,0.0
2020-09-22 08:00:00+00:00,22.9998,23.01951946,0.0
2020-09-22 16:00:00+00:00,23.973,23.967,0.0
2020-09-23 00:00:00+00:00,24.0468,24.0307402,0.0
2020-09-23 08:00:00+00:00,23.53,23.547,0.0
2020-09-23 16:00:00+00:00,23.773,23.774,0.0
2020-09-24 00:00:00+00:00,22.8448,22.8286399,0.0
2020-09-24 08:00:00+00:00,23.818,23.80589856,0.0
2020-09-24 16:00:00+00:00,24.0298,24.03705064,0.0
2020-09-25 00:00:00+00:00,24.5749,24.56,0.0
2020-09-25 08:00:00+00:00,24.577,24.542,-0.00014236
2020-09-25 16:00:00+00:00,24.45,24.469,0.0
2020-09-26 00:00:00+00:00,24.6925,24.67575389,0.0
2020-09-26 08:00:00+00:00,24.7992,24.7823636,0.0
2020-09-26 16:00:00+00:00,25.4338,25.428,0.0
