date,gross_fund_return,leverage,turnover,trading_cost,financing_cost,net_return
2019-05-09 13:30:00+00:00,0.0005597989569288142,2.0,0.0011195979138576284,0.0010005597989569289,0.00015873015873015873,-3.9692043829459185e-05
2019-05-10 13:30:00+00:00,0.00016006927099554424,2.0,0.0003201385419910885,1.6006927099554424e-07,0.00015873015873015873,0.00016124831398993422
2019-05-13 13:30:00+00:00,-0.007313354764051372,2.0,0.014626709528102744,7.313354764051372e-06,0.00015873015873015873,-0.014792753041596954
2019-05-14 13:30:00+00:00,0.005716782195944958,2.0,0.011433564391889917,5.716782195944958e-06,0.00015873015873015873,0.011269117450963814
2019-05-15 13:30:00+00:00,0.012488734839396498,2.0,0.024977469678792996,1.2488734839396499e-05,0.00015873015873015873,0.02480625078522344
2019-05-16 13:30:00+00:00,0.010753818606820342,2.0,0.021507637213640685,1.0753818606820342e-05,0.00015873015873015873,0.021338153236303704
2019-05-17 13:30:00+00:00,0.0031287875913905694,2.0,0.006257575182781139,3.1287875913905694e-06,0.00015873015873015873,0.00609571623645959
2019-05-20 13:30:00+00:00,-0.006433507981835951,2.0,0.012867015963671902,6.433507981835951e-06,0.00015873015873015873,-0.013032179630383896
2019-05-21 13:30:00+00:00,0.0010987973467009304,2.0,0.002197594693401861,1.0987973467009304e-06,0.00015873015873015873,0.002037765737325001
2019-05-22 13:30:00+00:00,0.0006271787267553286,2.0,0.0012543574535106572,6.271787267553286e-07,0.00015873015873015873,0.001095000116053743
2019-05-23 13:30:00+00:00,-0.005484516809105444,2.0,0.010969033618210888,5.484516809105445e-06,0.00015873015873015873,-0.011133248293750153
2019-05-24 13:30:00+00:00,0.0020876127290794244,2.0,0.004175225458158849,2.0876127290794246e-06,0.00015873015873015873,0.004014407686699611
2019-05-28 13:30:00+00:00,0.006250478022856276,2.0,0.012500956045712552,6.2504780228562764e-06,0.00015873015873015873,0.012335975408959537
2019-05-29 13:30:00+00:00,-0.00402401643150474,2.0,0.00804803286300948,4.02401643150474e-06,0.00015873015873015873,-0.008210787038171144
2019-05-30 13:30:00+00:00,0.002079144825878121,2.0,0.004158289651756242,2.0791448258781208e-06,0.00015873015873015873,0.003997480348200205
2019-05-31 13:30:00+00:00,-0.007868031676429021,2.0,0.015736063352858043,7.868031676429022e-06,0.00015873015873015873,-0.015902661543264633
2019-06-03 13:30:00+00:00,-0.0035112540311164064,2.0,0.007022508062232813,3.5112540311164064e-06,0.00015873015873015873,-0.007184749474994088
2019-06-04 13:30:00+00:00,0.0016627558826662892,2.0,0.0033255117653325783,1.6627558826662893e-06,0.00015873015873015873,0.003165118850719753
2019-06-05 13:30:00+00:00,0.0037945390642386556,2.0,0.007589078128477311,3.794539064238656e-06,0.00015873015873015873,0.0074265534306829145
2019-06-06 13:30:00+00:00,-0.00137811962137957,2.0,0.00275623924275914,1.37811962137957e-06,0.00015873015873015873,-0.0029163475211106777
2019-06-07 13:30:00+00:00,0.007728510639177566,2.0,0.015457021278355132,7.728510639177567e-06,0.00015873015873015873,0.015290562608985796
2019-06-10 13:30:00+00:00,-0.005047522316045661,2.0,0.010095044632091321,5.047522316045661e-06,0.00015873015873015873,-0.010258822313137525
