date,DBMF
2019-05-08 13:30:00+00:00,16.375017166137695
2019-05-09 13:30:00+00:00,16.384183883666992
2019-05-10 13:30:00+00:00,16.38680648803711
2019-05-13 13:30:00+00:00,16.266963958740234
2019-05-14 13:30:00+00:00,16.35995864868164
2019-05-15 13:30:00+00:00,16.564273834228516
2019-05-16 13:30:00+00:00,16.742403030395508
2019-05-17 13:30:00+00:00,16.79478645324707
2019-05-20 13:30:00+00:00,16.686737060546875
2019-05-21 13:30:00+00:00,16.7050724029541
2019-05-22 13:30:00+00:00,16.71554946899414
2019-05-23 13:30:00+00:00,16.623872756958008
2019-05-24 13:30:00+00:00,16.65857696533203
2019-05-28 13:30:00+00:00,16.7627010345459
2019-05-29 13:30:00+00:00,16.695247650146484
2019-05-30 13:30:00+00:00,16.72995948791504
2019-05-31 13:30:00+00:00,16.59832763671875
2019-06-03 13:30:00+00:00,16.54004669189453
2019-06-04 13:30:00+00:00,16.567548751831055
2019-06-05 13:30:00+00:00,16.630414962768555
2019-06-06 13:30:00+00:00,16.60749626159668
2019-06-07 13:30:00+00:00,16.73584747314453
2019-06-10 13:30:00+00:00,16.6513729095459
2019-06-11 13:30:00+00:00,16.617321014404297
2019-06-12 13:30:00+00:00,16.69001007080078
2019-06-13 13:30:00+00:00,16.788896560668945
2019-06-14 13:30:00+00:00,16.868133544921875
2019-06-17 13:30:00+00:00,16.86289405822754
2019-06-18 13:30:00+00:00,16.991249084472656
2019-06-19 13:30:00+00:00,17.05150032043457
2019-06-20 13:30:00+00:00,17.022031784057617
2019-06-21 13:30:00+00:00,16.748294830322266
2019-06-24 13:30:00+00:00,16.79151725769043
2019-06-25 13:30:00+00:00,16.817710876464844
2019-06-26 13:30:00+00:00,16.64023780822754
2019-06-27 13:30:00+00:00,16.741865158081055
2019-06-28 13:30:00+00:00,16.820545196533203
2019-07-01 13:30:00+00:00,16.889387130737305
2019-07-02 13:30:00+00:00,17.04346466064453
2019-07-03 13:30:00+00:00,17.199504852294922
2019-07-05 13:30:00+00:00,17.029693603515625
2019-07-08 13:30:00+00:00,16.993633270263672
2019-07-09 13:30:00+00:00,16.97461700439453
2019-07-10 13:30:00+00:00,16.948394775390625
2019-07-11 13:30:00+00:00,16.806779861450195
2019-07-12 13:30:00+00:00,16.850048065185547
2019-07-15 13:30:00+00:00,16.93855857849121
2019-07-16 13:30:00+00:00,16.9320011138916
2019-07-17 13:30:00+00:00,16.997562408447266
2019-07-18 13:30:00+00:00,16.997562408447266
2019-07-19 13:30:00+00:00,16.98707389831543
2019-07-22 13:30:00+00:00,17.02379608154297
2019-07-23 13:30:00+00:00,17.129348754882812
2019-07-24 13:30:00+00:00,17.274906158447266
2019-07-25 13:30:00+00:00,17.12279510498047
2019-07-26 13:30:00+00:00,17.244089126586914
2019-07-29 13:30:00+00:00,17.219831466674805
2019-07-30 13:30:00+00:00,17.110990524291992
2019-07-31 13:30:00+00:00,17.188358306884766
2019-08-01 13:30:00+00:00,17.3260440826416
2019-08-02 13:30:00+00:00,17.195568084716797
2019-08-05 13:30:00+00:00,16.94249153137207
2019-08-06 13:30:00+00:00,17.208026885986328
2019-08-07 13:30:00+00:00,17.263105392456055
2019-08-08 13:30:00+00:00,17.436189651489258
2019-08-09 13:30:00+00:00,17.285398483276367
2019-08-12 13:30:00+00:00,17.53191375732422
2019-08-13 13:30:00+00:00,17.61846351623535
2019-08-14 13:30:00+00:00,17.86825942993164
2019-08-15 13:30:00+00:00,18.177072525024414
2019-08-16 13:30:00+00:00,18.125930786132812
2019-08-19 13:30:00+00:00,17.97579002380371
2019-08-20 13:30:00+00:00,18.05643081665039
2019-08-21 13:30:00+00:00,18.026926040649414
2019-08-22 13:30:00+00:00,17.92923355102539
2019-08-23 13:30:00+00:00,17.981689453125
2019-08-26 13:30:00+00:00,18.08265495300293
2019-08-27 13:30:00+00:00,18.31999969482422
2019-08-28 13:30:00+00:00,18.386878967285156
2019-08-29 13:30:00+00:00,18.382287979125977
2019-08-30 13:30:00+00:00,18.474735260009766
2019-09-03 13:30:00+00:00,18.561275482177734
2019-09-04 13:30:00+00:00,18.59799575805664
2019-09-05 13:30:00+00:00,18.240663528442383
2019-09-06 13:30:00+00:00,18.32590103149414
2019-09-09 13:30:00+00:00,18.007261276245117
2019-09-10 13:30:00+00:00,17.749591827392578
2019-09-11 13:30:00+00:00,17.82433319091797
2019-09-12 13:30:00+00:00,17.68796157836914
2019-09-13 13:30:00+00:00,17.345712661743164
2019-09-16 13:30:00+00:00,17.590923309326172
2019-09-17 13:30:00+00:00,17.609283447265625
2019-09-18 13:30:00+00:00,17.710250854492188
2019-09-19 13:30:00+00:00,17.72270965576172
2019-09-20 13:30:00+00:00,17.910221099853516
2019-09-23 13:30:00+00:00,17.965951919555664
2019-09-24 13:30:00+00:00,18.095117568969727
2019-09-25 13:30:00+00:00,18.013813018798828
2019-09-26 13:30:00+00:00,18.120027542114258
2019-09-27 13:30:00+00:00,18.099014282226562
