date,gross_fund_return,leverage,external_cost,financing_cost,net_return,equity,solvent
2013-10-31 13:30:00+00:00,0.0,3.0,0.003,0.00031746031746031746,-0.0033174603174603175,9966.825396825398,True
2013-11-01 13:30:00+00:00,0.0,3.0,0.0,0.00031746031746031746,-0.00031746031746031746,9963.66132527085,True
2013-11-04 14:30:00+00:00,-0.007999968618680797,3.0,0.0,0.00031746031746031746,-0.02431736617350271,9721.371324395472,True
2013-11-05 14:30:00+00:00,0.006048285947236387,3.0,0.0,0.00031746031746031746,0.017827397524248844,9894.678075476302,True
2013-11-06 14:30:00+00:00,0.006012231183480932,3.0,0.0,0.00031746031746031746,0.017719233232982478,10070.004184060945,True
2013-11-07 14:30:00+00:00,-0.0009961110948657481,3.0,0.0,0.00031746031746031746,-0.003305793602057562,10036.714828656586,True
2013-11-08 14:30:00+00:00,0.0,3.0,0.0,0.00031746031746031746,-0.00031746031746031746,10033.528569980823,True
2013-11-11 14:30:00+00:00,0.0019939642098396604,3.0,0.0,0.00031746031746031746,0.005664432312058664,10090.362813416587,True
2013-11-12 14:30:00+00:00,0.007960289847860125,3.0,0.0,0.00031746031746031746,0.023563409226120057,10328.126161629145,True
2013-11-13 14:30:00+00:00,-0.003948560768961329,3.0,0.0,0.00031746031746031746,-0.012163142624344304,10202.50369008303,True
2013-11-14 14:30:00+00:00,0.0029728565561479847,3.0,0.0,0.00031746031746031746,0.008601109350983637,10290.25653997525,True
2013-11-15 14:30:00+00:00,-0.0009879342054714968,3.0,0.0,0.00031746031746031746,-0.003281262933874808,10256.491502610565,True
2013-11-18 14:30:00+00:00,0.01088044802187138,3.0,0.0,0.00031746031746031746,0.03232388374815382,10588.021141604877,True
2013-11-19 14:30:00+00:00,0.0,3.0,0.0,0.00031746031746031746,-0.00031746031746031746,10584.659865051988,True
2013-11-20 14:30:00+00:00,-0.0009785670604504082,3.0,0.0,0.00031746031746031746,-0.003253161498811542,10550.226257100985,True
2013-11-21 14:30:00+00:00,0.012732692106357524,3.0,0.0,0.00031746031746031746,0.03788061600161225,10949.875326676354,True
2013-11-22 14:30:00+00:00,0.006769820759321421,3.0,0.0,0.00031746031746031746,0.019992001960503946,11168.785255674542,True
2013-11-25 14:30:00+00:00,0.0009606477106545164,3.0,0.0,0.00031746031746031746,0.0025644828145032317,11197.427413521596,True
2013-11-26 14:30:00+00:00,0.0009596081100238241,3.0,0.0,0.00031746031746031746,0.0025613640126111547,11226.108101132417,True
2013-11-27 14:30:00+00:00,0.0,3.0,0.0,0.00031746031746031746,-0.00031746031746031746,11222.544257290787,True
2013-11-29 14:30:00+00:00,0.0,3.0,0.0,0.00031746031746031746,-0.00031746031746031746,11218.981544828155,True
2013-12-02 14:30:00+00:00,0.00671152219274318,3.0,0.0,0.00031746031746031746,0.019817106260769223,11441.309294239623,True
2013-12-03 14:30:00+00:00,0.0019045935682082682,3.0,0.0,0.00031746031746031746,0.0053963203871644876,11503.050264839985,True
2013-12-04 14:30:00+00:00,-0.009505564080582896,3.0,0.0,0.00031746031746031746,-0.028834152559209004,11171.36955860734,True
2013-12-05 14:30:00+00:00,-0.0009597257523077385,3.0,0.0,0.00031746031746031746,-0.003196637574383533,11135.658738918972,True
2013-12-06 14:30:00+00:00,0.008645593885297176,3.0,0.0,0.00031746031746031746,0.02561932133843121,11420.946758466449,True
2013-12-09 14:30:00+00:00,0.0028570070982709694,3.0,0.0,0.00031746031746031746,0.008253560977352591,11515.210238956548,True
2013-12-10 14:30:00+00:00,-0.0018992840461653504,3.0,0.0,0.00031746031746031746,-0.006015312455956368,11445.942651373198,True
2013-12-11 14:30:00+00:00,-0.002854405602953358,3.0,0.0,0.00031746031746031746,-0.008880677126320392,11344.294930279972,True
2013-12-12 14:30:00+00:00,0.0057252700837999715,3.0,0.0,0.00031746031746031746,0.016858349933939597,11535.54102396845,True
2013-12-13 14:30:00+00:00,-0.0018977143921812267,3.0,0.0,0.00031746031746031746,-0.006010603494003997,11466.20546078456,True
2013-12-16 14:30:00+00:00,-0.003802179022622143,3.0,0.0,0.00031746031746031746,-0.011723997385326746,11331.775697942703,True
2013-12-17 14:30:00+00:00,0.0,3.0,0.0,0.00031746031746031746,-0.00031746031746031746,11328.178308832246,True
2013-12-18 14:30:00+00:00,0.003816690764181452,3.0,0.0,0.00031746031746031746,0.011132611975084038,11454.29052232904,True
2013-12-19 14:30:00+00:00,0.0,3.0,0.0,0.00031746031746031746,-0.00031746031746031746,11450.654239623538,True
2013-12-20 14:30:00+00:00,-0.008256543028070329,3.0,0.0,0.00031746031746031746,-0.025087089401671304,11163.390653006478,True
2013-12-23 14:30:00+00:00,-0.0019587445235988987,3.0,0.0,0.00031746031746031746,-0.006193693888257013,11094.248028546726,True
2013-12-24 14:30:00+00:00,0.001962588733532833,3.0,0.0,0.00031746031746031746,0.005570305883138182,11156.046383609135,True
2013-12-26 14:30:00+00:00,0.0,3.0,0.0,0.00031746031746031746,-0.00031746031746031746,11152.504781582593,True
2013-12-27 14:30:00+00:00,-0.0019587445235988987,3.0,0.0,0.00031746031746031746,-0.006193693888257013,11083.429580878148,True
2013-12-30 14:30:00+00:00,0.003925412916496729,3.0,0.0,0.00031746031746031746,0.01145877843202987,11210.432144712437,True
2013-12-31 14:30:00+00:00,-0.004887463110084145,3.0,0.0,0.00031746031746031746,-0.014979849647712751,11042.501556698759,True
2014-01-02 14:30:00+00:00,-0.003929386294555193,3.0,0.0,0.00031746031746031746,-0.012105619201125895,10908.825237825524,True
2014-01-03 14:30:00+00:00,-0.005917153463036118,3.0,0.0,0.00031746031746031746,-0.01806892070656867,10711.71453960144,True
