alpha_name,fold,observations,pair_observations,fold_ic,fold_sharpe,fold_pnl_sum,fold_max_drawdown
A01_ts_momentum_12,1,1468,5872,0.023635396622051767,1.390691010726563,0.17455390154219158,-0.09317518554817295
A01_ts_momentum_12,2,1468,5872,0.04815054333305436,-1.5545151615918311,-0.2566083581382825,-0.3615354842300307
A01_ts_momentum_12,3,1468,5872,0.04745818112274957,-1.5351768316210521,-0.17599635002720332,-0.23756643167731817
A01_ts_momentum_12,4,1468,5872,-0.007403898479085418,-1.536945187954681,-0.1849755674518324,-0.19461095910388826
A01_ts_momentum_12,5,1468,5872,-0.007246055638112757,-0.4948905371932013,-0.05414695321185661,-0.12863981417375747
A01_ts_momentum_12,6,1466,5864,0.016891425993415005,0.6485914847768331,0.04428544661595952,-0.08031809396561618
A01_ts_momentum_120,1,1468,5872,0.003187264819433664,0.7058032938726004,0.08913939153627556,-0.06798021540388122
A01_ts_momentum_120,2,1468,5872,0.023373711336328575,1.3819985290796095,0.14276936595516487,-0.09685324615180035
A01_ts_momentum_120,3,1468,5872,0.020408909757296933,-0.9959002680121962,-0.1195563059713321,-0.19975066937446795
A01_ts_momentum_120,4,1468,5872,0.019639677330238647,-0.7078345913077523,-0.08638279242663445,-0.15828291247646453
A01_ts_momentum_120,5,1468,5872,0.015685991402357383,0.2745126001283429,0.024444420968164453,-0.13032284662110016
A01_ts_momentum_120,6,1466,5864,0.03102340117423167,0.8479769639863218,0.057168984745303894,-0.0974976299735093
A01_ts_momentum_24,1,1468,5872,0.012995716276609962,0.5149900989903022,0.07342359838941681,-0.13285029848155694
A01_ts_momentum_24,2,1468,5872,0.04228520604335943,-1.9973238140404421,-0.29018474056406585,-0.3797378195228307
A01_ts_momentum_24,3,1468,5872,0.023056493678654713,-2.2765111896036885,-0.2994854945291101,-0.30888426167998084
A01_ts_momentum_24,4,1468,5872,-0.007811513186217673,-1.29335572291291,-0.16011953553480013,-0.17578747945665352
A01_ts_momentum_24,5,1468,5872,-0.018609291899578145,-0.3840521090845835,-0.04430415777372998,-0.1925754401113805
A01_ts_momentum_24,6,1466,5864,0.04610525429103996,-0.04929646018415786,-0.0032831185891674802,-0.09219446237460349
A01_ts_momentum_48,1,1468,5872,0.007094541255072331,0.14016042619421287,0.01788421376454064,-0.18914145918553227
A01_ts_momentum_48,2,1468,5872,0.01695539329662766,1.1704053629187068,0.15841391771437574,-0.13678044560584235
A01_ts_momentum_48,3,1468,5872,0.012424383352192982,-1.8386228189510414,-0.27107183152131603,-0.2975930191033348
A01_ts_momentum_48,4,1468,5872,0.004206262467834577,-0.455326961736869,-0.05447318826890975,-0.10835406845911255
A01_ts_momentum_48,5,1468,5872,0.0028603441825179143,-0.0020876507779860197,-0.0001763211813690796,-0.09205259438554036
A01_ts_momentum_48,6,1466,5864,0.026579034790032364,-0.23501091784167844,-0.01577015465181592,-0.06637373331304919
A01_ts_momentum_72,1,1468,5872,0.01364230826498245,-0.32581778000012845,-0.03302618289049515,-0.12637830611865308
A01_ts_momentum_72,2,1468,5872,0.033271331504038985,1.8278298641041986,0.2140826520305992,-0.10074027594024926
A01_ts_momentum_72,3,1468,5872,-0.01091512130074123,-2.9231079361995755,-0.3699183312866461,-0.3365833650150345
A01_ts_momentum_72,4,1468,5872,0.018398545195176856,-0.923272396165906,-0.11457141140776508,-0.20670367259739786
A01_ts_momentum_72,5,1468,5872,-0.003088271727230951,1.0005511299593108,0.08623855568086171,-0.09425818569250577
A01_ts_momentum_72,6,1466,5864,0.027219725221329864,-0.7120422989316173,-0.050165119487180616,-0.0873333740507426
A02_ema_distance_100,1,1468,5872,0.01359170709805201,0.7662107182418848,0.09119798330962514,-0.12846006104990793
A02_ema_distance_100,2,1468,5872,0.031085520611018075,0.8851303352806924,0.1166539787257882,-0.20778766237144564
A02_ema_distance_100,3,1468,5872,0.00981981811071013,-2.2019170108829544,-0.31661447496597056,-0.29807477481245936
A02_ema_distance_100,4,1468,5872,0.005016146245165177,-0.4237164578750876,-0.05893573217305487,-0.14113637151443192
A02_ema_distance_100,5,1468,5872,-0.011327705616334742,0.29102673910171684,0.02836970760867559,-0.1734857763872415
A02_ema_distance_100,6,1466,5864,0.03044766647243707,0.8743734003725944,0.058579586322238406,-0.061973525807675234
A02_ema_distance_20,1,1468,5872,0.018356672374120957,0.48404871954491435,0.046067249113259746,-0.11582704798949595
A02_ema_distance_20,2,1468,5872,0.058616705585603876,-0.35945925886646557,-0.045509433018534856,-0.22946966383485723
A02_ema_distance_20,3,1468,5872,0.05036639937821237,-1.6391879357417534,-0.16773380070935529,-0.21738374576756048
A02_ema_distance_20,4,1468,5872,0.0018678367953814984,-1.7687854788967257,-0.16434479533429408,-0.16593077044948523
A02_ema_distance_20,5,1468,5872,-0.012755279579169316,-0.16196241450371168,-0.014845469619913024,-0.12966904674129032
A02_ema_distance_20,6,1466,5864,0.029912340130476268,0.6398396122868242,0.03011626894311905,-0.0498936231724425
A02_ema_distance_50,1,1468,5872,0.017044075438717714,0.6302066621808277,0.0777879339578077,-0.17034456927434982
A02_ema_distance_50,2,1468,5872,0.039115475336479535,0.051500914971262086,0.007034115857106324,-0.22560028899847062
A02_ema_distance_50,3,1468,5872,0.02712441377734851,-2.4889884859470452,-0.33990118292171434,-0.3186662014274727
A02_ema_distance_50,4,1468,5872,0.0010901564201974067,-1.4866414447548473,-0.17889170861097067,-0.18278745809100494
A02_ema_distance_50,5,1468,5872,-0.014958925894989594,-0.1746235434698719,-0.017418229950248748,-0.16473131788515027
A02_ema_distance_50,6,1466,5864,0.0333330370730456,0.6049568676269431,0.0377796721284512,-0.05214954296272789
A03_donchian_breakout_20,1,1468,5872,-0.01821554971924933,-1.4251935155840219,-0.06882441371846705,-0.07546847950625757
A03_donchian_breakout_20,2,1468,5872,0.034905941792354775,-1.5322306375607926,-0.021258188595263454,-0.02117465906476146
A03_donchian_breakout_20,3,1468,5872,0.03258746834967758,-1.8356674293968287,-0.04191795552833096,-0.0519976191884145
A03_donchian_breakout_20,4,1468,5872,-0.02039463475089754,0.6333374100465731,0.01774750958880209,-0.02387932998874187
A03_donchian_breakout_20,5,1468,5872,-0.005116509081044189,-0.9513323085074442,-0.02326345991694607,-0.028571921195939876
A03_donchian_breakout_20,6,1466,5864,-0.005717948357916615,0.7630781421612453,0.010488584130884578,-0.013674438792493415
A04_short_reversion_1,1,1468,5872,0.05043410742087766,-0.2818372062929311,-0.03911607628432136,-0.19057568159887006
A04_short_reversion_1,2,1468,5872,-0.026379156176706303,-2.2638845423634923,-0.27567172826911507,-0.32938623474891904
A04_short_reversion_1,3,1468,5872,-0.01137381351717787,1.0422166497045293,0.10214815449825283,-0.06727163848712814
A04_short_reversion_1,4,1468,5872,0.0002575833168404378,-2.0306232688462416,-0.2017952799678474,-0.23100119820963871
A04_short_reversion_1,5,1468,5872,0.035586373665669656,-0.9405903786589382,-0.08530207205370752,-0.13261235459792953
A04_short_reversion_1,6,1466,5864,-0.014577782271134236,-3.6699158956672515,-0.15343818370583862,-0.1515644391922104
A04_short_reversion_2,1,1468,5872,0.0023246234540226112,-0.6295505596668053,-0.09979489433997066,-0.2138866991604762
A04_short_reversion_2,2,1468,5872,-0.01925100071596568,0.015954772447582255,0.002194336322235653,-0.15918341354310572
A04_short_reversion_2,3,1468,5872,-0.023399690969195554,-0.2712066719327271,-0.024243469199460084,-0.11146356077417996
A04_short_reversion_2,4,1468,5872,-0.023640868866170374,-1.3496987834512197,-0.13900734500563058,-0.18185892938182435
A04_short_reversion_2,5,1468,5872,0.030527955575983486,-1.109986742983314,-0.0789879847209467,-0.11505429404953171
A04_short_reversion_2,6,1466,5864,-0.007376271259732839,-3.363857624940971,-0.1755549731885372,-0.17761455737932685
A04_short_reversion_3,1,1468,5872,0.015172874778946218,-1.393450593699591,-0.16703487466051015,-0.2232473501858646
A04_short_reversion_3,2,1468,5872,-0.025922881266283584,-1.3903650559593,-0.1891729166106768,-0.2027867667856632
A04_short_reversion_3,3,1468,5872,-0.04975652645163544,0.9125081841768266,0.07778346406033715,-0.09343088120883536
A04_short_reversion_3,4,1468,5872,-0.027280745343394232,-1.3352722431789792,-0.11018730503639483,-0.1254426311455059
A04_short_reversion_3,5,1468,5872,0.02341906922765247,-0.6457796691045194,-0.0525518105895075,-0.1400199693264511
A04_short_reversion_3,6,1466,5864,-0.027131188439966484,-3.3440311481940066,-0.15595264319255062,-0.14938050671678704
A04_short_reversion_6,1,1468,5872,-0.016994725622907103,-0.27240175565749986,-0.025755470239026072,-0.09051163440345023
A04_short_reversion_6,2,1468,5872,-0.055095462069461774,-1.7645193263017807,-0.262350549714627,-0.30163108462788746
A04_short_reversion_6,3,1468,5872,-0.042182644737009875,-1.6450202635710884,-0.15657322731174583,-0.1934909688343801
A04_short_reversion_6,4,1468,5872,-0.00816674102566942,0.47644456227990073,0.04556207737156449,-0.12107864978986738
A04_short_reversion_6,5,1468,5872,0.019622086838074808,-1.6315578366978878,-0.15862764027111015,-0.22627784220561764
A04_short_reversion_6,6,1466,5864,-0.031057325470970402,-3.0990959042015462,-0.14826064843309938,-0.15887527942456792
A05_bollinger_reversion_20,1,1468,5872,-0.026280135908359897,-2.138202311875611,-0.2715574883913612,-0.26921022589300414
A05_bollinger_reversion_20,2,1468,5872,-0.05406183071742901,-1.39154955136192,-0.20002613005052494,-0.2890357481526853
A05_bollinger_reversion_20,3,1468,5872,-0.04160616683918204,0.4917803695369168,0.05783893527882859,-0.097036198936436
A05_bollinger_reversion_20,4,1468,5872,-0.0031552556546011732,0.5770335128583204,0.061537984875416424,-0.10007664196337551
A05_bollinger_reversion_20,5,1468,5872,0.020078688366370466,-2.0710407399084274,-0.21491646618989543,-0.3094191104392193
A05_bollinger_reversion_20,6,1466,5864,-0.03431090586886073,-3.2224704866813343,-0.18172171508965437,-0.178447083141262
A06_rsi_reversion_14,1,1468,5872,-0.017342328254421897,-2.2064768373603494,-0.27959386317546786,-0.2891246316814272
A06_rsi_reversion_14,2,1468,5872,-0.04880418126523488,-0.822508152178804,-0.11601218509149086,-0.22375626316960118
A06_rsi_reversion_14,3,1468,5872,-0.040209590978261885,0.6860446824313,0.0936773141974533,-0.14196250580118885
A06_rsi_reversion_14,4,1468,5872,-0.0012261379609611795,0.1471937251706833,0.0173399282676156,-0.09613366862190054
A06_rsi_reversion_14,5,1468,5872,0.0066550620608272605,-1.4739476337868385,-0.15824975961594537,-0.27498219024004844
A06_rsi_reversion_14,6,1466,5864,-0.03409000594824958,-3.2926365445949646,-0.21344610211757348,-0.21443368087707104
A07_atr_percentile,1,1468,5872,0.015086669279121768,0.5837880990772665,0.08183418736081269,-0.11637470276148398
A07_atr_percentile,2,1468,5872,0.0010683264850633847,-1.57947866796523,-0.20951921282875835,-0.29095614530340186
A07_atr_percentile,3,1468,5872,-0.0032614052763944,-2.0740219800668607,-0.26988277886380785,-0.2812360317560043
A07_atr_percentile,4,1468,5872,0.007726987569127011,-0.38116699800261195,-0.047197202782561086,-0.14177749360290015
A07_atr_percentile,5,1468,5872,0.00902123488109969,-0.3352722310987128,-0.035695724110044416,-0.17040577484521258
A07_atr_percentile,6,1466,5864,0.008749049314547246,-1.1748083046045534,-0.07323217961851647,-0.07843299347980892
A07_volatility_compression,1,1468,5872,0.010594863650612211,-1.8456583576522139,-0.21926124831237082,-0.23598719423667802
A07_volatility_compression,2,1468,5872,0.0026682995427878566,1.3607705529481733,0.14132774803105397,-0.09468378960132784
A07_volatility_compression,3,1468,5872,-0.014784261735050921,-0.801783739774714,-0.06585243057747461,-0.10477207981988457
A07_volatility_compression,4,1468,5872,0.020764710945055418,0.8972243036189859,0.08989311837997616,-0.08522580314795714
A07_volatility_compression,5,1468,5872,0.007226715075540599,0.3364174454911996,0.018241350456608692,-0.07748413605947135
A07_volatility_compression,6,1466,5864,-0.03338612001061977,-1.7073292550480585,-0.06106463396959917,-0.09326950564412928
A08_trend_quality,1,1468,5872,-0.011675184307785455,1.360133587191588,0.06379925012309019,-0.04745867139814275
A08_trend_quality,2,1468,5872,0.02222766024001824,-1.0721792694228582,-0.06801067820058113,-0.10389069933997752
A08_trend_quality,3,1468,5872,0.013524262475715261,-0.8311425560018936,-0.048537759540348446,-0.07933184093111023
A08_trend_quality,4,1468,5872,-0.00018469957259598262,-1.6222991402805098,-0.0658793618152509,-0.07254899301804496
A08_trend_quality,5,1468,5872,0.012100446860246986,-0.23889265308589028,-0.010476597031636198,-0.053088557197067066
A08_trend_quality,6,1466,5864,-0.0015914211030625205,-0.9921001510005213,-0.01848215349414228,-0.021078086291508757
A09_efficiency_ratio_20,1,1468,5872,0.008460742848668771,0.6267646726767592,0.04560434535896477,-0.08169821991024484
A09_efficiency_ratio_20,2,1468,5872,0.04294943138377207,-1.5478703001367262,-0.15476829716873952,-0.2273088749721216
A09_efficiency_ratio_20,3,1468,5872,0.04278419801264283,-1.8682245187340487,-0.15138196077969285,-0.17223224335482867
A09_efficiency_ratio_20,4,1468,5872,-0.0014605103361352465,-1.4651058800719805,-0.09592684174053276,-0.11269253574029892
A09_efficiency_ratio_20,5,1468,5872,-0.006722426684146423,0.20110270126587346,0.012414265116262582,-0.0912846765969052
A09_efficiency_ratio_20,6,1466,5864,0.018794537547848877,0.2546327787791465,0.009455663756764252,-0.03684940106309742
A10_volume_surprise_48,1,1468,5872,-0.02985831526639488,-0.4045487752371604,-0.025039282752931047,-0.05213461976010969
A10_volume_surprise_48,2,1468,5872,0.02796836094353704,-0.31872171533535765,-0.03904516334974291,-0.17144327859527753
A10_volume_surprise_48,3,1468,5872,0.004347751172778021,0.9991348488109021,0.10516772461099036,-0.08906752975428045
A10_volume_surprise_48,4,1468,5872,0.0005339118883232924,-1.391121827057751,-0.10564746746454104,-0.17814408966797668
A10_volume_surprise_48,5,1468,5872,-0.0004822046066461821,-0.11931507495853805,-0.008952918809671674,-0.08216738034386606
A10_volume_surprise_48,6,1466,5864,0.03204520733422328,-0.29732587109029485,-0.012044776660766336,-0.04066345892575707
A11_signed_volume_pressure_6,1,1468,5872,-0.01669965652542823,-1.057376872710191,-0.08630344570541153,-0.14640338523656404
A11_signed_volume_pressure_6,2,1468,5872,0.0733566348080199,0.2418534383175894,0.025682896833592136,-0.16761039484963447
A11_signed_volume_pressure_6,3,1468,5872,0.011323049198080592,-0.7069691856482452,-0.04719852585514631,-0.09457119013727888
A11_signed_volume_pressure_6,4,1468,5872,-0.017760100543170218,-1.1887305842668112,-0.09543478405730761,-0.11956824522297782
A11_signed_volume_pressure_6,5,1468,5872,-0.010809356478462703,0.15138244848675647,0.009992953165911318,-0.08632089877235039
A11_signed_volume_pressure_6,6,1466,5864,0.052431927588321776,-0.05918396439475584,-0.0024898463337418367,-0.060345159628024114
A12_close_location_value_10,1,1468,5872,-0.01263947925045844,-0.35597961707151154,-0.021197526827073196,-0.09731123762816585
A12_close_location_value_10,2,1468,5872,0.04026469438117374,-0.2713608894217736,-0.01799084945154966,-0.10805388456180853
A12_close_location_value_10,3,1468,5872,0.021541736342183586,-1.2925311612643435,-0.05396130964428712,-0.06434731231362589
A12_close_location_value_10,4,1468,5872,-0.01822749307578249,1.4227628250519844,0.06392073590056371,-0.027138034513894738
A12_close_location_value_10,5,1468,5872,-0.018667168269009604,-0.5546090753059885,-0.025324443753219385,-0.07383549791952726
A12_close_location_value_10,6,1466,5864,0.024580785463896845,0.17398230774947449,0.0044292121744132894,-0.03091792707814356
A13_intraday_range_position_10,1,1468,5872,-0.012639479250458446,-0.35597961707150977,-0.021197526827073085,-0.09731123762816618
A13_intraday_range_position_10,2,1468,5872,0.04026469438117378,-0.27136088942177344,-0.017990849451549638,-0.10805388456180876
A13_intraday_range_position_10,3,1468,5872,0.021541736342183555,-1.2925311612643458,-0.053961309644287234,-0.06434731231362512
A13_intraday_range_position_10,4,1468,5872,-0.0182274930757825,1.4227628250519835,0.06392073590056367,-0.027138034513894516
A13_intraday_range_position_10,5,1468,5872,-0.01866716826900957,-0.5546090753059885,-0.025324443753219385,-0.07383549791952759
A13_intraday_range_position_10,6,1466,5864,0.02458078546389684,0.17398230774947612,0.004429212174413329,-0.030917927078142893
A14_gap_proxy,1,1468,5872,-0.015892901762057866,-0.14238955647696247,-0.0023615844388071884,-0.02401129784982936
A14_gap_proxy,2,1468,5872,-0.013958133672303474,0.3544810950473331,0.0035357717334425108,-0.014801556622751177
A14_gap_proxy,3,1468,5872,0.02293466759498777,-3.0506424857020233,-0.011501131836027722,-0.012709746478006823
A14_gap_proxy,4,1468,5872,-0.012232067927700686,-1.3211763827588454,-0.0020840185939880558,-0.002924762014783755
A14_gap_proxy,5,1468,5872,-0.019500828964988205,-1.5627088131786817,-0.0014487120678426959,-0.001980442468717425
A14_gap_proxy,6,1466,5864,-0.015497929801241195,-2.806829686932956,-0.0033642555889505264,-0.0034400538266852188
A15_volatility_adjusted_breakout_20,1,1468,5872,-0.031815865928259496,-1.4419200253624496,-0.06671180481554537,-0.0722121198207546
