symbol,alpha_name,fold,start_time,end_time,observations,fold_ic,fold_ic_observations,fold_sharpe,fold_return,fold_pnl_sum,fold_turnover,fold_max_drawdown
BTCUSDT,A16_momentum_ensemble,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,0.013353433289595451,1466,-0.37726355844748577,-0.08743628463198894,-0.06748108881835507,0.05603961799801225,-0.24417433912306996
BTCUSDT,A16_momentum_ensemble,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,0.007840903167954738,1466,-0.15609190920954294,-0.03565228526177677,-0.02181503652175998,0.05493768243610247,-0.22541063122558136
BTCUSDT,A16_momentum_ensemble,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.01798598293547157,1466,0.4843757556689741,0.06230330300877873,0.0818738120625193,0.04783535540062398,-0.21858806132384545
BTCUSDT,A16_momentum_ensemble,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,-0.0060432021554534116,1466,0.514875217734778,0.06618128706186321,0.08382861361014474,0.05582475155788378,-0.25048701788501504
BTCUSDT,A16_momentum_ensemble,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,-0.020376938284174584,1466,-2.7285782028626104,-0.23867615795913522,-0.26559967751797947,0.051943726072216354,-0.25194839005750913
BTCUSDT,A16_momentum_ensemble,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,0.02252625708230206,1466,-1.8307201123148191,-0.19312846056327093,-0.2052120754137693,0.05246849827674851,-0.27001360325905766
BTCUSDT,A02_ema_distance_20,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,0.05893178107763091,1466,0.4657092545963637,0.05191927962410148,0.06527078823237337,0.05474216292483875,-0.1458990839494061
BTCUSDT,A02_ema_distance_20,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,0.02276333052712371,1466,-1.1351108290818637,-0.10476098844662662,-0.10439419100977178,0.059586821949449226,-0.19425496402645326
BTCUSDT,A02_ema_distance_20,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.01756804328939625,1466,-0.6135028141833784,-0.06774480984108666,-0.0624236383551435,0.057004769231297395,-0.23384718867000254
BTCUSDT,A02_ema_distance_20,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,-0.012982412097930138,1466,-1.914830216860255,-0.18620059559359692,-0.19804173971132602,0.06783609105256036,-0.28248709998965527
BTCUSDT,A02_ema_distance_20,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,-0.020654616439228998,1466,-5.057642497740591,-0.2845304375668485,-0.3315685652097745,0.06285540018650619,-0.2890984025695059
BTCUSDT,A02_ema_distance_20,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,0.022775350403025182,1466,-3.1295805311933935,-0.20687292405684476,-0.22781006779636465,0.059301821411102275,-0.28456832052418723
BTCUSDT,A02_ema_distance_50,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,0.03889306727615119,1466,0.4664809746054114,0.06014589378843782,0.08098952465126788,0.04851472646432578,-0.19155024216276473
BTCUSDT,A02_ema_distance_50,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,0.01029766605301411,1466,-0.04917471680641086,-0.01700316423049708,-0.006025733843685335,0.05035212984268667,-0.19672098764235812
BTCUSDT,A02_ema_distance_50,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.01980514070050438,1466,0.15679710909859798,0.006930127703073996,0.022934552045666162,0.049916395485841224,-0.2497416316883192
BTCUSDT,A02_ema_distance_50,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,-0.017088270839767557,1466,-0.4405576903594277,-0.07457252604567521,-0.06248925954611878,0.057746381182410635,-0.28857814832722506
BTCUSDT,A02_ema_distance_50,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,-0.021040582781236654,1466,-3.719595213160159,-0.27665403131851896,-0.3183630620281164,0.056867923776529807,-0.287352171751144
BTCUSDT,A02_ema_distance_50,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,0.025133500375777638,1466,-1.847592728151849,-0.17112918553447953,-0.1805689534646215,0.05140216132791755,-0.275232886215122
BTCUSDT,A02_ema_distance_100,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,0.021774652893960945,1466,0.48976677378572353,0.06854843625747731,0.09378706182096316,0.04053687386036056,-0.18979614425150193
BTCUSDT,A02_ema_distance_100,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,0.01630131437035767,1466,0.5083423161039963,0.06020356073660271,0.0743334373591539,0.044194855676108355,-0.17025449116321067
BTCUSDT,A02_ema_distance_100,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.016336493272546902,1466,0.4977753398554169,0.06675481935458993,0.08808389933669844,0.04140864054516948,-0.2733933270754122
BTCUSDT,A02_ema_distance_100,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,-0.014072203314478818,1466,0.6466294399937573,0.09224768633197544,0.1096815654873177,0.04552740493500826,-0.26089870626056433
BTCUSDT,A02_ema_distance_100,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,-0.019490235255766947,1466,-2.1376970116009235,-0.20106076809140638,-0.21677844007864056,0.042989902752390605,-0.23228428421178926
BTCUSDT,A02_ema_distance_100,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,0.03035764857949475,1466,-0.9146299571579899,-0.10950124192244959,-0.10597093641705836,0.041320370054580766,-0.24090818366402766
BTCUSDT,A03_donchian_breakout_20,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,0.06185108789998765,1466,-0.3460202532424255,-0.023577660368963693,-0.02108150000246738,0.0229051137296688,-0.07522697991035687
BTCUSDT,A03_donchian_breakout_20,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,0.0836699015417719,1466,-0.3766496208847361,-0.01481301975217486,-0.013914100430035301,0.0243419223647783,-0.06624581445150668
BTCUSDT,A03_donchian_breakout_20,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.039183637243528024,1466,-0.45459297456295933,-0.01500605169616509,-0.0143772394981849,0.023934078608071643,-0.04151117208011901
BTCUSDT,A03_donchian_breakout_20,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,-0.0325973611829523,1466,-3.018112788346125,-0.09258153441931882,-0.09638649894550058,0.026692390577720507,-0.09258153441931882
BTCUSDT,A03_donchian_breakout_20,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,0.006734602140950145,1466,-5.251303793775624,-0.1124673344405821,-0.11892209303824017,0.024036472435511293,-0.1124673344405821
BTCUSDT,A03_donchian_breakout_20,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,-0.013585631872052618,1466,-4.663860020620212,-0.09571485343123154,-0.10026146282958612,0.020210232041510096,-0.10886940350152874
BTCUSDT,A08_trend_quality,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,0.025526194004826298,1466,0.7665422538590022,0.04256258910645139,0.04415820065552592,0.008765746546332078,-0.060464016561791345
BTCUSDT,A08_trend_quality,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,0.044195444451673435,1466,1.637167441565956,0.07932232189527744,0.0780209789263512,0.008308450926899764,-0.04432275182036738
BTCUSDT,A08_trend_quality,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.034720000957430254,1466,0.5759778106179653,0.02709009475291202,0.028573902870396788,0.009087767558476123,-0.07584528537569735
BTCUSDT,A08_trend_quality,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,-0.007862197380380237,1466,0.2180546101048861,0.007669179892131117,0.008872407031468792,0.009386806946087746,-0.05919954499123481
BTCUSDT,A08_trend_quality,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,0.005114731745878349,1466,-0.41724915235958904,-0.010204957185995123,-0.009842200513857634,0.006572618384024669,-0.029099105681905768
BTCUSDT,A08_trend_quality,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,0.019857473713950854,1466,0.03438321900176642,0.00036641854914365446,0.00101206136701764,0.006920354496919452,-0.05507230773583094
BTCUSDT,A09_efficiency_ratio_20,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,0.04394577739133884,1466,0.14092708596988096,0.006607414818846635,0.014654745939177871,0.03979780995285534,-0.15585288865774372
BTCUSDT,A09_efficiency_ratio_20,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,0.023762591219136993,1466,-0.5779050206750771,-0.04507538730163174,-0.04216679491512014,0.04057766675813669,-0.14180954143664348
BTCUSDT,A09_efficiency_ratio_20,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.017816031243547248,1466,-0.37541866355943315,-0.037176309777149474,-0.03233788133034314,0.03901730739956241,-0.17564531267718786
BTCUSDT,A09_efficiency_ratio_20,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,-0.013571056263675255,1466,-1.8049725328236161,-0.14014855608109122,-0.14609839561470336,0.04435511864253785,-0.22442901567574025
BTCUSDT,A09_efficiency_ratio_20,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,-0.0074737449643598524,1466,-3.2888281585714605,-0.15119456567000145,-0.1621034946598237,0.03758188546998901,-0.159592314233308
BTCUSDT,A09_efficiency_ratio_20,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,0.018557582590447604,1466,-2.4663757188505677,-0.1376115260656987,-0.14545288043203283,0.03739654455073398,-0.22937872827031924
BTCUSDT,A04_short_reversion_1,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,-0.04698654510399782,1466,-6.880765568536239,-0.5480792356906772,-0.7843444677171857,0.19470363866706467,-0.5492686309552104
BTCUSDT,A04_short_reversion_1,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,-0.03234761961985623,1466,-13.382187684219996,-0.5553222303293945,-0.8074543006166196,0.20533338754994562,-0.5552430489345266
BTCUSDT,A04_short_reversion_1,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.015713881277211756,1466,-6.399273987447348,-0.5463426318278203,-0.7791006423594313,0.21312407257962604,-0.5465054581543798
BTCUSDT,A04_short_reversion_1,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,0.03171126904994616,1466,-6.912335486447742,-0.520423606980652,-0.7264086145338966,0.2114580504390556,-0.5273533079520293
BTCUSDT,A04_short_reversion_1,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,-0.020644901607783765,1466,-12.901692501793068,-0.6593782737457714,-1.071408043886836,0.2120669306519053,-0.6592585912758764
BTCUSDT,A04_short_reversion_1,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,-0.014377022546334266,1466,-10.5363096047895,-0.6307648040482876,-0.9893469140226203,0.21781704951822634,-0.6304283644706457
BTCUSDT,A04_short_reversion_2,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,-0.03796473427010528,1466,-5.897836944941544,-0.448532038945038,-0.5875772290507146,0.13554802660746626,-0.45141911463057893
BTCUSDT,A04_short_reversion_2,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,-0.04478812887608735,1466,-9.313843726102084,-0.4626503954907366,-0.6176595633721544,0.14358726641076897,-0.46438592888293273
BTCUSDT,A04_short_reversion_2,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,-0.008339886958487829,1466,-4.851386930651362,-0.45066460967603905,-0.5879746050018944,0.14872107130363527,-0.4546929021488796
BTCUSDT,A04_short_reversion_2,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,0.0030248753570515105,1466,-4.5919809561844,-0.40900179559928773,-0.5164224601575251,0.15003635053845832,-0.4162694358739617
BTCUSDT,A04_short_reversion_2,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,0.03082693483199561,1466,-8.010672287144336,-0.4830318176148378,-0.6546207972547282,0.15566960110538117,-0.4865428317468461
BTCUSDT,A04_short_reversion_2,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,0.0031568584995959282,1466,-6.659002561061651,-0.4710868612479847,-0.6300607037880317,0.16035596888227743,-0.47686905275967306
BTCUSDT,A04_short_reversion_3,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,-0.06857855985555907,1466,-5.317941090763859,-0.42296215258353753,-0.5418948434762547,0.10911663361901855,-0.4256682207511634
BTCUSDT,A04_short_reversion_3,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,-0.06894082875733461,1466,-7.953316633986827,-0.427671077504168,-0.5542788135593392,0.1153540550432681,-0.43016962930815317
BTCUSDT,A04_short_reversion_3,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,-0.021759540159844576,1466,-3.2640799169718133,-0.38173210122256973,-0.46554358996481715,0.12502344648887995,-0.3862939821353991
BTCUSDT,A04_short_reversion_3,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,0.013072951826970521,1466,-3.0348092323901543,-0.3066749440059182,-0.355959166734924,0.12514848810612522,-0.3118958157113205
BTCUSDT,A04_short_reversion_3,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,0.018992326086270894,1466,-6.866243963847126,-0.44238773782399843,-0.5786563330464615,0.12405337733916325,-0.443941224352948
BTCUSDT,A04_short_reversion_3,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,-0.021872464817505672,1466,-6.448536200478427,-0.47518709874766385,-0.6372173895235075,0.12742338681810836,-0.4782897074982735
BTCUSDT,A04_short_reversion_6,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,-0.0664687174717702,1466,-3.3315501804205776,-0.3201733199887372,-0.3762769597632415,0.07922620084755361,-0.3322206215422837
BTCUSDT,A04_short_reversion_6,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,-0.007682879061721082,1466,-4.141840835369249,-0.2795421175571561,-0.3232498832562226,0.08283281875762392,-0.2907092521258666
BTCUSDT,A04_short_reversion_6,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,0.006517807901595881,1466,-1.7820477182974748,-0.23589560575931734,-0.2539019950838376,0.09164325012969901,-0.31943254264055276
BTCUSDT,A04_short_reversion_6,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,0.05276401783920031,1466,-0.7937057947388093,-0.10585030838069065,-0.10007023475855592,0.09250607013340531,-0.15740770213692323
BTCUSDT,A04_short_reversion_6,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,0.01776641124329689,1466,-4.290341526694047,-0.3057883391033147,-0.35967693756620767,0.09118466572365706,-0.30938618455564504
BTCUSDT,A04_short_reversion_6,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,-0.03442484904625109,1466,-5.061785404942009,-0.4017823671705024,-0.5061935564738456,0.08988198761990178,-0.40186630848111204
BTCUSDT,A05_bollinger_reversion_20,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,-0.04149259507017151,1466,-3.412741142849271,-0.35147781191023963,-0.4215394186130403,0.08542585498264649,-0.3683264493473064
BTCUSDT,A05_bollinger_reversion_20,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,-0.013141190717148926,1466,-3.2355775254001418,-0.2556132198419452,-0.2891839467139907,0.08768602335735272,-0.27103252287847257
BTCUSDT,A05_bollinger_reversion_20,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,-0.020201779614039815,1466,-2.4105080444495677,-0.3200752744498825,-0.3682446745314083,0.08984659184153061,-0.34140392332415814
BTCUSDT,A05_bollinger_reversion_20,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,0.0007458232627617453,1466,-1.4866189704488884,-0.19485614556294784,-0.2028229070364889,0.07839652802060651,-0.24111257563712007
BTCUSDT,A05_bollinger_reversion_20,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,0.022403079436210543,1466,-3.644375086284204,-0.32723960626218906,-0.38782366303031224,0.08618256515880884,-0.3472708358473058
BTCUSDT,A05_bollinger_reversion_20,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,-0.016676253981287692,1466,-4.020448055871617,-0.38636283248411485,-0.47767132294305126,0.08285722654730582,-0.3876225183446992
BTCUSDT,A06_rsi_reversion_14,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,-0.04688494253965406,1466,-2.5377994808479807,-0.33153844657916853,-0.385443146384425,0.07181261247587184,-0.3518585656123384
BTCUSDT,A06_rsi_reversion_14,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,-0.013735497037630235,1466,-2.2418780746105265,-0.1891302266165984,-0.20345441923353333,0.07310789151550368,-0.212858080841704
BTCUSDT,A06_rsi_reversion_14,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,-0.017275950203313725,1466,-1.55166290454348,-0.24834269216353655,-0.26376881344362857,0.07827911543881287,-0.3039048768436302
BTCUSDT,A06_rsi_reversion_14,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,0.010837188689129354,1466,-0.9704300794715965,-0.15225902980496175,-0.14782520487308326,0.06847866740031566,-0.2131172952827045
BTCUSDT,A06_rsi_reversion_14,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,0.023065348820124357,1466,-2.359203125408111,-0.24238678149881632,-0.26791539632332,0.0790388716032809,-0.29089694305181935
BTCUSDT,A06_rsi_reversion_14,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,-0.019180592023088458,1466,-3.202623842854883,-0.3728050259937358,-0.4514759801188536,0.07750372725652435,-0.38824169289294486
BTCUSDT,A17_mean_reversion_ensemble,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,-0.06279251402689813,1466,-4.593577802100087,-0.3680002656202217,-0.4515007837152106,0.09037004243840241,-0.37619691964085245
BTCUSDT,A17_mean_reversion_ensemble,2,2023-05-07 04:00:00+00:00,2024-01-06 16:00:00+00:00,1468,-0.034870786835259335,1466,-6.026923384892157,-0.3141340844022734,-0.374126500561763,0.09314964192848015,-0.31786774204322976
BTCUSDT,A17_mean_reversion_ensemble,3,2024-01-06 16:00:00+00:00,2024-09-07 04:00:00+00:00,1468,-0.01107843892148421,1466,-3.036908211755323,-0.3168917249508564,-0.36995617657179164,0.10322061737044229,-0.3312174538275581
BTCUSDT,A17_mean_reversion_ensemble,4,2024-09-07 04:00:00+00:00,2025-05-09 16:00:00+00:00,1468,0.02185984217452151,1466,-2.442517095388186,-0.22661859375850923,-0.24920225036646038,0.09543724783463012,-0.2445730841041881
BTCUSDT,A17_mean_reversion_ensemble,5,2025-05-09 16:00:00+00:00,2026-01-09 04:00:00+00:00,1468,0.020299550724270598,1466,-5.714607223708278,-0.36161988779564846,-0.4442261574488666,0.10249895633951574,-0.3625338415471324
BTCUSDT,A17_mean_reversion_ensemble,6,2026-01-09 04:00:00+00:00,2026-09-10 16:00:00+00:00,1466,-0.021767230670352584,1466,-5.873165455950631,-0.4214750096588763,-0.5407883487597331,0.10670670623486454,-0.42195043830263035
BTCUSDT,A07_volatility_compression,1,2022-09-04 16:00:00+00:00,2023-05-07 04:00:00+00:00,1468,-0.06050948390868438,1466,-2.00123403851038,-0.14325244003352344,-0.15037948938778228,0.02608101681953452,-0.1685729790031274
