date,weight_COWZ,weight_VTI,gross_return,turnover,maintenance_turnover,trading_cost,short_borrow,financing_cost,net_return,equity
2016-12-23 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2016-12-27 14:30:00+00:00,0.5,-0.5,0.0009675720812117872,1.0,0.0034588200360213817,0.0005017294100180108,5.9523809523809525e-06,0.0,0.00045989029024139544,10004.598902902413
2016-12-28 14:30:00+00:00,0.5,-0.5,-0.0005982742021838905,0.0,0.00890960703798932,4.45480351899466e-06,5.9523809523809525e-06,0.0,-0.0006086813866552661,9998.509289769265
2016-12-29 14:30:00+00:00,0.5,-0.5,0.0011718155778525086,0.0,0.0012583178518893456,6.291589259446728e-07,5.9523809523809525e-06,0.0,0.0011652340379741828,10010.159893122705
2016-12-30 14:30:00+00:00,0.5,-0.5,-0.0003646428449287087,0.0,0.0040795520265461405,2.0397760132730704e-06,5.9523809523809525e-06,0.0,-0.0003726350018943627,10006.429757171969
2017-01-03 14:30:00+00:00,0.5,-0.5,0.0018661881760384524,0.0,0.009497037588452661,4.748518794226331e-06,5.9523809523809525e-06,0.0,0.0018554872762918452,10024.99656026751
2017-01-04 14:30:00+00:00,0.5,-0.5,0.004196149827299989,0.0,0.01185537019295202,5.92768509647601e-06,5.9523809523809525e-06,0.0,0.004184269761251132,10066.943850231282
2017-01-05 14:30:00+00:00,0.5,-0.5,-0.0029672833967772094,0.0,0.0049315491494523744,2.4657745747261872e-06,5.9523809523809525e-06,0.0,-0.0029757015523043163,10036.98762978919
2017-01-06 14:30:00+00:00,0.5,-0.5,0.0006061282481084618,0.0,0.0037726985418864434,1.8863492709432216e-06,5.9523809523809525e-06,0.0,0.0005982895178851377,10042.992654279235
2017-01-09 14:30:00+00:00,0.5,-0.5,0.0001359831873313233,0.0,0.003702981800475791,1.8514909002378956e-06,5.9523809523809525e-06,0.0,0.00012817931547870446,10044.279958203017
2017-01-10 14:30:00+00:00,0.5,-0.5,0.00037016426631508725,0.0,0.001141143961824631,5.705719809123156e-07,5.9523809523809525e-06,0.0,0.000363641313381794,10047.932473358993
2017-01-11 14:30:00+00:00,0.5,-0.5,-0.0037868949052580203,0.0,0.0037868949052580203,1.8934474526290102e-06,5.9523809523809525e-06,0.0,-0.00379474073366303,10009.803174713243
2017-01-12 14:30:00+00:00,0.5,-0.5,0.0021798362678248084,0.0,0.0021798362678248084,1.0899181339124042e-06,5.9523809523809525e-06,0.0,0.0021727939687385153,10031.552414679521
2017-01-13 14:30:00+00:00,0.5,-0.5,0.00015378202648130834,0.0,0.0026340125702201123,1.3170062851100561e-06,5.9523809523809525e-06,0.0,0.00014651263924381734,10033.02216389951
2017-01-17 14:30:00+00:00,0.5,-0.5,0.002019322500995069,0.0,0.002416707857799294,1.208353928899647e-06,5.9523809523809525e-06,0.0,0.0020121617661137885,10053.210227496282
2017-01-18 14:30:00+00:00,0.5,-0.5,-0.0007992367045565052,0.0,0.0015143002067524725,7.571501033762362e-07,5.9523809523809525e-06,0.0,-0.0008059462356122623,10045.10788055761
2017-01-19 14:30:00+00:00,0.5,-0.5,-0.00017747642317650358,0.0,0.004110114315495295,2.0550571577476475e-06,5.9523809523809525e-06,0.0,-0.0001854838612866322,10043.244675160886
2017-01-20 14:30:00+00:00,0.5,-0.5,0.00011754968019883627,0.0,0.0035508157050372358,1.7754078525186178e-06,5.9523809523809525e-06,0.0,0.0001098218913939367,10044.347643286845
2017-01-23 14:30:00+00:00,0.5,-0.5,-0.0007001710088754831,0.0,0.0033520227236322753,1.6760113618161376e-06,5.9523809523809525e-06,0.0,-0.0007077994011896802,10037.238260039585
2017-01-24 14:30:00+00:00,0.5,-0.5,0.001163435817835623,0.0,0.008968187284087659,4.484093642043829e-06,5.9523809523809525e-06,0.0,0.001152999343241198,10048.811189161364
2017-01-25 14:30:00+00:00,0.5,-0.5,-0.0017901300963413247,0.0,0.0068050402264633325,3.4025201132316665e-06,5.9523809523809525e-06,0.0,-0.0017994849974069373,10030.728504184694
2017-01-26 14:30:00+00:00,0.5,-0.5,-0.002445585432704178,0.0,0.0038801344427585316,1.9400672213792656e-06,5.9523809523809525e-06,0.0,-0.002453477880877938,10006.118333670585
2017-01-27 14:30:00+00:00,0.5,-0.5,-0.0015699327151247888,0.0,0.0031752073430414973,1.5876036715207488e-06,5.9523809523809525e-06,0.0,-0.0015774726997486905,9990.333955168766
2017-01-30 14:30:00+00:00,0.5,-0.5,0.00040559362183872905,0.0,0.0063649767654133105,3.1824883827066555e-06,5.9523809523809525e-06,0.0,0.00039645875250364146,9994.294710505726
2017-01-31 14:30:00+00:00,0.5,-0.5,0.0023516956249399756,0.0,0.0032040221893293586,1.6020110946646793e-06,5.9523809523809525e-06,0.0,0.0023441412328929303,10017.722748830305
2017-02-01 14:30:00+00:00,0.5,-0.5,-0.001925002577713053,0.0,0.002010162649960179,1.0050813249800895e-06,5.9523809523809525e-06,0.0,-0.0019319600399904141,9998.368908787861
2017-02-02 14:30:00+00:00,0.5,-0.5,0.0020537896550083534,0.0,0.002734901746986429,1.3674508734932146e-06,5.9523809523809525e-06,0.0,0.0020464698231824796,10018.830269040742
2017-02-03 14:30:00+00:00,0.5,-0.5,-0.0008079025703007225,0.0,0.006764642026662493,3.3823210133312467e-06,5.9523809523809525e-06,0.0,-0.0008172372722664347,10010.642507520372
2017-02-06 14:30:00+00:00,0.5,-0.5,0.0003928883388342186,0.0,0.001971739223151414,9.85869611575707e-07,5.9523809523809525e-06,0.0,0.0003859500882702619,10014.50611587979
2017-02-07 14:30:00+00:00,0.5,-0.5,-0.0007485967791944215,0.0,0.0008331165735276369,4.1655828676381847e-07,5.9523809523809525e-06,0.0,-0.0007549657184335662,10006.945507075257
2017-02-08 14:30:00+00:00,0.5,-0.5,0.001430173201174778,0.0,0.0025303746320222142,1.265187316011107e-06,5.9523809523809525e-06,0.0,0.001422955632906386,10021.184946552738
2017-02-09 14:30:00+00:00,0.5,-0.5,5.511940992364295e-05,0.0,0.006651022949052399,3.3255114745261994e-06,5.9523809523809525e-06,0.0,4.5841517496735795e-05,10021.644332877802
2017-02-10 14:30:00+00:00,0.5,-0.5,0.0010345169768257723,0.0,0.005234589757924235,2.617294878962118e-06,5.9523809523809525e-06,0.0,0.0010259473009944292,10031.926011832644
2017-02-13 14:30:00+00:00,0.5,-0.5,0.0011898528289072674,0.0,0.006209141865951007,3.1045709329755036e-06,5.9523809523809525e-06,0.0,0.001180795877021911,10043.771668706004
2017-02-14 14:30:00+00:00,0.5,-0.5,-0.0014449386554427068,0.0,0.002217707030882421,1.1088535154412105e-06,5.9523809523809525e-06,0.0,-0.001451999889910529,10029.188113348755
2017-02-15 14:30:00+00:00,0.5,-0.5,0.0007396805142725338,0.0,0.006212901357137479,3.1064506785687397e-06,5.9523809523809525e-06,0.0,0.0007306216826415842,10036.515655643658
2017-02-16 14:30:00+00:00,0.5,-0.5,0.0002620320129716469,0.0,0.0006452303280344851,3.2261516401724257e-07,5.9523809523809525e-06,0.0,0.0002557570168552487,10039.082564947368
2017-02-17 14:30:00+00:00,0.5,-0.5,-0.00016744935294055185,0.0,0.001318549837659222,6.59274918829611e-07,5.9523809523809525e-06,0.0,-0.00017406100881176242,10037.335152108568
