date,weight_COWZ,weight_VTI,gross_return,turnover,maintenance_turnover,trading_cost,short_borrow,financing_cost,net_return,equity
2016-12-23 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2016-12-27 14:30:00+00:00,1.5,-1.5,0.0029027162436353615,3.0,0.010376460108064145,0.001505188230054032,1.785714285714286e-05,0.00031746031746031746,0.0010622105532638692,10010.622105532639
2016-12-28 14:30:00+00:00,1.5,-1.5,-0.0017948226065516715,0.0,0.02672882111396796,1.336441055698398e-05,1.785714285714286e-05,0.00031746031746031746,-0.0021435044774261156,9989.16429222761
2016-12-29 14:30:00+00:00,1.5,-1.5,0.0035154467335575257,0.0,0.003774953555668037,1.8874767778340186e-06,1.785714285714286e-05,0.00031746031746031746,0.0031782417964622313,10020.912271692896
2016-12-30 14:30:00+00:00,1.5,-1.5,-0.001093928534786126,0.0,0.012238656079638421,6.119328039819211e-06,1.785714285714286e-05,0.00031746031746031746,-0.0014353653231434056,10006.528601711845
2017-01-03 14:30:00+00:00,1.5,-1.5,0.005598564528115357,0.0,0.028491112765357984,1.4245556382678992e-05,1.785714285714286e-05,0.00031746031746031746,0.005249001511415217,10059.052885466252
2017-01-04 14:30:00+00:00,1.5,-1.5,0.012588449481899966,0.0,0.03556611057885606,1.778305528942803e-05,1.785714285714286e-05,0.00031746031746031746,0.012235348966293079,10182.128907790326
2017-01-05 14:30:00+00:00,1.5,-1.5,-0.008901850190331628,0.0,0.014794647448357123,7.397323724178562e-06,1.785714285714286e-05,0.00031746031746031746,-0.009244564974373266,10087.999555524813
2017-01-06 14:30:00+00:00,1.5,-1.5,0.0018183847443253853,0.0,0.01131809562565933,5.659047812829665e-06,1.785714285714286e-05,0.00031746031746031746,0.0014774082361950953,10102.903649154878
2017-01-09 14:30:00+00:00,1.5,-1.5,0.0004079495619939699,0.0,0.011108945401427373,5.554472700713687e-06,1.785714285714286e-05,0.00031746031746031746,6.70776289757959e-05,10103.581327977434
2017-01-10 14:30:00+00:00,1.5,-1.5,0.0011104927989452618,0.0,0.003423431885473893,1.7117159427369467e-06,1.785714285714286e-05,0.00031746031746031746,0.0007734636226850646,10111.396080593464
2017-01-11 14:30:00+00:00,1.5,-1.5,-0.011360684715774061,0.0,0.011360684715774061,5.6803423578870306e-06,1.785714285714286e-05,0.00031746031746031746,-0.011701682518449408,9993.075733840067
2017-01-12 14:30:00+00:00,1.5,-1.5,0.006539508803474425,0.0,0.006539508803474425,3.2697544017372127e-06,1.785714285714286e-05,0.00031746031746031746,0.006200921588755227,10055.042012896103
2017-01-13 14:30:00+00:00,1.5,-1.5,0.00046134607944392503,0.0,0.007902037710660337,3.951018855330169e-06,1.785714285714286e-05,0.00031746031746031746,0.00012207760027113456,10056.269508295662
