date,COWZ,VTI
2016-12-22 14:30:00+00:00,20.42803382873535,100.00662994384766
2016-12-23 14:30:00+00:00,20.46921730041504,100.16143798828124
2016-12-27 14:30:00+00:00,20.55982208251953,100.41096496582033
2016-12-28 14:30:00+00:00,20.364341735839844,99.576416015625
2016-12-29 14:30:00+00:00,20.413829803466797,99.58502960205078
2016-12-30 14:30:00+00:00,20.32310676574707,99.21508026123048
2017-01-03 14:30:00+00:00,20.55404281616211,99.97217559814452
2017-01-04 14:30:00+00:00,20.88396644592285,100.73788452148438
2017-01-05 14:30:00+00:00,20.71900749206543,100.54000854492188
2017-01-06 14:30:00+00:00,20.80973243713379,100.8583755493164
2017-01-09 14:30:00+00:00,20.735504150390625,100.47118377685548
2017-01-10 14:30:00+00:00,20.766841888427734,100.54864501953124
2017-01-11 14:30:00+00:00,20.675294876098633,100.86692810058594
2017-01-12 14:30:00+00:00,20.71076202392578,100.60021209716795
2017-01-13 14:30:00+00:00,20.76849937438965,100.84972381591795
2017-01-17 14:30:00+00:00,20.76024627685547,100.40235137939452
2017-01-18 14:30:00+00:00,20.77509117126465,100.63463592529295
2017-01-19 14:30:00+00:00,20.686016082763672,100.23887634277344
2017-01-20 14:30:00+00:00,20.761899948120117,100.58302307128906
2017-01-23 14:30:00+00:00,20.67776870727539,100.31629180908205
2017-01-24 14:30:00+00:00,20.88726806640625,101.09923553466795
2017-01-25 14:30:00+00:00,20.992015838623047,101.96820068359376
2017-01-26 14:30:00+00:00,20.85922622680664,101.8219223022461
2017-01-27 14:30:00+00:00,20.76024627685547,101.6584701538086
2017-01-30 14:30:00+00:00,20.63652801513672,100.97018432617188
2017-01-31 14:30:00+00:00,20.75117874145508,101.05624389648438
2017-02-01 14:30:00+00:00,20.669519424438477,101.04763793945312
2017-02-02 14:30:00+00:00,20.76849937438965,101.11646270751952
2017-02-03 14:30:00+00:00,20.8922119140625,101.88217163085938
2017-02-06 14:30:00+00:00,20.85922622680664,101.6412582397461
2017-02-07 14:30:00+00:00,20.82623291015625,101.6326675415039
2017-02-08 14:30:00+00:00,20.908716201782227,101.7444839477539
2017-02-09 14:30:00+00:00,21.048933029174805,102.41558074951172
2017-02-10 14:30:00+00:00,21.180891036987305,102.84573364257812
2017-02-13 14:30:00+00:00,21.337608337402344,103.36194610595705
2017-02-14 14:30:00+00:00,21.354097366333008,103.7405242919922
2017-02-15 14:30:00+00:00,21.5025634765625,104.30831909179688
2017-02-16 14:30:00+00:00,21.49432373046875,104.21368408203124
2017-02-17 14:30:00+00:00,21.519065856933594,104.36854553222656
2017-02-21 14:30:00+00:00,21.700523376464844,104.9879913330078
2017-02-22 14:30:00+00:00,21.651033401489254,104.85034942626952
2017-02-23 14:30:00+00:00,21.684022903442383,104.7729034423828
2017-02-24 14:30:00+00:00,21.766502380371097,104.94498443603516
2017-02-27 14:30:00+00:00,21.881975173950195,105.1772918701172
2017-02-28 14:30:00+00:00,21.692277908325195,104.79013061523438
2017-03-01 14:30:00+00:00,21.815996170043945,106.20109558105467
