date,weight_COWZ,weight_VTI,gross_return,turnover,maintenance_turnover,trading_cost,short_borrow,financing_cost,net_return,equity
2016-12-23 14:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2016-12-27 14:30:00+00:00,1.0,-1.0,0.0019351441624235743,2.0,0.006917640072042763,0.0010034588200360215,1.1904761904761905e-05,0.00015873015873015873,0.0007610504217526322,10007.610504217526
2016-12-28 14:30:00+00:00,1.0,-1.0,-0.001196548404367781,0.0,0.01781921407597864,8.90960703798932e-06,1.1904761904761905e-05,0.00015873015873015873,-0.001376092932040691,9993.839102136057
2016-12-29 14:30:00+00:00,1.0,-1.0,0.002343631155705017,0.0,0.0025166357037786913,1.2583178518893456e-06,1.1904761904761905e-05,0.00015873015873015873,0.0021717379172182067,10015.543101452742
2016-12-30 14:30:00+00:00,1.0,-1.0,-0.0007292856898574174,0.0,0.008159104053092281,4.079552026546141e-06,1.1904761904761905e-05,0.00015873015873015873,-0.0009040001625188842,10006.489048861313
2017-01-03 14:30:00+00:00,1.0,-1.0,0.003732376352076905,0.0,0.018994075176905323,9.497037588452662e-06,1.1904761904761905e-05,0.00015873015873015873,0.003552244393853532,10042.034543487289
2017-01-04 14:30:00+00:00,1.0,-1.0,0.008392299654599977,0.0,0.02371074038590404,1.185537019295202e-05,1.1904761904761905e-05,0.00015873015873015873,0.008209809363772105,10124.477732713733
2017-01-05 14:30:00+00:00,1.0,-1.0,-0.005934566793554419,0.0,0.009863098298904749,4.9315491494523745e-06,1.1904761904761905e-05,0.00015873015873015873,-0.006110133263338791,10062.615824545144
2017-01-06 14:30:00+00:00,1.0,-1.0,0.0012122564962169236,0.0,0.007545397083772887,3.7726985418864433e-06,1.1904761904761905e-05,0.00015873015873015873,0.0010378488770401166,10073.059299078735
2017-01-09 14:30:00+00:00,1.0,-1.0,0.0002719663746626466,0.0,0.007405963600951582,3.702981800475791e-06,1.1904761904761905e-05,0.00015873015873015873,9.762847222725019e-05,10074.042716468759
2017-01-10 14:30:00+00:00,1.0,-1.0,0.0007403285326301745,0.0,0.002282287923649262,1.1411439618246311e-06,1.1904761904761905e-05,0.00015873015873015873,0.0005685524680334292,10079.770338318282
2017-01-11 14:30:00+00:00,1.0,-1.0,-0.007573789810516041,0.0,0.007573789810516041,3.7868949052580204e-06,1.1904761904761905e-05,0.00015873015873015873,-0.007748211626056219,10001.670144594947
2017-01-12 14:30:00+00:00,1.0,-1.0,0.004359672535649617,0.0,0.004359672535649617,2.1798362678248083e-06,1.1904761904761905e-05,0.00015873015873015873,0.004186857778746872,10043.545715040305
2017-01-13 14:30:00+00:00,1.0,-1.0,0.0003075640529626167,0.0,0.0052680251404402245,2.6340125702201123e-06,1.1904761904761905e-05,0.00015873015873015873,0.00013429511975747595,10044.894514214895
2017-01-17 14:30:00+00:00,1.0,-1.0,0.004038645001990138,0.0,0.004833415715598588,2.416707857799294e-06,1.1904761904761905e-05,0.00015873015873015873,0.0038655933734974184,10083.723991886523
2017-01-18 14:30:00+00:00,1.0,-1.0,-0.0015984734091130104,0.0,0.003028600413504945,1.5143002067524725e-06,1.1904761904761905e-05,0.00015873015873015873,-0.0017706226299546834,10065.869521992272
2017-01-19 14:30:00+00:00,1.0,-1.0,-0.00035495284635300717,0.0,0.00822022863099059,4.110114315495295e-06,1.1904761904761905e-05,0.00015873015873015873,-0.0005296978813034231,10060.537652232997
2017-01-20 14:30:00+00:00,1.0,-1.0,0.00023509936039767254,0.0,0.0071016314100744715,3.5508157050372356e-06,1.1904761904761905e-05,0.00015873015873015873,6.091362405771466e-05,10061.150476041363
2017-01-23 14:30:00+00:00,1.0,-1.0,-0.0014003420177509662,0.0,0.0067040454472645505,3.352022723632275e-06,1.1904761904761905e-05,0.00015873015873015873,-0.001574328961109519,10045.310915464848
2017-01-24 14:30:00+00:00,1.0,-1.0,0.002326871635671246,0.0,0.017936374568175317,8.968187284087659e-06,1.1904761904761905e-05,0.00015873015873015873,0.0021472685277522377,10066.880895445112
2017-01-25 14:30:00+00:00,1.0,-1.0,-0.0035802601926826494,0.0,0.013610080452926665,6.805040226463333e-06,1.1904761904761905e-05,0.00015873015873015873,-0.0037577001535440335,10029.052575558588
2017-01-26 14:30:00+00:00,1.0,-1.0,-0.004891170865408356,0.0,0.007760268885517063,3.880134442758531e-06,1.1904761904761905e-05,0.00015873015873015873,-0.005065685920486035,9978.248545130768
2017-01-27 14:30:00+00:00,1.0,-1.0,-0.0031398654302495776,0.0,0.006350414686082995,3.1752073430414976e-06,1.1904761904761905e-05,0.00015873015873015873,-0.00331367555822754,9945.183866812848
2017-01-30 14:30:00+00:00,1.0,-1.0,0.0008111872436774581,0.0,0.012729953530826621,6.364976765413311e-06,1.1904761904761905e-05,0.00015873015873015873,0.0006341873462771242,9951.49097657758
2017-01-31 14:30:00+00:00,1.0,-1.0,0.004703391249879951,0.0,0.006408044378658717,3.2040221893293587e-06,1.1904761904761905e-05,0.00015873015873015873,0.004529552307055702,9996.56677548918
2017-02-01 14:30:00+00:00,1.0,-1.0,-0.003850005155426106,0.0,0.004020325299920358,2.010162649960179e-06,1.1904761904761905e-05,0.00015873015873015873,-0.004022650238710987,9956.354083763468
2017-02-02 14:30:00+00:00,1.0,-1.0,0.004107579310016707,0.0,0.005469803493972858,2.734901746986429e-06,1.1904761904761905e-05,0.00015873015873015873,0.003934209487634801,9995.524466462062
2017-02-03 14:30:00+00:00,1.0,-1.0,-0.001615805140601445,0.0,0.013529284053324986,6.7646420266624935e-06,1.1904761904761905e-05,0.00015873015873015873,-0.0017932047032630282,9977.60044497722
2017-02-06 14:30:00+00:00,1.0,-1.0,0.0007857766776684372,0.0,0.003943478446302828,1.971739223151414e-06,1.1904761904761905e-05,0.00015873015873015873,0.0006131700178103651,9983.718410419773
2017-02-07 14:30:00+00:00,1.0,-1.0,-0.001497193558388843,0.0,0.0016662331470552738,8.331165735276369e-07,1.1904761904761905e-05,0.00015873015873015873,-0.0016686615955972912,9967.058962927049
2017-02-08 14:30:00+00:00,1.0,-1.0,0.002860346402349556,0.0,0.0050607492640444285,2.530374632022214e-06,1.1904761904761905e-05,0.00015873015873015873,0.002687181107082613,9993.842255465404
2017-02-09 14:30:00+00:00,1.0,-1.0,0.0001102388198472859,0.0,0.013302045898104797,6.651022949052399e-06,1.1904761904761905e-05,0.00015873015873015873,-6.704712373668714e-05,9993.172197087097
2017-02-10 14:30:00+00:00,1.0,-1.0,0.0020690339536515445,0.0,0.01046917951584847,5.234589757924236e-06,1.1904761904761905e-05,0.00015873015873015873,0.0018931644432586996,10012.090915365983
