date,FTLS
2014-09-09 13:30:00+00:00,27.010717391967773
2014-09-10 13:30:00+00:00,26.990840911865234
2014-09-11 13:30:00+00:00,26.990840911865234
2014-09-12 13:30:00+00:00,26.7757625579834
2014-09-15 13:30:00+00:00,26.7757625579834
2014-09-16 13:30:00+00:00,26.992645263671875
2014-09-17 13:30:00+00:00,26.965539932250977
2014-09-18 13:30:00+00:00,27.128196716308594
2014-09-19 13:30:00+00:00,27.119163513183594
2014-09-22 13:30:00+00:00,26.974573135375977
2014-09-23 13:30:00+00:00,26.81725311279297
2014-09-24 13:30:00+00:00,27.03425407409668
2014-09-25 13:30:00+00:00,27.03425407409668
2014-09-26 13:30:00+00:00,26.799165725708008
2014-09-29 13:30:00+00:00,26.89862632751465
2014-09-30 13:30:00+00:00,26.88054656982422
2014-10-01 13:30:00+00:00,26.564083099365234
2014-10-02 13:30:00+00:00,26.500797271728516
2014-10-03 13:30:00+00:00,26.763004302978516
2014-10-06 13:30:00+00:00,26.763004302978516
2014-10-07 13:30:00+00:00,26.598447799682617
2014-10-08 13:30:00+00:00,26.79012107849121
2014-10-09 13:30:00+00:00,26.437503814697266
2014-10-10 13:30:00+00:00,26.220504760742188
2014-10-13 13:30:00+00:00,26.139137268066406
2014-10-14 13:30:00+00:00,26.139137268066406
2014-10-15 13:30:00+00:00,26.139137268066406
2014-10-16 13:30:00+00:00,26.139137268066406
2014-10-17 13:30:00+00:00,26.139137268066406
2014-10-20 13:30:00+00:00,26.066801071166992
2014-10-21 13:30:00+00:00,26.066801071166992
2014-10-22 13:30:00+00:00,26.066801071166992
2014-10-23 13:30:00+00:00,26.781082153320312
2014-10-24 13:30:00+00:00,26.862464904785156
2014-10-27 13:30:00+00:00,26.907672882080078
2014-10-28 13:30:00+00:00,27.197904586791992
2014-10-29 13:30:00+00:00,27.128284454345703
2014-10-30 13:30:00+00:00,27.128284454345703
2014-10-31 13:30:00+00:00,27.128284454345703
2014-11-03 14:30:00+00:00,27.128284454345703
2014-11-04 14:30:00+00:00,27.128284454345703
2014-11-05 14:30:00+00:00,27.6219482421875
2014-11-06 14:30:00+00:00,27.6219482421875
2014-11-07 14:30:00+00:00,27.6219482421875
2014-11-10 14:30:00+00:00,27.6219482421875
2014-11-11 14:30:00+00:00,27.6219482421875
2014-11-12 14:30:00+00:00,27.6219482421875
2014-11-13 14:30:00+00:00,27.775659561157227
2014-11-14 14:30:00+00:00,27.775659561157227
2014-11-17 14:30:00+00:00,27.775659561157227
2014-11-18 14:30:00+00:00,27.775659561157227
2014-11-19 14:30:00+00:00,27.953777313232422
2014-11-20 14:30:00+00:00,27.974576950073242
2014-11-21 14:30:00+00:00,28.126468658447266
2014-11-24 14:30:00+00:00,28.164438247680664
2014-11-25 14:30:00+00:00,28.164438247680664
2014-11-26 14:30:00+00:00,28.164438247680664
2014-11-28 14:30:00+00:00,28.390487670898438
2014-12-01 14:30:00+00:00,28.164438247680664
2014-12-02 14:30:00+00:00,28.327186584472656
2014-12-03 14:30:00+00:00,28.327186584472656
2014-12-04 14:30:00+00:00,28.36335563659668
2014-12-05 14:30:00+00:00,28.41579818725586
2014-12-08 14:30:00+00:00,28.52610206604004
2014-12-09 14:30:00+00:00,28.52610206604004
2014-12-10 14:30:00+00:00,20.18074607849121
2014-12-11 14:30:00+00:00,28.164438247680664
2014-12-12 14:30:00+00:00,27.920324325561523
