date,PHDG,6E=F,6J=F,6B=F,6A=F,6C=F,6S=F
2012-12-06 00:00:00+00:00,19.548667907714844,1.29639995098114,0.0121419997885823,1.604699969291687,1.0465999841690063,1.0081000328063965,1.0719000101089478
2012-12-07 00:00:00+00:00,19.595396041870117,1.292799949645996,0.0121379997581243,1.6035000085830688,1.0480999946594238,1.01010000705719,1.070099949836731
2012-12-10 00:00:00+00:00,19.657705307006836,1.2939000129699707,0.0121459998190402,1.6069999933242798,1.0479999780654907,1.0127999782562256,1.0716999769210815
2012-12-11 00:00:00+00:00,19.673269271850582,1.3004000186920166,0.0121219996362924,1.611199975013733,1.0515999794006348,1.0135999917984009,1.0722999572753906
2012-12-12 00:00:00+00:00,19.74337577819824,1.3082000017166138,0.0120209995657205,1.6159000396728516,1.0561000108718872,1.0161999464035034,1.0808000564575195
2012-12-13 00:00:00+00:00,19.68885612487793,1.3077000379562378,0.0119660003110766,1.6110999584197998,1.0513999462127686,1.0149999856948853,1.0825999975204468
2012-12-14 00:00:00+00:00,19.66548728942871,1.315999984741211,0.011982999742031,1.6167999505996704,1.0561000108718872,1.013700008392334,1.0894999504089355
2012-12-17 00:00:00+00:00,19.78231430053711,1.3171000480651855,0.0119430003687739,1.6202000379562378,1.0543999671936035,1.0159000158309937,1.090000033378601
2012-12-18 00:00:00+00:00,19.891353607177734,1.323099970817566,0.0118880001828074,1.624400019645691,1.0458999872207642,1.0151000022888184,1.096400022506714
2012-12-19 00:00:00+00:00,19.938087463378903,1.325899958610535,0.0118580004200339,1.625499963760376,1.0424000024795532,1.010599970817566,1.0982999801635742
2012-12-20 00:00:00+00:00,19.938087463378903,1.3251999616622925,0.0118530001491308,1.627900004386902,1.041700005531311,1.0110000371932983,1.098399996757507
2012-12-21 00:00:00+00:00,20.049551010131836,1.3186999559402466,0.0118819996714591,1.6157000064849854,1.033900022506714,1.0039000511169434,1.0927000045776367
2012-12-24 00:00:00+00:00,19.956018447875977,1.320099949836731,0.01180399954319,1.6131999492645264,1.0300999879837036,1.0073000192642212,1.0946999788284302
2012-12-26 00:00:00+00:00,19.90143585205078,1.323199987411499,0.0116879995912313,1.6125999689102173,1.0305999517440796,1.0039000511169434,1.0968999862670898
2012-12-27 00:00:00+00:00,19.846879959106445,1.3249000310897827,0.0116320000961422,1.6105999946594238,1.031499981880188,1.0032999515533447,1.0963000059127808
2012-12-28 00:00:00+00:00,19.70656394958496,1.323099970817566,0.0116250002756714,1.614799976348877,1.031000018119812,1.0019999742507937,1.096500039100647
2012-12-31 00:00:00+00:00,19.5428524017334,1.3207999467849731,0.0115499999374151,1.6239999532699585,1.0325000286102295,1.0037000179290771,1.0947999954223633
2013-01-02 00:00:00+00:00,19.72993850708008,1.3184000253677368,0.0114850001409649,1.6241999864578247,1.0430999994277954,1.0125999450683594,1.090000033378601
2013-01-03 00:00:00+00:00,19.77671241760254,1.3069000244140625,0.0114780003204941,1.6102999448776243,1.042099952697754,1.011299967765808,1.0810999870300293
2013-01-04 00:00:00+00:00,19.792306900024418,1.3079999685287476,0.0113519998267292,1.6059000492095947,1.0419000387191772,1.0117000341415403,1.082200050354004
2013-01-07 00:00:00+00:00,19.74553108215332,1.312000036239624,0.0113909998908638,1.610200047492981,1.0440000295639038,1.0124000310897827,1.0860999822616575
2013-01-08 00:00:00+00:00,19.613018035888672,1.3091000318527222,0.0114740002900362,1.6053999662399292,1.0441999435424805,1.0116000175476074,1.083400011062622
2013-01-09 00:00:00+00:00,19.70656394958496,1.3062000274658203,0.0114010004326701,1.601199984550476,1.0455000400543213,1.0111000537872314,1.0809999704360962
2013-01-10 00:00:00+00:00,19.792306900024418,1.325899958610535,0.0113460002467036,1.61489999294281,1.0543999671936035,1.0147000551223757,1.0944000482559204
2013-01-11 00:00:00+00:00,19.722148895263672,1.3345999717712402,0.0112190004438161,1.611799955368042,1.0485999584197998,1.0149999856948853,1.0961999893188477
2013-01-14 00:00:00+00:00,19.7143497467041,1.3385000228881836,0.011192999780178,1.608299970626831,1.0515999794006348,1.0151000022888184,1.0856000185012815
2013-01-15 00:00:00+00:00,19.683176040649418,1.330399990081787,0.0112659996375441,1.605299949645996,1.0507999658584597,1.0145000219345093,1.073699951171875
2013-01-16 00:00:00+00:00,19.683176040649418,1.3295999765396118,0.0113040003925561,1.600100040435791,1.0521999597549438,1.0127999782562256,1.073799967765808
2013-01-17 00:00:00+00:00,19.839086532592773,1.3392000198364258,0.0111100003123283,1.6003999710083008,1.0496000051498413,1.013800024986267,1.072700023651123
2013-01-18 00:00:00+00:00,19.73774147033691,1.3324999809265137,0.0111109996214509,1.5858999490737915,1.0464999675750732,1.0062999725341797,1.070099949836731
2013-01-22 00:00:00+00:00,19.815692901611328,1.3323999643325806,0.0112739996984601,1.5841000080108645,1.052299976348877,1.0061999559402466,1.076799988746643
2013-01-23 00:00:00+00:00,19.862470626831055,1.3324999809265137,0.011281999759376,1.5836000442504885,1.0506999492645264,0.9994000196456908,1.076300024986267
2013-01-24 00:00:00+00:00,19.862470626831055,1.3378000259399414,0.0111189996823668,1.5786999464035034,1.0433000326156616,0.9958000183105468,1.0779000520706177
2013-01-25 00:00:00+00:00,19.979398727416992,1.3468999862670898,0.0109930001199245,1.5794999599456787,1.037500023841858,0.991100013256073,1.0801000595092771
2013-01-28 00:00:00+00:00,19.963809967041016,1.3459999561309814,0.011022999882698,1.569200038909912,1.037700057029724,0.9925000071525574,1.080199956893921
2013-01-29 00:00:00+00:00,20.01058006286621,1.3490999937057495,0.011026999913156,1.5753999948501587,1.0427000522613523,0.9965999722480774,1.0851000547409058
2013-01-30 00:00:00+00:00,19.97159767150879,1.3569999933242798,0.0109679996967315,1.5786999464035034,1.037500023841858,0.9973000288009644,1.0981999635696411
2013-01-31 00:00:00+00:00,19.979398727416992,1.357800006866455,0.0109449997544288,1.5852999687194824,1.0399999618530271,1.0015000104904177,1.0999000072479248
2013-02-01 00:00:00+00:00,20.14309883117676,1.3665000200271606,0.010785000398755,1.571300029754639,1.037700057029724,1.0019999742507937,1.102300047874451
2013-02-04 00:00:00+00:00,20.01058006286621,1.352300047874451,0.0108270002529025,1.575899958610535,1.0400999784469604,1.0010000467300415,1.1015000343322754
2013-02-05 00:00:00+00:00,20.12750816345215,1.3588000535964966,0.0107119996100664,1.5657999515533447,1.0383000373840332,1.0033999681472778,1.101699948310852
2013-02-06 00:00:00+00:00,20.1041259765625,1.3529000282287598,0.0107110003009438,1.5663000345230105,1.028499960899353,1.003000020980835,1.100000023841858
2013-02-07 00:00:00+00:00,20.049551010131836,1.3407000303268433,0.0106910001486539,1.5707999467849731,1.0252000093460083,1.001099944114685,1.089900016784668
2013-02-08 00:00:00+00:00,20.22104835510254,1.3365999460220337,0.0107770003378391,1.5793999433517456,1.028599977493286,0.996399998664856,1.0907000303268433
2013-02-11 00:00:00+00:00,20.18208122253418,1.3392000198364258,0.0107070002704858,1.565999984741211,1.0256999731063845,0.9937999844551086,1.0888999700546265
2013-02-12 00:00:00+00:00,20.205461502075195,1.344599962234497,0.0106950001791119,1.5650999546051023,1.027500033378601,0.9962000250816344,1.090000033378601
2013-02-13 00:00:00+00:00,20.18987274169922,1.3451000452041626,0.0107009997591376,1.5539000034332275,1.031599998474121,0.9973999857902528,1.0901000499725342
2013-02-14 00:00:00+00:00,20.236637115478516,1.3350000381469729,0.0107530001550912,1.548200011253357,1.0327999591827393,0.9977999925613404,1.0839999914169312
2013-02-15 00:00:00+00:00,20.205461502075195,1.335800051689148,0.0107060000300407,1.551200032234192,1.0269999504089355,0.9921000003814696,1.0844999551773071
2013-02-19 00:00:00+00:00,20.3223934173584,1.339100003242493,0.0107039995491504,1.542199969291687,1.034000039100647,0.987500011920929,1.0836000442504885
2013-02-20 00:00:00+00:00,20.150894165039062,1.3286999464035034,0.0106589999049901,1.5241999626159668,1.0225000381469729,0.9815000295639038,1.0777000188827517
2013-02-21 00:00:00+00:00,20.00278091430664,1.317199945449829,0.0107420003041625,1.523900032043457,1.0216000080108645,0.9803000092506408,1.073300004005432
2013-02-22 00:00:00+00:00,20.18987274169922,1.3180999755859375,0.0107070002704858,1.523900032043457,1.030500054359436,0.9768999814987184,1.0749000310897827
2013-02-25 00:00:00+00:00,20.07294273376465,1.312199950218201,0.0107979997992515,1.5187000036239624,1.0267000198364258,0.973800003528595,1.0748000144958496
2013-02-26 00:00:00+00:00,20.026168823242188,1.3056000471115112,0.0108759999275207,1.5128999948501587,1.0218000411987305,0.9740999937057496,1.073099970817566
2013-02-27 00:00:00+00:00,20.07294273376465,1.3128999471664429,0.0108340000733733,1.5146000385284424,1.0230000019073486,0.9767000079154968,1.0740000009536743
2013-02-28 00:00:00+00:00,20.228851318359375,1.30649995803833,0.0107899997383356,1.517199993133545,1.020799994468689,0.970300018787384,1.0677000284194946
2013-03-01 00:00:00+00:00,20.197664260864254,1.3020000457763672,0.0106849996373057,1.5016000270843506,1.018100023269653,0.9718000292778016,1.0598000288009644
2013-03-04 00:00:00+00:00,20.17427444458008,1.3025000095367432,0.0107039995491504,1.5110000371932983,1.0183000564575195,0.9724000096321106,1.062800049781799
2013-03-05 00:00:00+00:00,20.24443626403809,1.3042000532150269,0.0107190003618597,1.511199951171875,1.0233999490737915,0.972599983215332,1.061900019645691
2013-03-06 00:00:00+00:00,20.275619506835938,1.2996000051498413,0.0106319999322295,1.503999948501587,1.0233999490737915,0.9693999886512756,1.055400013923645
