date,phdg_contribution,fx_trend_contribution,fx_cross_contribution,gross_return,phdg_turnover,fx_turnover,trading_cost,fx_gross,total_gross,roll_haircut,financing_cost,raw_net_return,net_return,equity,bankrupt
2012-12-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,False
2012-12-10 00:00:00+00:00,0.0012719164237064541,0.0,0.0,0.0012719164237064541,0.4,0.0,0.0004,0.0,0.4,0.0,0.0,0.0008719164237064542,0.0008719164237064542,10008.719164237065,False
2012-12-11 00:00:00+00:00,0.000316699525212627,0.0,0.0,0.000316699525212627,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.000316699525212627,0.000316699525212627,10011.888920844365,False
2012-12-12 00:00:00+00:00,0.0014254164954264682,0.0,0.0,0.0014254164954264682,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0014254164954264682,0.0014254164954264682,10026.160032462512,False
2012-12-13 00:00:00+00:00,-0.0011045659857320533,0.0,0.0,-0.0011045659857320533,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.0011045659857320533,-0.0011045659857320533,10015.08547712315,False
2012-12-14 00:00:00+00:00,-0.00047476268404826887,0.0,0.0,-0.00047476268404826887,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.00047476268404826887,-0.00047476268404826887,10010.330688261058,False
2012-12-17 00:00:00+00:00,0.0023762851006737585,0.0,0.0,0.0023762851006737585,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0023762851006737585,0.0023762851006737585,10034.11808792839,False
2012-12-18 00:00:00+00:00,0.0022047836261031685,0.0,0.0,0.0022047836261031685,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0022047836261031685,0.0022047836261031685,10056.24114719104,False
2012-12-19 00:00:00+00:00,0.0009397823219894797,0.0,0.0,0.0009397823219894797,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0009397823219894797,0.0009397823219894797,10065.691824846834,False
2012-12-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,10065.691824846834,False
2012-12-21 00:00:00+00:00,0.0022361933552084603,0.0,0.0,0.0022361933552084603,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0022361933552084603,0.0022361933552084603,10088.200658021131,False
2012-12-24 00:00:00+00:00,-0.0018660280663361118,0.0,0.0,-0.0018660280663361118,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.0018660280663361118,-0.0018660280663361118,10069.375792454433,False
2012-12-26 00:00:00+00:00,-0.0010940578345878472,0.0,0.0,-0.0010940578345878472,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.0010940578345878472,-0.0010940578345878472,10058.35931297929,False
2012-12-27 00:00:00+00:00,-0.0010965217454641963,0.0,0.0,-0.0010965217454641963,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.0010965217454641963,-0.0010965217454641963,10047.330103268916,False
2012-12-28 00:00:00+00:00,-0.0028279711432849467,0.0,0.0,-0.0028279711432849467,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.0028279711432849467,-0.0028279711432849467,10018.916543669813,False
2012-12-31 00:00:00+00:00,-0.00332298513876661,0.0,0.0,-0.00332298513876661,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.00332298513876661,-0.00332298513876661,9985.623832888656,False
