sleeve,simple_return_sum,annualized_volatility,variance_contribution
phdg_contribution,0.33188213500098085,0.04512152176803268,0.8453432011888569
fx_trend_contribution,-0.029524998305068287,0.014928306327468286,0.10206098691669009
fx_cross_contribution,-0.019778072560129943,0.0101381709539481,0.05259581189445301
