date,QGMNX
2014-04-10 13:30:00+00:00,6.915865421295166
2014-04-11 13:30:00+00:00,6.943668365478516
2014-04-14 13:30:00+00:00,6.9297661781311035
2014-04-15 13:30:00+00:00,6.895013332366943
2014-04-16 13:30:00+00:00,6.874162673950195
2014-04-17 13:30:00+00:00,6.860260009765625
2014-04-21 13:30:00+00:00,6.853309154510498
2014-04-22 13:30:00+00:00,6.853309154510498
2014-04-23 13:30:00+00:00,6.853309154510498
2014-04-24 13:30:00+00:00,6.8672099113464355
2014-04-25 13:30:00+00:00,6.853309154510498
2014-04-28 13:30:00+00:00,6.853309154510498
2014-04-29 13:30:00+00:00,6.860260009765625
2014-04-30 13:30:00+00:00,6.8672099113464355
2014-05-01 13:30:00+00:00,6.874162673950195
2014-05-02 13:30:00+00:00,6.8463592529296875
2014-05-05 13:30:00+00:00,6.8463592529296875
2014-05-06 13:30:00+00:00,6.832457542419434
2014-05-07 13:30:00+00:00,6.8463592529296875
2014-05-08 13:30:00+00:00,6.8463592529296875
2014-05-09 13:30:00+00:00,6.825506210327148
2014-05-12 13:30:00+00:00,6.811604976654053
2014-05-13 13:30:00+00:00,6.811604976654053
2014-05-14 13:30:00+00:00,6.832457542419434
2014-05-15 13:30:00+00:00,6.818556785583496
2014-05-16 13:30:00+00:00,6.8046555519104
2014-05-19 13:30:00+00:00,6.811604976654053
2014-05-20 13:30:00+00:00,6.825506210327148
2014-05-21 13:30:00+00:00,6.8046555519104
2014-05-22 13:30:00+00:00,6.811604976654053
2014-05-23 13:30:00+00:00,6.818556785583496
2014-05-27 13:30:00+00:00,6.8046555519104
2014-05-28 13:30:00+00:00,6.7838029861450195
2014-05-29 13:30:00+00:00,6.769903182983398
2014-05-30 13:30:00+00:00,6.7838029861450195
2014-06-02 13:30:00+00:00,6.776852607727051
2014-06-03 13:30:00+00:00,6.769903182983398
2014-06-04 13:30:00+00:00,6.769903182983398
2014-06-05 13:30:00+00:00,6.790753364562988
2014-06-06 13:30:00+00:00,6.790753364562988
2014-06-09 13:30:00+00:00,6.811604976654053
2014-06-10 13:30:00+00:00,6.818556785583496
2014-06-11 13:30:00+00:00,6.825506210327148
2014-06-12 13:30:00+00:00,6.839408874511719
2014-06-13 13:30:00+00:00,6.721248149871826
2014-06-16 13:30:00+00:00,6.70039701461792
2014-06-17 13:30:00+00:00,6.693446159362793
2014-06-18 13:30:00+00:00,6.735148906707764
2014-06-19 13:30:00+00:00,6.70039701461792
2014-06-20 13:30:00+00:00,6.707347393035889
2014-06-23 13:30:00+00:00,6.735148906707764
2014-06-24 13:30:00+00:00,6.707347393035889
2014-06-25 13:30:00+00:00,6.686494827270508
2014-06-26 13:30:00+00:00,6.679543972015381
2014-06-27 13:30:00+00:00,6.679543972015381
2014-06-30 13:30:00+00:00,6.70039701461792
2014-07-01 13:30:00+00:00,6.707347393035889
2014-07-02 13:30:00+00:00,6.693446159362793
