leverage,path__initial_capital,path__final_value,path__total_return,path__cagr,path__annualized_volatility,path__sharpe_ratio,path__sortino_ratio,path__calmar_ratio,path__max_drawdown,path__average_drawdown,path__longest_drawdown_days,path__profit_factor,path__win_rate,path__turnover_per_bar,path__annualized_turnover,path__total_fees,path__rebalance_count,path__exposure_pct,path__average_exposure,path__best_year,path__worst_year,path__monthly_hit_rate,path__elapsed_days,path__positive_complete_year_ratio,path__complete_year_count,path__worst_rolling_3y_sharpe,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,check__sample_at_least_10_5y,check__worst_rolling_3y_sharpe_at_least_1,check__account_executable_for_10000,check__same_strategy_for_full_sample,check__solvent,check__start_by_2015_12_31,check__end_by_2026_08_31,check__span_at_least_10_5y,check__weekday_coverage_at_least_94pct,ending_equity,total_external_cost_pct_initial,total_financing_cost_pct_initial,strict_gate_passed
1.0,10000.0,14647.176763888083,0.46471767638880834,0.031188584325302804,0.09575900564244035,0.5139414215067035,0.695266268407804,0.229741283545568,-0.13575524539592254,-0.04120571149307682,608.0,1.078250336456244,0.470550576184379,,,,,,,0.28901004300050803,-0.048254513247620534,0.5570469798657718,4539.0,0.5454545454545454,11,-0.18852573447573465,True,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,14647.176763888083,0.002,0.0,False
2.0,10000.0,12078.040380703022,0.20780403807030212,0.015308907544897332,0.1915180112848807,0.2112221624290205,0.2864931268193089,0.05536776463524987,-0.27649495416238856,-0.12196365399757882,1476.0,1.0313936187804476,0.470550576184379,,,,,,,0.5680707156869849,-0.1370447766819911,0.5100671140939598,4539.0,0.36363636363636365,11,-0.5330947667637562,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,12078.040380703022,0.004,0.49587301587301585,False
3.0,10000.0,9202.377458383178,-0.07976225416168226,-0.006666544105261907,0.28727701692732105,0.11031574273645968,0.14962777442723746,-0.014487891791183751,-0.4601459067577153,-0.23065933948257558,2110.0,1.0162668894156297,0.470550576184379,,,,,,,0.8737312630539531,-0.2242395889705021,0.4697986577181208,4539.0,0.36363636363636365,11,-0.6479511108597631,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,9202.377458383178,0.006,0.9917460317460317,False
4.0,10000.0,6475.1632425222015,-0.35248367574777983,-0.03436836759744444,0.38303602256976144,0.059862532890178115,0.08119509823120023,-0.054647463991790796,-0.6289105676085407,-0.3402851892037182,2138.0,1.0087925491823473,0.470550576184379,,,,,,,1.1995801679558333,-0.3086641436478208,0.4563758389261745,4539.0,0.2727272727272727,11,-0.7053792829077676,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,6475.1632425222015,0.008,1.4876190476190478,False
5.0,10000.0,4205.1762989597,-0.5794823701040299,-0.06733390073817913,0.47879502821220177,0.029590606982410946,0.04013549251358026,-0.08935852887322653,-0.7535251708732373,-0.46224320162941895,3123.0,1.0043360314326053,0.470550576184379,,,,,,,1.5368983272876418,-0.3893142317928401,0.44966442953020136,4539.0,0.2727272727272727,11,-0.739836186136569,True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,4205.1762989597,0.01,1.9834920634920634,False
