symbol,fold,start_time,end_time,initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
BTCUSDT,1,2022-08-19 12:00:00+00:00,2023-04-16 16:00:00+00:00,5000.0,5569.675931500546,569.6759315005456,0.11393518630010924,0.17819190154179854,-0.018572053116803322,2.681365079894171,15.593925171022246,9,0.4444444444444444,7.638666544245915,63.29732572228287,240.33333333333334
BTCUSDT,2,2023-04-16 20:00:00+00:00,2023-12-13 04:00:00+00:00,5000.0,5041.028213237927,41.02821323792705,0.008205642647585387,0.012488486458544612,-0.03159269345054028,0.3843385262255494,23.99295023235265,15,0.26666666666666666,1.1547712936436119,2.735214215861859,240.5
BTCUSDT,3,2023-12-13 08:00:00+00:00,2024-08-09 12:00:00+00:00,5000.0,5147.676961275031,147.67696127503132,0.029535392255006343,0.04522975959608422,-0.041384264092975465,1.095966137746649,23.02430856907438,16,0.1875,1.7905815807353134,9.229810079689395,240.33333333333334
BTCUSDT,4,2024-08-09 16:00:00+00:00,2025-04-07 00:00:00+00:00,5000.0,5114.931790799155,114.93179079915535,0.022986358159831077,0.035116993030145816,-0.017182193182133876,1.1133925190883776,16.480416008866793,12,0.4166666666666667,2.071469295737441,9.577649233263005,240.5
BTCUSDT,5,2025-04-07 04:00:00+00:00,2025-12-03 08:00:00+00:00,5000.0,5101.4300268431825,101.43002684318253,0.02028600536863645,0.03099195570826696,-0.03118495880783445,0.8922097382246964,29.616965745279508,15,0.4,1.5666866333199052,6.762001789545378,240.33333333333334
BTCUSDT,6,2025-12-03 12:00:00+00:00,2026-07-31 20:00:00+00:00,5000.0,4955.220507171644,-44.779492828355615,-0.008955898565671139,-0.01356978342975379,-0.0171935986638575,-0.6044842078323827,16.399948034298898,10,0.4,0.4170028530945787,-4.4779492828356116,240.5
ETHUSDT,1,2022-08-19 12:00:00+00:00,2023-04-16 16:00:00+00:00,5000.0,5192.4200881571505,192.42008815715053,0.038484017631430056,0.0590680225458704,-0.03804533761624718,1.339096978793515,15.438230553171095,14,0.2857142857142857,2.2277498712282364,13.744292011224985,240.33333333333334
ETHUSDT,2,2023-04-16 20:00:00+00:00,2023-12-13 04:00:00+00:00,5000.0,5140.59562002816,140.59562002815983,0.02811912400563199,0.04301487280385241,-0.020110377101126065,1.0101103804151055,14.751377871332727,10,0.3,2.1568860108115353,14.059562002815957,240.5
ETHUSDT,3,2023-12-13 08:00:00+00:00,2024-08-09 12:00:00+00:00,5000.0,5136.561214315602,136.56121431560223,0.027312242863120506,0.04180151755381356,-0.04532464661111035,0.9618938241835195,18.791136956296864,16,0.1875,1.5160179918168242,8.535075894725077,240.33333333333334
ETHUSDT,4,2024-08-09 16:00:00+00:00,2025-04-07 00:00:00+00:00,5000.0,4952.5619087871,-47.43809121289996,-0.009487618242580043,-0.014373440593839715,-0.02225214522974217,-0.59085727719838,11.386780546787325,10,0.3,0.665868838311887,-4.743809121289985,240.5
ETHUSDT,5,2025-04-07 04:00:00+00:00,2025-12-03 08:00:00+00:00,5000.0,5424.849665343602,424.8496653436023,0.08496993306872036,0.13194821190939465,-0.022839874588663545,2.8090641812642025,15.841203880483661,14,0.42857142857142855,3.9497789466574487,30.346404667400016,240.33333333333334
ETHUSDT,6,2025-12-03 12:00:00+00:00,2026-07-31 20:00:00+00:00,5000.0,4794.119973763243,-205.88002623675675,-0.04117600524735132,-0.061862153263881337,-0.04979266228733337,-2.4618616095426376,20.5885943420729,15,0.13333333333333333,0.13493068860787968,-13.725335082450417,240.5
