date,FXA,FXB,FXC
2006-06-26 13:30:00+00:00,49.499107360839844,148.0264129638672,76.86973571777344
2006-06-27 13:30:00+00:00,49.546363830566406,148.04269409179688,76.82665252685547
2006-06-28 13:30:00+00:00,49.25616455078125,147.56390380859375,76.86973571777344
2006-06-29 13:30:00+00:00,49.87029266357422,148.683837890625,77.65403747558594
2006-06-30 13:30:00+00:00,50.25496292114258,150.07974243164062,77.38682556152344
2006-07-03 13:30:00+00:00,50.26504898071289,149.5791473388672,77.89322662353516
2006-07-05 13:30:00+00:00,50.23806381225586,149.5791473388672,77.6430435180664
2006-07-06 13:30:00+00:00,50.481327056884766,149.5791473388672,77.59990692138672
2006-07-07 13:30:00+00:00,50.89353561401367,150.53787231445312,77.51371002197266
2006-07-10 13:30:00+00:00,50.56916809082031,149.8148651123047,76.78038787841797
2006-07-11 13:30:00+00:00,51.00843811035156,150.2454071044922,76.3576431274414
2006-07-12 13:30:00+00:00,50.96113586425781,149.24607849121094,76.13339233398438
2006-07-13 13:30:00+00:00,51.08275604248047,149.87167358398438,76.3835678100586
2006-07-14 13:30:00+00:00,51.00843811035156,149.392333984375,76.5733413696289
2006-07-17 13:30:00+00:00,50.657039642333984,148.01119995117188,76.04706573486328
2006-07-18 13:30:00+00:00,50.56239700317383,148.66110229492188,76.0643310546875
2006-07-19 13:30:00+00:00,50.83948516845703,150.0423126220703,76.15922546386719
2006-07-20 13:30:00+00:00,50.94759750366211,150.49728393554688,76.3404312133789
2006-07-21 13:30:00+00:00,51.00843811035156,151.3828125,75.91764831542969
2006-07-24 13:30:00+00:00,51.06248474121094,150.70848083496094,75.75381469726562
2006-07-25 13:30:00+00:00,51.02195358276367,149.95294189453125,75.77967071533203
2006-07-26 13:30:00+00:00,51.6842041015625,151.057861328125,76.31451416015625
2006-07-27 13:30:00+00:00,51.70448684692383,151.3665313720703,76.05574798583984
2006-07-28 13:30:00+00:00,52.06939697265625,151.8622283935547,76.4007568359375
2006-07-31 13:30:00+00:00,51.98155975341797,152.26844787597656,76.45256805419922
2006-08-01 13:30:00+00:00,51.98227310180664,152.99380493164062,76.50624084472656
2006-08-02 13:30:00+00:00,51.87367248535156,153.0426788330078,76.80899047851562
2006-08-03 13:30:00+00:00,51.61579132080078,153.8822021484375,76.86090087890625
2006-08-04 13:30:00+00:00,51.98906326293945,155.585693359375,76.65326690673828
2006-08-07 13:30:00+00:00,51.86008834838867,155.43081665039062,77.3367691040039
2006-08-08 13:30:00+00:00,51.765079498291016,155.39002990722656,77.2155990600586
2006-08-09 13:30:00+00:00,52.0433349609375,155.47972106933594,77.38866424560547
2006-08-10 13:30:00+00:00,52.158714294433594,154.26524353027344,76.91282653808594
2006-08-11 13:30:00+00:00,52.07724380493164,154.27342224121094,77.1204605102539
2006-08-14 13:30:00+00:00,51.663307189941406,154.1348419189453,76.87818908691406
2006-08-15 13:30:00+00:00,52.05009460449219,154.51791381835938,77.18964385986328
2006-08-16 13:30:00+00:00,52.28762435913086,154.82766723632812,77.56167602539062
2006-08-17 13:30:00+00:00,51.785438537597656,154.0452117919922,77.2155990600586
2006-08-18 13:30:00+00:00,51.622623443603516,153.58067321777344,76.96473693847656
2006-08-21 13:30:00+00:00,51.96868896484375,154.85214233398438,77.58765411376953
2006-08-22 13:30:00+00:00,51.86686706542969,154.208251953125,77.77798461914062
2006-08-23 13:30:00+00:00,51.97549057006836,154.73800659179688,77.95105743408203
2006-08-24 13:30:00+00:00,51.88721466064453,154.3141632080078,78.07209014892578
2006-08-25 13:30:00+00:00,51.527591705322266,154.21641540527344,78.2105712890625
2006-08-28 13:30:00+00:00,51.527591705322266,154.9174041748047,78.09812927246094
2006-08-29 13:30:00+00:00,51.846527099609375,155.2433319091797,78.3316421508789
2006-08-30 13:30:00+00:00,52.090824127197266,155.7242431640625,78.20185852050781
2006-08-31 13:30:00+00:00,52.090824127197266,155.57754516601562,78.52201080322266
2006-09-01 13:30:00+00:00,52.304176330566406,155.89892578125,78.5688705444336
2006-09-05 13:30:00+00:00,52.65854263305664,155.0238800048828,78.11770629882812
2006-09-06 13:30:00+00:00,52.297340393066406,154.23046875,78.55149841308594
2006-09-07 13:30:00+00:00,51.82025146484375,153.4781036376953,78.26518249511719
2006-09-08 13:30:00+00:00,51.46581268310547,152.68478393554688,77.47564697265625
2006-09-11 13:30:00+00:00,51.28862762451172,152.7583770751953,77.50159454345703
2006-09-12 13:30:00+00:00,51.4521598815918,153.5680389404297,77.5970687866211
2006-09-13 13:30:00+00:00,51.40445327758789,153.7234649658203,77.47564697265625
2006-09-14 13:30:00+00:00,51.58167266845703,153.7234649658203,77.65780639648438
2006-09-15 13:30:00+00:00,51.34311294555664,153.7234649658203,77.60577392578125
2006-09-18 13:30:00+00:00,51.561222076416016,154.02606201171875,77.70124816894531
2006-09-19 13:30:00+00:00,51.47944259643555,154.3123016357422,77.10244750976562
2006-09-20 13:30:00+00:00,51.46581268310547,154.76217651367188,77.05045318603516
2006-09-21 13:30:00+00:00,51.78619384765625,156.00527954101562,77.7358627319336
2006-09-22 13:30:00+00:00,51.78619384765625,155.79258728027344,77.83135223388672
2006-09-25 13:30:00+00:00,51.51348876953125,155.83351135253906,77.93544006347656
2006-09-26 13:30:00+00:00,51.424896240234375,155.49819946289062,78.14372253417969
2006-09-27 13:30:00+00:00,51.34311294555664,154.88482666015625,78.26518249511719
2006-09-28 13:30:00+00:00,51.25455093383789,153.8787841796875,78.3432388305664
2006-09-29 13:30:00+00:00,51.05689239501953,153.65809631347656,77.80532836914062
2006-10-02 13:30:00+00:00,51.249202728271484,154.89622497558594,78.02981567382812
2006-10-03 13:30:00+00:00,50.92752456665039,154.98648071289062,77.5599136352539
2006-10-04 13:30:00+00:00,51.098609924316406,154.814208984375,77.29891204833984
2006-10-05 13:30:00+00:00,51.167083740234375,154.11676025390625,77.34237670898438
2006-10-06 13:30:00+00:00,50.920650482177734,154.11676025390625,77.29891204833984
2006-10-09 13:30:00+00:00,51.0164680480957,153.33717346191406,77.4815902709961
2006-10-10 13:30:00+00:00,51.05072784423828,152.31971740722656,76.93341064453125
2006-10-11 13:30:00+00:00,50.941165924072266,152.43453979492188,76.59404754638672
2006-10-12 13:30:00+00:00,51.5367317199707,152.43453979492188,76.67237854003906
