year,observations,initial_capital,final_value,total_return,cagr,annualized_volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,average_drawdown,longest_drawdown_days,profit_factor,win_rate,turnover_per_bar,annualized_turnover,total_fees,rebalance_count,exposure_pct,average_exposure,best_year,worst_year,monthly_hit_rate,elapsed_days,positive_complete_year_ratio,complete_year_count,worst_rolling_3y_sharpe,fold_pass
2008,253,10000.0,9102.300765831274,-0.08976992341687262,-0.09006388113001773,0.119976734998099,-1.0715034772009528,-1.360945503252271,-0.7667558723571254,-0.11746096036166964,-0.030233588825109094,146.0,0.8412550498404077,0.48221343873517786,,,,,,,-0.08976992341687262,-0.08976992341687262,0.36363636363636365,364.0,0.0,1,,False
2009,252,10000.0,10263.160348208496,0.026316034820849543,0.02648129174129421,0.07737974851284479,0.5252653796917671,0.9339521017925067,0.2951393024170478,-0.08972472159561695,-0.04134769628265842,232.0,1.0689525826975859,0.4880952380952381,,,,,,,0.026316034820849543,0.026316034820849543,0.5454545454545454,363.0,1.0,1,,True
2010,252,10000.0,10747.029861740944,0.07470298617409443,0.07561490081768896,0.07561129826878457,1.4190611441740588,1.9893643327477606,1.463899357773557,-0.05165307329097513,-0.019911556499065584,142.0,1.2192472367203793,0.5476190476190477,,,,,,,0.07470298617409443,0.07470298617409443,0.6363636363636364,361.0,1.0,1,,True
2011,252,10000.0,10051.741558202268,0.0051741558202267335,0.005235229572041256,0.06852858323084206,0.14341414189206872,0.2326395175993577,0.12263902496365858,-0.042688121285965885,-0.017191634972939664,163.0,1.0195486247297063,0.5277777777777778,,,,,,,0.0051741558202267335,0.0051741558202267335,0.6363636363636364,361.0,1.0,1,,True
2012,250,10000.0,9729.45174165038,-0.027054825834961882,-0.027220217755908438,0.03844073480836983,-1.0231438517111329,-1.6139825197431727,-0.48060656108654565,-0.05663721630093754,-0.029820253000381026,224.0,0.874843455633716,0.456,,,,,,,-0.027054825834961882,-0.027054825834961882,0.36363636363636365,363.0,0.0,1,,False
2013,252,10000.0,9611.172687095113,-0.03888273129048858,-0.0391189634437662,0.05932974836217714,-0.9391033664502098,-1.474409760133025,-0.41195628690048425,-0.09495901552587815,-0.05821664643616862,237.0,0.88210881963191,0.4801587301587302,,,,,,,-0.03888273129048858,-0.03888273129048858,0.36363636363636365,363.0,0.0,1,,False
2014,252,10000.0,9523.259316605927,-0.04767406833940735,-0.047962366578686355,0.045328279125284865,-1.5391229831061226,-2.2698484491378643,-0.7869198205364353,-0.06094949615831369,-0.031685473725959916,236.0,0.8090823034331224,0.4523809523809524,,,,,,,-0.04767406833940735,-0.04767406833940735,0.36363636363636365,363.0,0.0,1,,False
2015,252,10000.0,10067.607678391616,0.0067607678391616854,0.006802815641796078,0.06371382012622473,0.18512299029629292,0.3191539359069377,0.14600262112632081,-0.04659379118892881,-0.018400314092665706,104.0,1.0247850008511878,0.49206349206349204,,,,,,,0.0067607678391616854,0.0067607678391616854,0.45454545454545453,363.0,1.0,1,,True
2016,252,10000.0,9869.203162399384,-0.013079683760061522,-0.013232645643384111,0.07613877420152591,-0.2127505018909829,-0.3886939424914119,-0.16302293213876917,-0.08117045540636059,-0.03505821219862835,185.0,0.9693550996835107,0.4801587301587302,,,,,,,-0.013079683760061522,-0.013079683760061522,0.2727272727272727,361.0,0.0,1,,False
2017,251,10000.0,9445.613033337195,-0.05543869666628054,-0.05622401443775771,0.05915164699510455,-1.3733122020692072,-1.7889568701554703,-0.6889557812766798,-0.08160758058168982,-0.040852200801695784,243.0,0.8276968610309828,0.5059760956175299,,,,,,,-0.05543869666628054,-0.05543869666628054,0.2727272727272727,360.0,0.0,1,,False
2018,251,10000.0,9831.775895474504,-0.01682241045254962,-0.016925794150055684,0.04953517898432022,-0.4735966429194569,-0.7234618913006453,-0.32044134029061433,-0.052820257631881584,-0.018178039719424693,192.0,0.9386680850590148,0.5219123505976095,,,,,,,-0.01682241045254962,-0.01682241045254962,0.36363636363636365,363.0,0.0,1,,False
