signal_date,FXA,FXB,FXC
2006-06-30 13:30:00+00:00,,,
2006-07-31 13:30:00+00:00,,,
2006-08-31 13:30:00+00:00,,,
2006-09-29 13:30:00+00:00,,,
2006-10-31 14:30:00+00:00,,,
2006-11-30 14:30:00+00:00,,,
2006-12-29 14:30:00+00:00,,,
2007-01-31 14:30:00+00:00,,,
2007-02-28 14:30:00+00:00,,,
2007-03-30 13:30:00+00:00,,,
2007-04-30 13:30:00+00:00,,,
2007-05-31 13:30:00+00:00,,,
2007-06-29 13:30:00+00:00,0.16931544977443136,0.1145484791715341,0.0753546744306508
2007-07-31 13:30:00+00:00,0.1646733673578269,0.11895553340919207,0.0971131919625905
2007-08-31 13:30:00+00:00,0.17135277248089142,0.11337543510008397,0.06927831681910979
2007-09-28 13:30:00+00:00,0.1520369676077673,0.12436087016492436,0.09476912366028967
2007-10-31 13:30:00+00:00,0.2037488947124706,0.11985694378779699,0.1656150420401432
2007-11-30 14:30:00+00:00,0.23482607358668717,0.10450968992757881,0.25139363903556977
2007-12-31 14:30:00+00:00,0.1747055773888555,0.09821019493132144,0.20667970152665238
2008-01-31 14:30:00+00:00,0.1864237885491753,0.05786734940867522,0.22427328228154852
2008-02-29 14:30:00+00:00,0.19656789646460027,0.05982788786626947,0.2052128722386597
2008-03-31 13:30:00+00:00,0.21227535644213313,0.055861063442466774,0.20829266535397783
2008-04-30 13:30:00+00:00,0.15777823072779684,0.03717972485182375,0.11671022947164555
2008-05-30 13:30:00+00:00,0.1988859175551727,0.04990813044218356,0.095041277232077
2008-06-30 13:30:00+00:00,0.18721578344764644,0.031223440887756082,0.1046892916116895
2008-07-31 13:30:00+00:00,0.18754686571008627,0.023032800329953584,0.07562608518342295
2008-08-29 13:30:00+00:00,0.21541601488018802,0.024440696145045404,0.058787064251943466
2008-09-30 13:30:00+00:00,0.021932928146613406,-0.0710238199331984,-0.039971588636228406
2008-10-31 13:30:00+00:00,-0.09989680780743104,-0.10788927053083386,-0.09168732346796904
2008-11-28 14:30:00+00:00,-0.20440595023860997,-0.18616879525922825,-0.14876881286730415
2008-12-31 14:30:00+00:00,-0.21120250624010373,-0.19609660033423482,-0.1817681779760445
2009-01-30 14:30:00+00:00,-0.16507864056370425,-0.2420806170877049,-0.15885722651489254
2009-02-27 14:30:00+00:00,-0.2831424824860588,-0.24785911484237544,-0.1836020120597428
2009-03-31 13:30:00+00:00,-0.26636455701094686,-0.2586863769901635,-0.18186386153484846
2009-04-30 13:30:00+00:00,-0.2295455623465078,-0.2607359956293075,-0.19028272832016857
2009-05-29 13:30:00+00:00,-0.20913904956567908,-0.2389458760592369,-0.15910032943896568
2009-06-30 13:30:00+00:00,-0.13446518123124307,-0.17542935879733035,-0.05724690578214442
2009-07-31 13:30:00+00:00,-0.11562159864517285,-0.1598579625813752,-0.11481193009295321
2009-08-31 13:30:00+00:00,0.003279964116552181,-0.07657714746660715,-0.009906096913691487
2009-09-30 13:30:00+00:00,0.09815826062641331,-0.0815703885925142,-0.026878834762128823
2009-10-30 13:30:00+00:00,0.3573448326140576,-0.005684785823924843,0.12099449171961152
2009-11-30 14:30:00+00:00,0.4047123524978786,0.06548265307029344,0.14454614102631336
2009-12-31 14:30:00+00:00,0.31483975565037925,0.1263633517883347,0.1474448365059613
2010-01-29 14:30:00+00:00,0.44221983450811275,0.1124244690119125,0.16304986771072194
2010-02-26 14:30:00+00:00,0.4132270379674181,0.11305177148322465,0.18478003271137222
2010-03-31 13:30:00+00:00,0.3167267234533788,0.058729429485441464,0.1934459408040472
2010-04-30 13:30:00+00:00,0.29119069480405213,0.023471572056722012,0.17042547495582427
2010-05-28 13:30:00+00:00,0.18325565484890505,-0.05670110574946485,0.07033612370830644
2010-06-30 13:30:00+00:00,0.07753272999387884,-0.12396576162909845,0.10180483665603735
2010-07-30 13:30:00+00:00,0.031783637619328786,-0.10803359765046638,0.007982926047389594
2010-08-31 13:30:00+00:00,0.10043862721456076,-0.03907695648996212,0.06098561859618612
