strategy,trades,net_profit,win_rate,average_trade,total_fees
trend_breakout,41,241.08982301199683,0.43902439024390244,5.880239585658459,44.750799597034096
trend_pullback,2,-19.95,0.0,-9.975,1.1350646759577585
