strategy,trades,net_profit,win_rate,average_trade,total_fees
trend_breakout,136,1094.0922044396361,0.38235294117647056,8.044795620879677,140.43126824571362
trend_pullback,14,25.8589319621682,0.5,1.8470665687263,6.90892468155888
