initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5155.021683101819,155.02168310181878,0.031004336620363837,0.015580849298998611,-0.019102155246812247,0.8694708262890158,19.584787194434668,23,0.391304347826087,1.8982322127900004,6.7400731783399745,721.3333333333334
