initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,6314.141008830418,1314.1410088304183,0.2628282017660837,0.03576237961757234,-0.026289041170452387,1.4158401526168138,151.34207063775875,152,0.39473684210526316,2.2192965827943056,8.645664531779076,2425.6666666666665
