strategy,trades,net_profit,win_rate,average_trade,total_fees
range_mean_reversion,3,3.615945400871719,0.6666666666666666,1.2053151336239063,1.7449623230103062
trend_breakout,20,151.40573770094772,0.35,7.570286885047386,17.83982487142436
