initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,7296.136209798822,2296.136209798822,0.4592272419597645,0.059101607709083126,-0.061971436223158705,1.2760064604108612,294.62038643422295,132,0.3712121212121212,2.114919341905499,17.39497128635472,2403.8333333333335
