initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5171.339435005181,171.33943500518126,0.034267887001036224,0.01691954815856822,-0.022493750585745098,0.8293493600775249,47.537024061352255,45,0.4,1.5602125750520743,3.8075430001151456,733.5
