initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,6077.5468023609665,1077.5468023609665,0.21550936047219338,0.029588003482239555,-0.0338409221762791,1.1396531490286805,125.15556086303692,102,0.39215686274509803,2.215280303679025,10.564184336872245,2444.6666666666665
