open_time,ending_equity,monthly_profit,monthly_return
2020-01-31 00:00:00+00:00,4998.418442144191,-1.581557855808569,-0.0003163115711617426
2020-02-29 00:00:00+00:00,4966.927652618158,-31.49078952603304,-0.006300150715778052
2020-03-31 00:00:00+00:00,4966.927652618158,0.0,0.0
2020-04-30 00:00:00+00:00,5006.945915524655,40.0182629064966,0.008056944998061866
2020-05-31 00:00:00+00:00,5004.620174846114,-2.325740678540569,-0.0004645028561881537
2020-06-30 00:00:00+00:00,5003.074795640884,-1.545379205230347,-0.00030879050781873474
2020-07-31 00:00:00+00:00,5168.939577414313,165.86478177342906,0.033152568879830646
2020-08-31 00:00:00+00:00,5166.890063973355,-2.0495134409584352,-0.0003965055908011772
2020-09-30 00:00:00+00:00,5166.890063973355,0.0,0.0
2020-10-31 00:00:00+00:00,5168.420036365742,1.529972392387208,0.00029611088555081544
2020-11-30 00:00:00+00:00,5154.2874693787235,-14.132566987018436,-0.0027344075921809097
2020-12-31 00:00:00+00:00,5271.5411226536635,117.25365327494,0.0227487609046908
2021-01-31 00:00:00+00:00,5266.668411360346,-4.872711293317479,-0.0009243428401568554
2021-02-28 00:00:00+00:00,5268.543136552157,1.8747251918111942,0.00035596036153839883
2021-03-31 00:00:00+00:00,5281.6598017927945,13.116665240637303,0.0024896190276275654
2021-04-30 00:00:00+00:00,5265.262380164462,-16.397421628332268,-0.0031045963283675704
2021-05-31 00:00:00+00:00,5265.262380164462,0.0,0.0
2021-06-30 00:00:00+00:00,5265.262380164462,0.0,0.0
2021-07-31 00:00:00+00:00,5350.231884349666,84.96950418520373,0.01613775307861287
2021-08-31 00:00:00+00:00,5303.759073179988,-46.4728111696777,-0.008686130278879767
2021-09-30 00:00:00+00:00,5303.759073179988,0.0,0.0
2021-10-31 00:00:00+00:00,5370.388518843471,66.62944566348233,0.012562683324062185
2021-11-30 00:00:00+00:00,5343.123834380107,-27.264684463363665,-0.005076855122808754
2021-12-31 00:00:00+00:00,5343.123834380107,0.0,0.0
2022-01-31 00:00:00+00:00,5343.123834380107,0.0,0.0
2022-02-28 00:00:00+00:00,5341.573984777939,-1.5498496021682513,-0.00029006432383160696
2022-03-31 00:00:00+00:00,5346.335850745776,4.761865967837366,0.0008914724351674064
2022-04-30 00:00:00+00:00,5346.335850745776,0.0,0.0
2022-05-31 00:00:00+00:00,5346.335850745776,0.0,0.0
2022-06-30 00:00:00+00:00,5346.335850745776,0.0,0.0
2022-07-31 00:00:00+00:00,5314.4326081999025,-31.90324254587358,-0.005967309842950352
2022-08-31 00:00:00+00:00,5304.0313610069725,-10.401247192929986,-0.0019571698353801903
