strategy,entry_time,exit_time,entry_price,exit_price,quantity,entry_fee,exit_fee,entry_account_value,gross_profit,net_profit,return_rate,exit_reason
trend_breakout,2020-02-05 20:00:00+00:00,2020-02-10 04:00:00+00:00,9660.757964999999,9800.392855622866,0.04324065756093871,0.41773752694367605,0.42377543143265856,3000.0,6.037904488982515,5.1963915306061805,0.012426942746218344,stop
trend_breakout,2020-02-11 20:00:00+00:00,2020-02-13 12:00:00+00:00,10251.713295,10146.58417,0.03814484099251194,0.3910499735385956,0.38703983978178874,3005.196391530606,-4.0101337568068915,-4.7882235701272755,-0.01223229882030708,signal
trend_breakout,2020-04-06 20:00:00+00:00,2020-04-10 04:00:00+00:00,7269.492929999999,6939.184058800029,0.035698145527636164,0.2595074165272622,0.2477160023740964,3000.4081679604787,-11.791414153165787,-12.298637572067145,-0.04734489435894629,stop
trend_breakout,2020-04-18 16:00:00+00:00,2020-04-20 12:00:00+00:00,7247.271824999999,6961.937290000001,0.04319764349634046,0.3130650646174227,0.3007392850972987,2988.1095303884113,-12.325779520124,-12.93958386983872,-0.041290641063457395,signal
trend_breakout,2020-04-23 16:00:00+00:00,2020-04-30 08:00:00+00:00,7532.544389999999,8681.346442133543,0.03776581795644664,0.2844727001815933,0.3278581493504611,2975.1699465185725,43.38544916886774,42.77311831933568,0.15020909881379585,stop
trend_breakout,2020-05-06 12:00:00+00:00,2020-05-10 00:00:00+00:00,9318.616979999999,9355.39017443015,0.02924666382309156,0.27253845811021266,0.2736139513654125,3017.9430648379084,1.0754932551997916,0.5293408457241664,0.001940320780257104,stop
trend_breakout,2020-05-14 00:00:00+00:00,2020-05-20 16:00:00+00:00,9314.004675,9409.802745,0.02318912250557614,0.21598359542608386,0.21820506860711167,3018.4724056836326,2.2214731810277755,1.7872845169945797,0.008266826998847952,signal
trend_breakout,2020-05-28 16:00:00+00:00,2020-06-02 12:00:00+00:00,9504.559904999998,9708.969669069973,0.03688530657036267,0.35057860591230205,0.35811832272599864,3020.259690200627,7.539716813696522,6.831019885058221,0.019465522351571958,stop
trend_breakout,2020-06-22 12:00:00+00:00,2020-06-24 08:00:00+00:00,9464.56992,9412.268543548398,0.05819478480494544,0.5507886097657597,0.5477449424181563,3027.0907100856857,-3.0436673476034053,-4.142200899787322,-0.007512978234444997,stop
trend_breakout,2020-07-08 16:00:00+00:00,2020-07-09 12:00:00+00:00,9416.085689999998,9191.500462337437,0.062151271284824186,0.5852216961603408,0.571263438749321,3022.9485091858983,-13.958257411019831,-15.114742545929493,-0.025801577422873638,stop
