strategy,trades,net_profit,win_rate,average_trade,total_fees
trend_breakout,43,191.2894350051815,0.4186046511627907,4.448591511748407,46.40195938539452
trend_pullback,2,-19.95,0.0,-9.975,1.1350646759577585
