initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5811.8487687818215,811.8487687818215,0.1623697537563642,0.02273445588370082,-0.04463790394712508,0.9256577940184427,83.73161208003194,102,0.35294117647058826,2.0562665412304555,7.959301654723747,2444.6666666666665
