initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5031.5417077510465,31.541707751046488,0.006308341550209207,0.0031363116172105077,-0.030244007750163338,0.18703628635732683,42.1846833938792,36,0.3611111111111111,1.1087806926267756,0.8761585486401945,733.5
