initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5991.3300729283,991.3300729283001,0.19826601458566007,0.027864241163475967,-0.03338503953772287,1.0819547908891247,121.89713049325513,100,0.39,2.144465003621137,9.91330072928302,2403.8333333333335
