initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5280.607533155736,280.60753315573584,0.05612150663114712,0.027562977838458513,-0.031071753907193855,1.0689243119299632,34.99021227544969,47,0.2553191489361702,1.7961954712693777,5.970373045866678,733.5
