initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,4992.612341900323,-7.387658099676628,-0.0014775316199353572,-0.0007484270519356739,-0.06197143622315837,-0.004787016653805341,91.39504781410274,45,0.3111111111111111,0.9879381397878507,-0.16417017999279981,721.3333333333334
