initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5185.658502308641,185.6585023086409,0.0371317004617282,0.018320705281069216,-0.01926543099534772,0.9909071382647439,20.39291002006399,24,0.4166666666666667,2.0757491727298363,7.735770929526757,733.5
