initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5068.916361386172,68.91636138617196,0.013783272277234415,0.006955632756274088,-0.01967209950999771,0.39891179974143787,43.46695644625315,42,0.40476190476190477,1.2546346478769888,1.6408657472898673,721.3333333333334
