strategy,trades,net_profit,win_rate,average_trade,total_fees
trend_breakout,41,84.22124929429788,0.24390243902439024,2.054176812056046,30.338104345976298
trend_pullback,3,-5.778069182791036,0.3333333333333333,-1.9260230609303453,1.190658124247274
