initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5774.745354198994,774.7453541989944,0.15494907083979892,0.022129912201295898,-0.04463790394712508,0.9005207679518703,82.75291660806552,101,0.3465346534653465,2.007992654644349,7.670746081178159,2403.8333333333335
