strategy,trades,net_profit,win_rate,average_trade,total_fees
trend_breakout,158,615.2841397990084,0.31645569620253167,3.89420341644942,115.05610955152784
trend_pullback,14,-42.8890944589488,0.35714285714285715,-3.063506747067771,5.299121161534535
