initial_capital,final_value,profit,total_return,annualized_return,max_drawdown,sharpe_ratio,total_fees,trade_count,win_rate,profit_factor,average_trade,elapsed_days
5000.0,5809.369477495579,809.3694774955793,0.1618738954991159,0.02266925919822116,-0.04366113211560563,0.8360971270162446,124.41269727270291,175,0.32,1.5896285829062242,4.624968442831911,2444.6666666666665
