date,value_return,growth_return,weight_value,weight_growth,turnover,leverage,net_return
2004-02-02 14:30:00+00:00,0.003249225632840247,0.00181619802273425,0.5015190122589853,-0.5008026492923388,1.0,1.0,0.00021056142410061753
2004-02-03 14:30:00+00:00,-0.00020293402427862262,0.004430779525352646,0.5025865920319728,-0.5041946919854557,0.0,1.0,-0.002326673777089193
2004-02-04 14:30:00+00:00,-0.0042507027930220875,-0.008222038373563945,0.49944974333395764,-0.4990494832175399,0.0,1.0,0.0020032094938135306
2004-02-05 14:30:00+00:00,0.0,0.0008091559216907296,0.4996544823669862,-0.49965803254985786,0.0,1.0,-0.0004097612255145517
2004-02-06 14:30:00+00:00,0.009961318779176054,0.012525580930205615,0.5052821202753592,-0.5065686160353406,0.0,1.0,-0.0012872419267811873
2004-02-09 14:30:00+00:00,-0.00040262909566612937,-0.000598947019464724,0.5050311989392663,-0.5062176166796672,0.0,1.0,9.401409863362417e-05
2004-02-10 14:30:00+00:00,0.002013749619432792,0.004192692717027713,0.5066112332456197,-0.5089056093960077,0.0,1.0,-0.0011113609109707143
2004-02-11 14:30:00+00:00,0.01667973365354336,0.008946246129472923,0.5130648366567249,-0.5114680808138652,0.0,1.0,0.0038913932171515953
2004-02-12 14:30:00+00:00,-0.003952718363963048,0.0,0.5120783793043509,-0.5125105031829861,0.0,1.0,-0.002033953182709119
2004-02-13 14:30:00+00:00,-0.003969015572487855,-0.01103461269120165,0.5082077673834794,-0.5050284827520176,0.0,1.0,0.0036169554600514304
2004-02-17 14:30:00+00:00,0.007371344942314728,0.011157733964005878,0.5129258088695409,-0.5116328731457654,0.0,1.0,-0.0018947510799976538
2004-02-18 14:30:00+00:00,-0.004153314302442257,-0.004334957858328603,0.5107537828962407,-0.5093733949833728,0.0,1.0,8.161246500046896e-05
2004-02-19 14:30:00+00:00,0.003574967020354869,0.0029689369464884763,0.5124220498052251,-0.5107285525068634,0.0,1.0,0.0003076780564987671
2004-02-20 14:30:00+00:00,-0.007718214825801928,-0.016377603852414713,0.5062378106490225,-0.5001615441928469,0.0,1.0,0.0044035740662477126
2004-02-23 14:30:00+00:00,-0.0007976658768953371,-0.0034105587993698006,0.5051792546748703,-0.4978105168853695,0.0,1.0,0.0012960693475519921
2004-02-24 14:30:00+00:00,-0.005987713912426917,0.002818123783053128,0.5043907094130666,-0.5014366346126212,0.0,1.0,-0.0044337128895271935
2004-02-25 14:30:00+00:00,0.00763055526083023,0.0020075474223331113,0.5068021131498976,-0.5010223075085192,0.0,1.0,0.0028361709769934287
2004-02-26 14:30:00+00:00,0.001195442220531362,0.0014022508435296288,0.5074600609788894,-0.5017763781678919,0.0,1.0,-0.00010265869076946289
2004-02-27 14:30:00+00:00,0.005772127556124218,0.0009998546374618833,0.5091562793485709,-0.5010647691108476,0.0,1.0,0.0024214683819763485
2004-03-01 14:30:00+00:00,0.008114071074381002,0.006395547668025081,0.5036298572975959,-0.5027713238014974,0.010221048459418514,1.0,0.0008481987979958701
2004-03-02 14:30:00+00:00,-0.004319102328617652,0.002779639372652687,0.5032556314690378,-0.5059795981003603,0.0,1.0,-0.003578704237447158
2004-03-03 14:30:00+00:00,0.0,-0.011089452309860803,0.500450563899453,-0.49757958598096874,0.0,1.0,0.005605084241944101
2004-03-04 14:30:00+00:00,0.0021692900428027517,0.007809682879696966,0.5029475924259341,-0.5028767320028005,0.0,1.0,-0.002806268729692552
2004-03-05 14:30:00+00:00,0.006295508508678438,0.0011920357559112027,0.5048211011498628,-0.5021901146479373,0.0,1.0,0.0025609114212213086
2004-03-08 14:30:00+00:00,-0.004887922279774415,0.0,0.503599216772516,-0.503435351260349,0.0,1.0,-0.0024734786885630485
2004-03-09 14:30:00+00:00,-0.007661908408191476,-0.02024255696421151,0.49659903369175806,-0.4901437189628339,0.0,1.0,0.006326335321385083
2004-03-10 14:30:00+00:00,-0.015442810549513464,-0.008303997414633946,0.49069896409187086,-0.48783204765356564,0.0,1.0,-0.0036046850022592144
2004-03-11 14:30:00+00:00,-0.015885008273986645,-0.008374120751589054,0.4847051507925735,-0.4855509696634452,0.0,1.0,-0.0037155450120425204
2004-03-12 14:30:00+00:00,0.006538071540208135,0.0024715532081032165,0.48691835750681917,-0.4857974049344449,0.0,1.0,0.0019630195140675206
2004-03-15 14:30:00+00:00,-0.009744168424937194,-0.005342212358834919,0.48321523322673615,-0.48424588363440124,0.0,1.0,-0.002155333965161885
2004-03-16 14:30:00+00:00,0.0032805316536472784,0.0022722485758106536,0.4845683649331691,-0.4851138782330185,0.0,1.0,0.0004789234677420392
2004-03-17 14:30:00+00:00,0.015324540431259637,0.010923367475502932,0.4909529600354292,-0.4893751092342025,0.0,1.0,0.0021207579597696995
2004-03-18 14:30:00+00:00,-0.002616114441267192,-0.0038737029116069355,0.4893723282540635,-0.48718449720456486,0.0,1.0,0.0006053522758245506
2004-03-19 14:30:00+00:00,-0.007264248546525409,-0.01023318496583736,0.48512630747883234,-0.4815130968687599,0.0,1.0,0.0014245744672010693
2004-03-22 14:30:00+00:00,-0.016056262789685083,-0.018197155033081946,0.47687590039878985,-0.4722942667779687,0.0,1.0,0.0009669006141581484
2004-03-23 14:30:00+00:00,0.001032307265766308,0.005265762407073771,0.4783251485216273,-0.47573303590476823,0.0,1.0,-0.0020006593191777577
2004-03-24 14:30:00+00:00,-0.00949219258950107,0.0,0.4759486024645867,-0.4779057420348553,0.0,1.0,-0.00454630681112137
2004-03-25 14:30:00+00:00,0.013749583813685406,0.005028104925660637,0.4805057187757214,-0.4783307173888227,0.0,1.0,0.004135182604113934
