date,value_return,growth_return,weight_value,weight_growth,turnover,leverage,net_return
2004-02-02 14:30:00+00:00,0.003249225632840247,0.00181619802273425,1.504401119579798,-1.502252253389872,3.0,3.0,0.000314223954841535
2004-02-03 14:30:00+00:00,-0.00020293402427862262,0.004430779525352646,1.515151522673293,-1.5199994735175042,0.0,3.0,-0.007296760159877774
2004-02-04 14:30:00+00:00,-0.0042507027930220875,-0.008222038373563945,1.5001277562844242,-1.4989255506203192,0.0,3.0,0.005721717729461417
2004-02-05 14:30:00+00:00,0.0,0.0008091559216907296,1.5024538281755668,-1.5024645035243018,0.0,3.0,-0.001548181945775429
2004-02-06 14:30:00+00:00,0.009961318779176054,0.012525580930205615,1.5238021413204632,-1.5276818847651572,0.0,3.0,-0.004188136660522077
2004-02-09 14:30:00+00:00,-0.00040262909566612937,-0.000598947019464724,1.5232401668234816,-1.5268185579419045,0.0,3.0,-3.384402688108714e-05
2004-02-10 14:30:00+00:00,0.002013749619432792,0.004192692717027713,1.5319288111890772,-1.5388667168213042,0.0,3.0,-0.0036693742021777095
2004-02-11 14:30:00+00:00,0.01667973365354336,0.008946246129472923,1.5398500519232456,-1.535057744222803,0.0,3.0,0.011449766677368365
2004-02-12 14:30:00+00:00,-0.003952718363963048,0.0,1.5436768135135355,-1.5449794649024127,0.0,3.0,-0.006421911038303927
2004-02-13 14:30:00+00:00,-0.003969015572487855,-0.01103461269120165,1.521443847588181,-1.511925883966387,0.0,3.0,0.010586055239016985
2004-02-17 14:30:00+00:00,0.007371344942314728,0.011157733964005878,1.5418947253358097,-1.5380080603674757,0.0,3.0,-0.005989896835973829
2004-02-18 14:30:00+00:00,-0.004153314302442257,-0.004334957858328603,1.5356014545783974,-1.5314512637078317,0.0,3.0,-7.209074845223288e-05
2004-02-19 14:30:00+00:00,0.003574967020354869,0.0029689369464884763,1.540155342464215,-1.5350653021107366,0.0,3.0,0.0006076248576406271
2004-02-20 14:30:00+00:00,-0.007718214825801928,-0.016377603852414713,1.508777517386181,-1.4906679767199624,0.0,3.0,0.012918124146994142
2004-02-23 14:30:00+00:00,-0.0007976658768953371,-0.0034105587993698006,1.502248257064798,-1.480335889526725,0.0,3.0,0.0035451929831777675
2004-02-24 14:30:00+00:00,-0.005987713912426917,0.002818123783053128,1.5136912654244934,-1.5048260005823861,0.0,3.0,-0.01350212002624581
2004-02-25 14:30:00+00:00,0.00763055526083023,0.0020075474223331113,1.512845349023321,-1.495592161130175,0.0,3.0,0.00819397782981116
2004-02-26 14:30:00+00:00,0.001195442220531362,0.0014022508435296288,1.5155995927128287,-1.4986244886290898,0.0,3.0,-0.0006239936264815665
2004-02-27 14:30:00+00:00,0.005772127556124218,0.0009998546374618833,1.5138800877772043,-1.4898215094471727,0.0,3.0,0.006914510068061162
2004-03-01 14:30:00+00:00,0.008114071074381002,0.006395547668025081,1.5088058082589624,-1.5062337599446527,0.024058578330031555,3.0,0.002230438360051405
2004-03-02 14:30:00+00:00,-0.004319102328617652,0.002779639372652687,1.5190576815444958,-1.5272798695873846,0.0,3.0,-0.011038790803761437
2004-03-03 14:30:00+00:00,0.0,-0.011089452309860803,1.4942510522831693,-1.4856788533783467,0.0,3.0,0.01660137981728227
2004-03-04 14:30:00+00:00,0.0021692900428027517,0.007809682879696966,1.5106297596366098,-1.5104169265987781,0.0,3.0,-0.008696534237108741
2004-03-05 14:30:00+00:00,0.006295508508678438,0.0011920357559112027,1.5090118937926444,-1.5011473455105495,0.0,3.0,0.00737439406209843
2004-03-08 14:30:00+00:00,-0.004887922279774415,0.0,1.5133054379739646,-1.5128130254316101,0.0,3.0,-0.00771125031643111
2004-03-09 14:30:00+00:00,-0.007661908408191476,-0.02024255696421151,1.4741541507240759,-1.4549915500014563,0.0,3.0,0.018693078723808463
2004-03-10 14:30:00+00:00,-0.015442810549513464,-0.008303997414633946,1.4675588579246963,-1.4589846221470617,0.0,3.0,-0.011018154661201951
2004-03-11 14:30:00+00:00,-0.015885008273986645,-0.008374120751589054,1.4609449655244826,-1.463494339755652,0.0,3.0,-0.011429788660442627
2004-03-12 14:30:00+00:00,0.006538071540208135,0.0024715532081032165,1.4623087626549596,-1.4589423281309117,0.0,3.0,0.0055993411101245335
2004-03-15 14:30:00+00:00,-0.009744168424937194,-0.005342212358834919,1.4579597942021496,-1.4610694785683056,0.0,3.0,-0.006790320596720548
2004-03-16 14:30:00+00:00,0.0032805316536472784,0.0022722485758106536,1.4610950695799418,-1.4627399289031666,0.0,3.0,0.0011276527524705167
2004-03-17 14:30:00+00:00,0.015324540431259637,0.010923367475502932,1.474524629309612,-1.4697857234323222,0.0,3.0,0.006077247242874151
2004-03-18 14:30:00+00:00,-0.002616114441267192,-0.0038737029116069355,1.4684634242460464,-1.4618983822746687,0.0,3.0,0.0015006705992396028
2004-03-19 14:30:00+00:00,-0.007264248546525409,-0.01023318496583736,1.4520499787219208,-1.4412351407949908,0.0,3.0,0.003957275791552571
2004-03-22 14:30:00+00:00,-0.016056262789685083,-0.018197155033081946,1.4250637122648846,-1.4113722679908818,0.0,3.0,0.002576565793738882
