year,return
2016,0.5381541495425624
2017,19.92763849686471
2018,-0.41275134890873344
2019,2.217404147630793
2020,6.63611588612097
2021,2.1261620332020903
2022,-0.42967420618995344
2023,3.686054690465647
2024,1.24704591578752
2025,-0.04482995167673376
2026,-0.19957994214274177
