date,quality_return,market_return,weight_quality,weight_market,turnover,leverage,net_return
2013-07-19 13:30:00+00:00,-0.00777688043993241,0.0017761807212897107,1.0029787589475796,-1.012635374721541,2.0,2.0,-0.010723696081857042
2013-07-22 13:30:00+00:00,0.0048235244096992425,0.0019510882665538798,1.0051113775086786,-1.0118876034297595,0.0,2.0,0.002691516607641992
2013-07-23 13:30:00+00:00,-0.0016000925744850125,-0.0021237640985076744,1.0031318427566667,-1.0093650224383668,0.0,2.0,0.0003701043915721351
2013-07-24 13:30:00+00:00,-0.0014024515354043032,-0.003665715625112864,0.9996032746190787,-1.0035349078070885,0.0,2.0,0.002122566420472762
2013-07-25 13:30:00+00:00,0.005215973348658753,0.002433418053001235,1.0022101802716188,-1.003366920412142,0.0,2.0,0.002601249157535512
2013-07-26 13:30:00+00:00,-0.004790015532580849,0.0010647886676657947,1.0034701472580925,-1.0105385538816294,0.0,2.0,-0.006039610977412204
2013-07-29 13:30:00+00:00,0.0036098948858593882,-0.003074509599178432,1.0005303930072849,-1.0008672579983604,0.0,2.0,0.006558697316313595
2013-07-30 13:30:00+00:00,0.003995913662755202,0.0,1.0006983550451143,-0.9970511462888051,0.0,2.0,0.0038273981467847203
2013-07-31 13:30:00+00:00,-0.0025871345658696754,0.0007118552740779105,1.0015842423459687,-1.0012345176999917,0.0,2.0,-0.0034693323419921723
2013-08-01 13:30:00+00:00,0.0,0.011558207107533747,1.0118694834329454,-1.0235648804882567,0.002818760045960378,2.0,-0.011730251408191648
2013-08-02 13:30:00+00:00,0.011971183780254524,0.0016989023643476653,1.0136398778749691,-1.0149475926438005,0.0,2.0,0.010203703831647344
2013-08-05 13:30:00+00:00,0.0001974103784538883,-0.0014619373686618475,1.0123080976563745,-1.0119324879747065,0.0,2.0,0.0015132579241916846
2013-08-06 13:30:00+00:00,-0.005322591202910343,-0.005682302706492726,1.0067273384536037,-1.0059898653618946,0.0,2.0,0.00019136961935094872
2013-08-07 13:30:00+00:00,-0.004161510010975977,-0.0032405217122242203,1.003642048387003,-1.0038343607753943,0.0,2.0,-0.0011002088169500537
2013-08-08 13:30:00+00:00,0.004776030169873602,0.003664398256430168,1.0074840646806253,-1.0065622717343181,0.0,2.0,0.0009443409008450995
2013-08-09 13:30:00+00:00,-0.0021788554372823565,-0.0028859639145248916,1.0047472379459812,-1.0031165838323732,0.0,2.0,0.0005391053410078098
2013-08-12 13:30:00+00:00,-0.00317540944231276,-0.0011813056332465877,1.0037410265611333,-1.004116686528246,0.0,2.0,-0.002176131515861999
2013-08-13 13:30:00+00:00,0.005973580191737771,0.002956588135998084,1.0068608227968294,-1.004216867279069,0.0,2.0,0.0028565331107180815
2013-08-14 13:30:00+00:00,-0.006729874422653603,-0.005128934642965377,1.0018842794281717,-1.0008639755419477,0.0,2.0,-0.001796119139509484
2013-08-15 13:30:00+00:00,-0.014348533869067648,-0.013986172490902504,0.9880501102139795,-0.9874067681233506,0.0,2.0,-0.0005479492350363718
2013-08-16 13:30:00+00:00,-0.0028305251103443174,-0.0033057698120599888,0.9849610692619002,-0.9838506179185345,0.0,2.0,0.00029680391841183
2013-08-19 13:30:00+00:00,-0.0012164989523840708,-0.006391813191617413,0.9789466918440621,-0.9727762124693317,0.0,2.0,0.004919750328661515
2013-08-20 13:30:00+00:00,0.007917014110928822,0.004915815490448727,0.9839442345380236,-0.9748309052301258,0.0,2.0,0.0027977114785448253
2013-08-21 13:30:00+00:00,-0.0006042531156367215,-0.006160362253111784,0.9782236686500568,-0.9637752905104482,0.0,2.0,0.005240125221779147
2013-08-22 13:30:00+00:00,0.0076584386773399515,0.009115470293952876,0.9871607689631238,-0.9739866999557365,0.0,2.0,-0.0014642339722497374
2013-08-23 13:30:00+00:00,-0.0008000922801305599,0.003372068733458633,0.9905757498800087,-0.9814370587213963,0.0,2.0,-0.004244804728855358
2013-08-26 13:30:00+00:00,-0.0014011445565074165,-0.0037208149682261826,0.987121595803831,-0.9757429162880124,0.0,2.0,0.0020931709580749034
2013-08-27 13:30:00+00:00,-0.016035285371660213,-0.016084327143317978,0.9715893903076148,-0.9603418857801727,0.0,2.0,-0.00030524313252645755
2013-08-28 13:30:00+00:00,0.003666970600150643,0.0035507589721088806,0.9751695261170106,-0.9637689716368117,0.0,2.0,-1.778775818451876e-05
2013-08-29 13:30:00+00:00,0.0024355597890208802,0.0015866041250314211,0.9768848911655383,-0.9646466376727691,0.0,2.0,0.0006753289386779612
2013-08-30 13:30:00+00:00,-0.006276878458661983,-0.00316737025627567,0.9739154356661508,-0.9647237310987048,0.0,2.0,-0.003247029582603182
2013-09-03 13:30:00+00:00,0.004278801294660628,0.004521800604278869,1.0047252154239539,-1.0049683227497177,0.06136083323514441,2.0,-0.0004443146468707343
2013-09-04 13:30:00+00:00,0.008521328936155204,0.008273312510475472,1.013209256277172,-1.0132051868605778,0.0,2.0,7.654213320519695e-05
2013-09-05 13:30:00+00:00,0.0012064919258025775,0.001266718090017882,1.0146667341074613,-1.014723694438061,0.0,2.0,-0.0002316514728843206
2013-09-06 13:30:00+00:00,0.005022994140687187,0.0004818996408169074,1.0152586607975873,-1.0107280535156793,0.0,2.0,0.004437035155658954
2013-09-09 13:30:00+00:00,0.005598041117769181,0.009575706262342498,1.0252127571868908,-1.0246748845605735,0.0,2.0,-0.004165610143894087
2013-09-10 13:30:00+00:00,0.00576547903199498,0.0073973610059057116,1.033024035876599,-1.0341572954677778,0.0,2.0,-0.0018396823005194644
2013-09-11 13:30:00+00:00,0.0035579714980444876,0.003138261071410131,1.036430677005843,-1.0371337397425462,0.0,2.0,0.0002593795737275928
2013-09-12 13:30:00+00:00,0.001181574361095672,-0.0026564415365507577,1.033717793341478,-1.0304535846179461,0.0,2.0,0.003809070139578536
2013-09-13 13:30:00+00:00,0.0025579763484457896,0.0022500631274593452,1.0362014024743094,-1.0326121100584884,0.0,2.0,0.00015500513039300417
2013-09-16 13:30:00+00:00,0.0015694078732126915,0.005787383524144651,1.0425404653527988,-1.0433045265754743,0.0,2.0,-0.004520534593942446
2013-09-17 13:30:00+00:00,0.0054863479291118455,0.004462734995236417,1.047324825469454,-1.0470254060059325,0.0,2.0,0.0008931131810317742
2013-09-18 13:30:00+00:00,0.013250019178637995,0.011573605461184577,1.059518769012262,-1.0574633996009957,0.0,2.0,0.0015885801461497768
2013-09-19 13:30:00+00:00,0.0013459996577067646,-0.0016756587123367694,1.0577426446634688,-1.0525050719504592,0.0,2.0,0.0030274247383081437
2013-09-20 13:30:00+00:00,-0.004033101107618897,-0.006991555876439182,1.0504073398007618,-1.042101372385278,0.0,2.0,0.0029220300683743786
2013-09-23 13:30:00+00:00,-0.005398889093163883,-0.004627525256726717,1.0458023113857875,-1.0383374171844704,0.0,2.0,-0.0010193172300820958
2013-09-24 13:30:00+00:00,-0.0030930619485345368,-0.002354272357452669,1.0435702811733862,-1.0368891697678997,0.0,2.0,-0.0009608371766855682
2013-09-25 13:30:00+00:00,-0.004097731243463243,-0.0028899432365688815,1.040803544860715,-1.035394307845987,0.0,2.0,-0.0014503546233065618
