date,QUAL
2013-07-18 13:30:00+00:00,41.59491729736328
2013-07-19 13:30:00+00:00,41.27143859863281
2013-07-22 13:30:00+00:00,41.47051239013672
2013-07-23 13:30:00+00:00,41.40415573120117
2013-07-24 13:30:00+00:00,41.34608840942383
2013-07-25 13:30:00+00:00,41.56174850463867
2013-07-26 13:30:00+00:00,41.362667083740234
2013-07-29 13:30:00+00:00,41.51198196411133
2013-07-30 13:30:00+00:00,41.677860260009766
2013-07-31 13:30:00+00:00,41.57003402709961
2013-08-01 13:30:00+00:00,41.57003402709961
2013-08-02 13:30:00+00:00,42.06767654418945
2013-08-05 13:30:00+00:00,42.07598114013672
2013-08-06 13:30:00+00:00,41.852027893066406
2013-08-07 13:30:00+00:00,41.677860260009766
2013-08-08 13:30:00+00:00,41.876914978027344
2013-08-09 13:30:00+00:00,41.78567123413086
2013-08-12 13:30:00+00:00,41.652984619140625
2013-08-13 13:30:00+00:00,41.90180206298828
2013-08-14 13:30:00+00:00,41.619808197021484
2013-08-15 13:30:00+00:00,41.02262496948242
2013-08-16 13:30:00+00:00,40.90650939941406
2013-08-19 13:30:00+00:00,40.856746673583984
2013-08-20 13:30:00+00:00,41.18021011352539
2013-08-21 13:30:00+00:00,41.15532684326172
2013-08-22 13:30:00+00:00,41.47051239013672
2013-08-23 13:30:00+00:00,41.43733215332031
2013-08-26 13:30:00+00:00,41.3792724609375
2013-08-27 13:30:00+00:00,40.71574401855469
2013-08-28 13:30:00+00:00,40.865047454833984
2013-08-29 13:30:00+00:00,40.964576721191406
2013-08-30 13:30:00+00:00,40.70744705200195
2013-09-03 13:30:00+00:00,40.88162612915039
2013-09-04 13:30:00+00:00,41.2299919128418
2013-09-05 13:30:00+00:00,41.27973556518555
2013-09-06 13:30:00+00:00,41.487083435058594
2013-09-09 13:30:00+00:00,41.719329833984375
2013-09-10 13:30:00+00:00,41.959861755371094
2013-09-11 13:30:00+00:00,42.109153747558594
2013-09-12 13:30:00+00:00,42.15890884399414
2013-09-13 13:30:00+00:00,42.26675033569336
2013-09-16 13:30:00+00:00,42.33308410644531
2013-09-17 13:30:00+00:00,42.565338134765625
2013-09-18 13:30:00+00:00,43.129329681396484
2013-09-19 13:30:00+00:00,43.187381744384766
2013-09-20 13:30:00+00:00,43.01320266723633
2013-09-23 13:30:00+00:00,42.78097915649414
2013-09-24 13:30:00+00:00,42.64865493774414
2013-09-25 13:30:00+00:00,42.47389221191406
2013-09-26 13:30:00+00:00,42.715232849121094
2013-09-27 13:30:00+00:00,42.523834228515625
2013-09-30 13:30:00+00:00,42.25753402709961
2013-10-01 13:30:00+00:00,42.4655876159668
2013-10-02 13:30:00+00:00,42.532142639160156
2013-10-03 13:30:00+00:00,42.2242546081543
2013-10-04 13:30:00+00:00,42.41565704345703
2013-10-07 13:30:00+00:00,42.09109878540039
2013-10-08 13:30:00+00:00,41.442012786865234
2013-10-09 13:30:00+00:00,41.47529983520508
2013-10-10 13:30:00+00:00,42.074462890625
2013-10-11 13:30:00+00:00,42.440616607666016
2013-10-14 13:30:00+00:00,42.765159606933594
2013-10-15 13:30:00+00:00,42.498878479003906
2013-10-16 13:30:00+00:00,43.0564079284668
2013-10-17 13:30:00+00:00,43.22284698486328
2013-10-18 13:30:00+00:00,43.63895034790039
2013-10-21 13:30:00+00:00,43.7221565246582
2013-10-22 13:30:00+00:00,43.888572692871094
2013-10-23 13:30:00+00:00,43.838661193847656
2013-10-24 13:30:00+00:00,43.96348190307617
2013-10-25 13:30:00+00:00,44.0716667175293
2013-10-28 13:30:00+00:00,44.27971267700195
2013-10-29 13:30:00+00:00,44.56264114379883
2013-10-30 13:30:00+00:00,44.47110366821289
2013-10-31 13:30:00+00:00,44.312992095947266
2013-11-01 13:30:00+00:00,44.346282958984375
2013-11-04 14:30:00+00:00,44.5460090637207
2013-11-05 14:30:00+00:00,44.53767395019531
2013-11-06 14:30:00+00:00,44.76237106323242
2013-11-07 14:30:00+00:00,44.18815994262695
2013-11-08 14:30:00+00:00,44.570980072021484
2013-11-11 14:30:00+00:00,44.720760345458984
2013-11-12 14:30:00+00:00,44.74573516845703
2013-11-13 14:30:00+00:00,45.16180419921875
2013-11-14 14:30:00+00:00,45.436424255371094
2013-11-15 14:30:00+00:00,45.64445495605469
2013-11-18 14:30:00+00:00,45.369850158691406
2013-11-19 14:30:00+00:00,45.4281120300293
2013-11-20 14:30:00+00:00,45.269989013671875
2013-11-21 14:30:00+00:00,45.66111755371094
2013-11-22 14:30:00+00:00,45.81922912597656
2013-11-25 14:30:00+00:00,45.7692985534668
2013-11-26 14:30:00+00:00,45.92739486694336
2013-11-27 14:30:00+00:00,46.06886291503906
2013-11-29 14:30:00+00:00,46.135459899902344
2013-12-02 14:30:00+00:00,45.9190788269043
2013-12-03 14:30:00+00:00,45.81090545654297
2013-12-04 14:30:00+00:00,45.7692985534668
2013-12-05 14:30:00+00:00,45.65278244018555
2013-12-06 14:30:00+00:00,45.993980407714844
2013-12-09 14:30:00+00:00,46.135459899902344
2013-12-10 14:30:00+00:00,45.9190788269043
2013-12-11 14:30:00+00:00,45.48634719848633
2013-12-12 14:30:00+00:00,45.3864860534668
2013-12-13 14:30:00+00:00,45.2783203125
2013-12-16 14:30:00+00:00,45.57789611816406
2013-12-17 14:30:00+00:00,45.40313720703125
2013-12-18 14:30:00+00:00,46.05221176147461
2013-12-19 14:30:00+00:00,46.12712860107422
2013-12-20 14:30:00+00:00,46.43502426147461
2013-12-23 14:30:00+00:00,46.6896858215332
2013-12-24 14:30:00+00:00,46.781524658203125
2013-12-26 14:30:00+00:00,47.082096099853516
2013-12-27 14:30:00+00:00,47.00695037841797
2013-12-30 14:30:00+00:00,47.00695037841797
2013-12-31 14:30:00+00:00,47.19063949584961
2014-01-02 14:30:00+00:00,46.83997344970703
2014-01-03 14:30:00+00:00,46.748130798339844
2014-01-06 14:30:00+00:00,46.56443405151367
2014-01-07 14:30:00+00:00,46.940162658691406
2014-01-08 14:30:00+00:00,46.923465728759766
2014-01-09 14:30:00+00:00,46.898414611816406
2014-01-10 14:30:00+00:00,46.99861145019531
2014-01-13 14:30:00+00:00,46.347354888916016
2014-01-14 14:30:00+00:00,46.88172912597656
