leverage,oos__initial_capital,oos__final_value,oos__total_return,oos__cagr,oos__annualized_volatility,oos__sharpe_ratio,oos__sortino_ratio,oos__calmar_ratio,oos__max_drawdown,oos__average_drawdown,oos__longest_drawdown_days,oos__profit_factor,oos__win_rate,oos__turnover_per_bar,oos__annualized_turnover,oos__total_fees,oos__rebalance_count,oos__exposure_pct,oos__average_exposure,oos__best_year,oos__worst_year,oos__monthly_hit_rate,oos__elapsed_days,oos__positive_complete_year_ratio,oos__complete_year_count,oos__worst_rolling_3y_sharpe,check__sample_at_least_5y,check__independent_oos,check__costs_included,check__cagr_at_least_40pct,check__sharpe_above_1_5,check__max_drawdown_at_most_20pct,check__profit_factor_above_1_3,check__walk_forward_passed,strict_oos_passed
1.0,10000.0,9467.031302170244,-0.05329686978297554,-0.004157232231029706,0.020084390675539743,-0.291143241500893,-0.43556343176353035,-0.04912163221757964,-0.08463139442548728,-0.031936081714913356,2660.0,0.9597563766884225,0.49107952827335954,,,,,,,0.01856820117930824,-0.024460274736150756,0.4810126582278481,4802.0,0.3333333333333333,12,-0.8333607093838373,True,True,True,False,False,True,False,False,False
2.0,10000.0,5285.01302511343,-0.471498697488657,-0.04734793398813042,0.04023335782779008,-1.730334891883251,-2.5667028773839924,-0.09892240381222846,-0.4786371151878279,-0.24152148117453384,3209.0,0.783461075422217,0.4560024191109767,,,,,,,0.005990197767644867,-0.08576720492244738,0.33544303797468356,4802.0,0.0,12,-2.424696364658258,True,True,True,False,False,False,False,False,False
3.0,10000.0,2940.4108237715277,-0.7059589176228472,-0.0889000564897593,0.060449594170957015,-2.205787252049481,-3.264057701604524,-0.12526524138336612,-0.7096945290488561,-0.3972888678934463,3283.0,0.732731623393149,0.44481403084366494,,,,,,,-0.00016201286530370673,-0.14362720212231028,0.2721518987341772,4802.0,0.0,12,-2.9554897566995106,True,True,True,False,False,False,False,False,False
