run_time,symbol,current_price,cash,quantity,equity,status
2026-08-22T22:37:17.281323+00:00,BTCUSDT,77006.0,2500.0,0.0,2500.0,initialized
2026-08-22T22:37:17.281323+00:00,ETHUSDT,2415.42,2500.0,0.0,2500.0,initialized
